Ligand,Old Indexes,New Indexes,Deprotonation Type
RUZHIG,"[10, 15]","[10, 14]",Single Deprotonation
DMBNZA11,"[2, 4]","[2, 3]",Single Deprotonation
DAVSEB,"[1, 13]","[1, 13]",No Deprotonation
CEYCOZ,"[0, 1]","[0, 1]",Single Deprotonation
ZUFHOA,"[0, 2]","[0, 2]",No Deprotonation
YAWZOL,"[15, 16]","[15, 16]",No Deprotonation
PECVIE,"[0, 3]","[0, 3]",No Deprotonation
MAMHCA,"[4, 9]","[4, 9]",No Deprotonation
RITLAJ,"[20, 22]","[20, 21]",Single Deprotonation
YINFAD,"[0, 15]","[0, 14]",Single Deprotonation
IRITAF,"[0, 2]","[0, 2]",No Deprotonation
BEWLUN,"[10, 18]","[10, 17]",Single Deprotonation
AFILIN,"[60, 61]","[60, 61]",Single Deprotonation
YAPDEA,"[0, 1]","[0, 1]",No Deprotonation
OJOXES,"[0, 3]","[0, 3]",Single Deprotonation
ZEMRUE,"[2, 4]","[2, 4]",No Deprotonation
CADFIY,"[31, 32]","[31, 32]",No Deprotonation
FABQAC,"[0, 7]","[0, 7]",Single Deprotonation
CIWJUO,"[23, 27]","[23, 27]",Single Deprotonation
EZIYES,"[5, 6]","[5, 6]",Single Deprotonation
VEXJAL,"[2, 4]","[2, 3]",Single Deprotonation
OJIBEO,"[0, 1]","[0, 1]",Double Deprotonation
SUPKUK,"[4, 5]","[4, 5]",No Deprotonation
WERLEL,"[0, 2]","[0, 2]",Single Deprotonation
DUDMUN,"[15, 16]","[15, 16]",No Deprotonation
QAHQID,"[5, 7]","[5, 6]",Single Deprotonation
MEPZUD,"[1, 4]","[1, 3]",Single Deprotonation
EWOJIL,"[30, 38]","[30, 38]",No Deprotonation
KUZCAK,"[4, 6]","[4, 5]",Double Deprotonation
OCUSOU01,"[0, 1]","[0, 1]",No Deprotonation
TEXXEB,"[25, 34]","[25, 33]",Single Deprotonation
EVULEN,"[0, 1]","[0, 1]",Double Deprotonation
MIQGAV,"[0, 2]","[0, 1]",Single Deprotonation
SERLEJ,"[0, 23]","[0, 23]",No Deprotonation
HOJZEN,"[51, 52]","[51, 52]",No Deprotonation
FAHTIT,"[22, 24]","[22, 23]",Double Deprotonation
VACYEE,"[4, 5]","[4, 5]",No Deprotonation
YUQDIY,"[2, 5]","[2, 4]",Single Deprotonation
CEBXIS,"[19, 23]","[19, 22]",Double Deprotonation
EFOFUD,"[1, 2]","[1, 2]",Single Deprotonation
MORXOJ,"[9, 13]","[9, 13]",No Deprotonation
SEPQEL,"[35, 36]","[35, 36]",Single Deprotonation
LOQZIC,"[20, 23]","[20, 22]",Double Deprotonation
QEYQIX,"[2, 4]","[2, 3]",Single Deprotonation
NIDNOG,"[0, 9]","[0, 9]",Single Deprotonation
SESBAN,"[1, 14]","[1, 14]",Single Deprotonation
DOMWUA,"[0, 3]","[0, 2]",Single Deprotonation
RAKQEB,"[0, 1]","[0, 1]",Single Deprotonation
HESNEB,"[0, 2]","[0, 2]",Double Deprotonation
WESWEX,"[24, 46]","[24, 46]",Single Deprotonation
BZMADN,"[0, 4]","[0, 4]",No Deprotonation
KEXJAA,"[0, 5]","[0, 5]",Single Deprotonation
KORXAS,"[3, 4]","[3, 4]",Single Deprotonation
WONROI,"[19, 20]","[19, 20]",No Deprotonation
CEJKEJ,"[1, 2]","[1, 2]",No Deprotonation
LIYRAN,"[1, 2]","[1, 2]",Single Deprotonation
ICABEU,"[2, 3]","[2, 3]",Single Deprotonation
DALKUW,"[1, 5]","[1, 5]",Single Deprotonation
MAYHEC,"[1, 4]","[1, 4]",No Deprotonation
VOKDEG,"[0, 3]","[0, 2]",Double Deprotonation
YOXBAO,"[0, 2]","[0, 2]",Single Deprotonation
YOPDUD,"[5, 12]","[5, 12]",Single Deprotonation
TAKRIK,"[34, 35]","[34, 35]",No Deprotonation
BABFUF,"[2, 3]","[2, 3]",Double Deprotonation
BUDWII,"[2, 3]","[2, 3]",No Deprotonation
JUBGAQ,"[4, 6]","[4, 5]",Single Deprotonation
SETWOE,"[2, 7]","[2, 7]",Single Deprotonation
YEMVIX,"[52, 54]","[52, 54]",No Deprotonation
MISDUQ,"[0, 5]","[0, 4]",Single Deprotonation
EHOZOT,"[0, 2]","[0, 1]",Single Deprotonation
IWUFEL,"[2, 4]","[2, 3]",Double Deprotonation
TIMZAQ02,"[0, 4]","[0, 4]",No Deprotonation
LIDJEP,"[1, 3]","[1, 2]",Double Deprotonation
XEXQEW,"[0, 16]","[0, 16]",Single Deprotonation
NATGIA,"[19, 20]","[19, 20]",No Deprotonation
VIGCIX,"[1, 5]","[1, 5]",No Deprotonation
ETONIM,"[0, 1]","[0, 1]",Single Deprotonation
YICSUB,"[2, 4]","[2, 4]",No Deprotonation
EGOBIO,"[16, 23]","[16, 22]",Single Deprotonation
KAPQUN,"[18, 20]","[18, 19]",Double Deprotonation
QUVGUL,"[5, 14]","[5, 14]",No Deprotonation
IRABIO,"[24, 25]","[24, 25]",No Deprotonation
LEJTOK,"[0, 1]","[0, 1]",Single Deprotonation
FUYKEQ,"[29, 59]","[29, 58]",Single Deprotonation
BANFIG,"[10, 12]","[10, 12]",No Deprotonation
NIJGET,"[3, 5]","[3, 5]",Single Deprotonation
VOHZAU,"[4, 7]","[4, 7]",Single Deprotonation
CEYVAD,"[0, 1]","[0, 1]",Double Deprotonation
ZOWJOK,"[2, 3]","[2, 3]",No Deprotonation
MUJMAF,"[0, 4]","[0, 4]",Double Deprotonation
SEYJEL,"[2, 9]","[2, 9]",Single Deprotonation
DOYKAE,"[0, 2]","[0, 1]",Single Deprotonation
XIMPAM,"[0, 2]","[0, 1]",Single Deprotonation
MANNUL,"[3, 4]","[3, 4]",Single Deprotonation
TUHYIE01,"[15, 16]","[15, 16]",Single Deprotonation
VABBEH,"[0, 3]","[0, 2]",Single Deprotonation
WEYKIX,"[1, 3]","[1, 3]",No Deprotonation
XOMKIU,"[2, 3]","[2, 3]",Single Deprotonation
WEPDIH,"[40, 45]","[40, 44]",Single Deprotonation
SAKRUT,"[1, 3]","[1, 2]",Single Deprotonation
GAVGIU,"[2, 5]","[2, 4]",Single Deprotonation
XEFLOJ,"[0, 31]","[0, 30]",Single Deprotonation
KOLTAG,"[12, 20]","[12, 20]",Single Deprotonation
POCRAA,"[3, 4]","[3, 4]",No Deprotonation
ISEQON,"[3, 8]","[3, 8]",No Deprotonation
ZZZHKK01,"[30, 31]","[30, 31]",No Deprotonation
MUCWOZ,"[7, 8]","[7, 8]",No Deprotonation
DOTXUF10,"[14, 16]","[14, 16]",Double Deprotonation
ASABAZ,"[0, 2]","[0, 1]",Single Deprotonation
OXIKAI,"[1, 3]","[1, 2]",Double Deprotonation
KUDNUV,"[4, 11]","[4, 11]",No Deprotonation
CEGPEJ,"[13, 14]","[13, 14]",Single Deprotonation
AKAWEO,"[1, 25]","[1, 25]",No Deprotonation
IWOSOE02,"[3, 4]","[3, 4]",Single Deprotonation
VUFMOY,"[0, 14]","[0, 14]",Single Deprotonation
LIJFOC,"[25, 27]","[25, 26]",Single Deprotonation
ACOMUC01,"[12, 14]","[12, 13]",Single Deprotonation
JASWUV,"[1, 16]","[1, 16]",Double Deprotonation
VABLOB,"[14, 19]","[14, 19]",No Deprotonation
HOQNAD,"[16, 17]","[16, 17]",No Deprotonation
HOBLOB,"[0, 1]","[0, 1]",Single Deprotonation
DUTMOV,"[2, 3]","[2, 3]",No Deprotonation
XEHTEL,"[32, 33]","[32, 33]",No Deprotonation
WIBMAW,"[3, 5]","[3, 5]",Double Deprotonation
EVIJUO,"[6, 8]","[6, 8]",Single Deprotonation
RINXUH,"[0, 5]","[0, 5]",No Deprotonation
NESYOC,"[1, 3]","[1, 2]",Double Deprotonation
LOHPAA,"[3, 5]","[3, 5]",No Deprotonation
SICJUK,"[2, 3]","[2, 3]",Single Deprotonation
COTJUR,"[0, 3]","[0, 2]",Single Deprotonation
WAHXOT,"[5, 6]","[5, 6]",Single Deprotonation
DEXVIM,"[58, 62]","[58, 62]",No Deprotonation
MUDHAX,"[0, 2]","[0, 2]",Single Deprotonation
WIBLEZ,"[0, 1]","[0, 1]",No Deprotonation
PILLAA,"[1, 5]","[1, 5]",Single Deprotonation
DOBSAR,"[1, 4]","[1, 4]",No Deprotonation
FAGYIV,"[1, 21]","[1, 21]",No Deprotonation
DTHDOM,"[2, 3]","[2, 3]",Double Deprotonation
TEVGEG,"[8, 18]","[8, 18]",Single Deprotonation
VAZGUY,"[21, 23]","[21, 23]",Single Deprotonation
FORFUN,"[4, 5]","[4, 5]",Double Deprotonation
EKUYUH,"[2, 5]","[2, 4]",Single Deprotonation
WUBPIV,"[36, 39]","[36, 39]",Single Deprotonation
KITVOZ,"[0, 5]","[0, 5]",No Deprotonation
JOTSIW,"[6, 8]","[6, 8]",No Deprotonation
PEWVEV,"[13, 14]","[13, 14]",Single Deprotonation
REYHUB,"[0, 2]","[0, 1]",Single Deprotonation
CIMLEP,"[17, 18]","[17, 18]",Single Deprotonation
SUJGOV,"[1, 3]","[1, 3]",Single Deprotonation
DMGLUT10,"[19, 20]","[18, 19]",Single Deprotonation
UXOBEP,"[0, 2]","[0, 1]",Single Deprotonation
LOLTAJ,"[1, 4]","[1, 4]",Single Deprotonation
TEGPAX,"[1, 2]","[1, 2]",Double Deprotonation
GIQMIC,"[7, 8]","[7, 8]",Single Deprotonation
MMCATH,"[15, 16]","[14, 15]",Single Deprotonation
ENOBOZ,"[18, 19]","[18, 19]",No Deprotonation
ATMHYD,"[5, 11]","[5, 11]",No Deprotonation
VUWFOK,"[0, 19]","[0, 18]",Single Deprotonation
RIWJUC,"[0, 1]","[0, 1]",Single Deprotonation
VONYUS,"[5, 14]","[5, 13]",Double Deprotonation
KARVAD,"[38, 43]","[38, 43]",No Deprotonation
EVIWEM,"[35, 36]","[35, 36]",Single Deprotonation
FOBZIG,"[1, 2]","[1, 2]",Single Deprotonation
KOFZOW,"[3, 4]","[3, 4]",Single Deprotonation
HOVREP,"[39, 41]","[39, 40]",Single Deprotonation
VUHHEN,"[1, 5]","[1, 5]",Single Deprotonation
VEVVOJ,"[18, 19]","[18, 19]",No Deprotonation
ROKKEI,"[1, 3]","[1, 2]",Single Deprotonation
UTAXEU,"[0, 3]","[0, 3]",Single Deprotonation
ETOMAB,"[11, 17]","[11, 17]",No Deprotonation
LUNZAV,"[0, 2]","[0, 1]",Single Deprotonation
TIJJAX,"[3, 5]","[3, 5]",No Deprotonation
WALFEY,"[10, 11]","[10, 11]",Double Deprotonation
CIHQIT,"[1, 12]","[1, 12]",No Deprotonation
ASIZEI,"[16, 20]","[16, 20]",No Deprotonation
MAMBEI,"[23, 25]","[21, 23]",Double Deprotonation
XOZFUO,"[1, 2]","[1, 2]",Single Deprotonation
IMEGOX,"[12, 15]","[12, 15]",No Deprotonation
MECXFP,"[23, 24]","[23, 24]",No Deprotonation
LUGXET,"[2, 8]","[2, 8]",No Deprotonation
GOLDOA,"[19, 28]","[18, 27]",Single Deprotonation
OJAJAL,"[0, 1]","[0, 1]",Single Deprotonation
DIFJIL,"[6, 10]","[6, 10]",Double Deprotonation
MASBUD,"[0, 1]","[0, 1]",Double Deprotonation
KINVIP,"[1, 2]","[1, 2]",Single Deprotonation
RAKTOO,"[6, 8]","[6, 7]",Double Deprotonation
MUMCEF,"[0, 2]","[0, 1]",Double Deprotonation
HOWSOD,"[0, 1]","[0, 1]",No Deprotonation
EREXAA,"[0, 11]","[0, 11]",No Deprotonation
NUMRAP,"[17, 22]","[17, 22]",Single Deprotonation
IWEXUE01,"[0, 5]","[0, 5]",No Deprotonation
FOMZOW,"[16, 17]","[16, 17]",Single Deprotonation
FAJVIV,"[0, 2]","[0, 2]",Single Deprotonation
AKUSOP,"[3, 4]","[3, 4]",No Deprotonation
NEKHAO,"[0, 3]","[0, 3]",No Deprotonation
LIVSEP,"[5, 15]","[5, 15]",No Deprotonation
YIRRUN,"[5, 8]","[5, 7]",Single Deprotonation
WEMWEQ06,"[1, 12]","[1, 12]",No Deprotonation
TUPYIN,"[1, 3]","[1, 2]",Single Deprotonation
XEBRUT,"[0, 2]","[0, 2]",No Deprotonation
XODPUB,"[8, 9]","[8, 9]",Double Deprotonation
KAQGAM,"[26, 27]","[26, 27]",No Deprotonation
BAWREW,"[4, 5]","[4, 5]",Single Deprotonation
QUGWAT,"[16, 26]","[16, 26]",No Deprotonation
SIDKIB,"[35, 37]","[35, 36]",Double Deprotonation
QAQKUQ,"[0, 9]","[0, 9]",Single Deprotonation
DUKJAX,"[36, 39]","[36, 38]",Single Deprotonation
UPENIN,"[38, 39]","[38, 39]",No Deprotonation
OHEWOP,"[9, 16]","[9, 15]",Single Deprotonation
KIHRUQ,"[15, 41]","[15, 41]",Single Deprotonation
HAFKEG,"[3, 17]","[3, 17]",No Deprotonation
MELBUB,"[22, 23]","[22, 23]",Single Deprotonation
FUFDEP,"[9, 12]","[9, 12]",No Deprotonation
WIPLAK,"[6, 16]","[6, 15]",Single Deprotonation
WEJQAE01,"[0, 3]","[0, 3]",No Deprotonation
LAXXIU,"[49, 50]","[49, 50]",No Deprotonation
EGALAB,"[13, 17]","[13, 17]",No Deprotonation
XIKZUP,"[6, 8]","[6, 8]",No Deprotonation
KAYCUK,"[4, 6]","[4, 6]",No Deprotonation
PETNUY01,"[15, 16]","[15, 16]",Single Deprotonation
TAJSAZ,"[0, 1]","[0, 1]",Single Deprotonation
WAJQIK,"[0, 6]","[0, 6]",No Deprotonation
IYEJUS,"[1, 4]","[1, 3]",Single Deprotonation
DOHJAO,"[0, 1]","[0, 1]",Single Deprotonation
LEBWEV,"[56, 61]","[56, 60]",Double Deprotonation
VIKWAP,"[1, 3]","[1, 2]",Double Deprotonation
VUPMEB,"[0, 1]","[0, 1]",No Deprotonation
SIZMOD,"[3, 4]","[3, 4]",Single Deprotonation
AYOZUK,"[0, 1]","[0, 1]",Single Deprotonation
AKUWUZ,"[2, 4]","[2, 3]",Double Deprotonation
OTUHOB,"[3, 5]","[3, 4]",Single Deprotonation
CUTTOB,"[1, 10]","[1, 10]",Single Deprotonation
URAHIG,"[0, 13]","[0, 12]",Single Deprotonation
XADTIF,"[1, 19]","[1, 19]",No Deprotonation
ZEYBEN,"[0, 3]","[0, 3]",Single Deprotonation
CERNIW,"[11, 12]","[11, 12]",Single Deprotonation
HAGNEL,"[0, 4]","[0, 4]",Single Deprotonation
YAKMUV,"[3, 4]","[3, 4]",No Deprotonation
QIMKIJ,"[0, 1]","[0, 1]",Single Deprotonation
TUBRUD,"[0, 1]","[0, 1]",Single Deprotonation
NOCNEA,"[4, 7]","[4, 7]",No Deprotonation
HUQRIV,"[29, 30]","[29, 30]",No Deprotonation
TOLWAT,"[1, 9]","[1, 9]",No Deprotonation
NUTPEX,"[0, 2]","[0, 2]",Single Deprotonation
XOXDOG,"[31, 32]","[31, 32]",No Deprotonation
ORASEH,"[2, 4]","[2, 3]",Single Deprotonation
REHCOX,"[1, 3]","[1, 3]",No Deprotonation
HEGKEK,"[16, 18]","[16, 17]",Double Deprotonation
XANYES,"[8, 10]","[8, 10]",Single Deprotonation
LOPWAQ,"[1, 36]","[1, 36]",No Deprotonation
DINYAD,"[0, 5]","[0, 5]",No Deprotonation
GAPRHM10,"[7, 8]","[7, 8]",Double Deprotonation
MXURID01,"[2, 12]","[2, 12]",Single Deprotonation
YIRMET,"[0, 18]","[0, 17]",Single Deprotonation
QOFXUF,"[29, 30]","[29, 30]",No Deprotonation
TUHWAU,"[3, 4]","[3, 4]",Single Deprotonation
XUFLUG,"[1, 3]","[1, 2]",Single Deprotonation
YAVROC,"[0, 1]","[0, 1]",Single Deprotonation
OJEBUA,"[1, 3]","[1, 3]",Single Deprotonation
XOKCAD,"[38, 39]","[38, 39]",No Deprotonation
MOVNIV,"[2, 5]","[2, 5]",No Deprotonation
DODDEF01,"[0, 5]","[0, 5]",No Deprotonation
DICDAW,"[2, 5]","[2, 5]",No Deprotonation
IFOMAU,"[0, 1]","[0, 1]",Single Deprotonation
TOXGLU11,"[9, 10]","[9, 10]",Single Deprotonation
UPAMII,"[2, 6]","[2, 6]",No Deprotonation
REFZOT,"[46, 48]","[46, 47]",Single Deprotonation
JOSTOA,"[1, 3]","[1, 3]",No Deprotonation
KITZUL,"[1, 2]","[1, 2]",No Deprotonation
YAPBUO,"[0, 2]","[0, 1]",Single Deprotonation
CIFPAI,"[28, 29]","[28, 29]",No Deprotonation
FIFVOI01,"[42, 43]","[42, 43]",Single Deprotonation
TERRUD,"[1, 5]","[1, 5]",Single Deprotonation
ROVREC01,"[6, 26]","[6, 26]",Single Deprotonation
XEGNAY,"[0, 2]","[0, 2]",No Deprotonation
AGIREQ,"[3, 9]","[3, 9]",No Deprotonation
WUWREN,"[1, 2]","[1, 2]",Single Deprotonation
SUPLEU,"[0, 1]","[0, 1]",No Deprotonation
DOJQUR,"[26, 34]","[26, 34]",No Deprotonation
SILGUQ,"[5, 7]","[5, 6]",Single Deprotonation
IDIJIO,"[6, 9]","[6, 9]",No Deprotonation
UCOSAJ,"[0, 4]","[0, 4]",No Deprotonation
YEPNAI,"[5, 9]","[5, 9]",Single Deprotonation
BAVCAC,"[1, 3]","[1, 3]",Double Deprotonation
NIKWUZ,"[24, 25]","[24, 25]",Double Deprotonation
QOWZUA,"[1, 4]","[1, 4]",Single Deprotonation
IXATOQ,"[0, 1]","[0, 1]",No Deprotonation
VORHOA,"[46, 48]","[46, 48]",Single Deprotonation
AFICUP,"[1, 2]","[1, 2]",Double Deprotonation
FUWKOY,"[3, 4]","[3, 4]",Double Deprotonation
CADGAT,"[2, 3]","[2, 3]",Single Deprotonation
LOFSOO,"[0, 1]","[0, 1]",Double Deprotonation
BIQDEN,"[1, 3]","[1, 2]",Double Deprotonation
TETCYH10,"[1, 4]","[1, 4]",No Deprotonation
NESFEY,"[22, 23]","[22, 23]",Single Deprotonation
YUQQEH,"[1, 24]","[1, 23]",Single Deprotonation
FUZQOH,"[0, 7]","[0, 6]",Double Deprotonation
VOPJEP,"[0, 4]","[0, 4]",No Deprotonation
SABHEK,"[1, 2]","[1, 2]",No Deprotonation
JOQMEK,"[21, 23]","[21, 23]",Single Deprotonation
KOTYUQ,"[10, 12]","[10, 12]",No Deprotonation
ISNACN11,"[0, 1]","[0, 1]",Single Deprotonation
YUCBOQ,"[27, 28]","[27, 28]",Single Deprotonation
IVUYEF,"[24, 26]","[24, 25]",Double Deprotonation
FIHSIY,"[3, 5]","[3, 5]",Single Deprotonation
TEHNOL,"[1, 21]","[1, 20]",Single Deprotonation
RAXDAW,"[1, 3]","[1, 3]",No Deprotonation
QOMXAU,"[2, 3]","[2, 3]",Single Deprotonation
GLUAMC12,"[20, 22]","[20, 21]",Double Deprotonation
DIPQUQ,"[3, 4]","[3, 4]",No Deprotonation
GAYCIS,"[17, 18]","[17, 18]",Single Deprotonation
CAWFIQ,"[0, 5]","[0, 5]",Double Deprotonation
XUFBIL,"[47, 48]","[47, 48]",No Deprotonation
AQINIX,"[5, 7]","[5, 7]",No Deprotonation
MIYJEJ,"[52, 53]","[52, 53]",Single Deprotonation
PAZCEZ,"[38, 40]","[37, 39]",Double Deprotonation
XUZNUB,"[1, 2]","[1, 2]",Single Deprotonation
PACROE,"[1, 3]","[1, 2]",Double Deprotonation
SAMPEE,"[2, 3]","[2, 3]",Single Deprotonation
BUCHDO,"[30, 31]","[28, 29]",Double Deprotonation
VIXMUL,"[3, 5]","[3, 4]",Single Deprotonation
ELEVUM,"[2, 4]","[2, 3]",Double Deprotonation
COFLIS,"[18, 20]","[18, 20]",Single Deprotonation
OLOBIA,"[3, 8]","[3, 8]",Single Deprotonation
KEGPIY,"[51, 53]","[51, 52]",Single Deprotonation
EFIFAB,"[8, 13]","[8, 13]",Single Deprotonation
LEQVEI,"[7, 9]","[7, 9]",No Deprotonation
TEPSIQ,"[4, 7]","[4, 7]",Double Deprotonation
NUQGOW,"[0, 1]","[0, 1]",Single Deprotonation
DALZIA,"[0, 4]","[0, 4]",No Deprotonation
AHEWUF,"[8, 11]","[8, 11]",Single Deprotonation
YIRNEU,"[1, 3]","[1, 2]",Single Deprotonation
ZASGUY,"[8, 9]","[8, 9]",No Deprotonation
XARZOH,"[23, 26]","[23, 25]",Single Deprotonation
KAXVUC,"[0, 2]","[0, 2]",Single Deprotonation
DUTJOR10,"[2, 3]","[2, 3]",Double Deprotonation
KUFTEM,"[17, 21]","[17, 21]",No Deprotonation
VUBRES,"[0, 1]","[0, 1]",Single Deprotonation
GEGWOF,"[0, 5]","[0, 5]",No Deprotonation
QOGROT,"[1, 2]","[1, 2]",Double Deprotonation
EFOFOV,"[6, 9]","[6, 9]",No Deprotonation
ESIDOZ,"[30, 31]","[30, 31]",Single Deprotonation
MINHAV,"[3, 6]","[3, 6]",No Deprotonation
LOFZUD,"[0, 5]","[0, 5]",No Deprotonation
GALPAL,"[0, 1]","[0, 1]",Single Deprotonation
JAZVEL10,"[1, 7]","[1, 7]",Single Deprotonation
YULMEA,"[1, 3]","[1, 3]",No Deprotonation
WETQOC,"[10, 13]","[10, 12]",Double Deprotonation
DEHREN,"[6, 7]","[6, 7]",No Deprotonation
JUMVIW,"[12, 13]","[12, 13]",Single Deprotonation
KAXSIN,"[2, 3]","[2, 3]",Single Deprotonation
EVIJIC,"[2, 3]","[2, 3]",Double Deprotonation
ONUROG02,"[2, 13]","[2, 12]",Double Deprotonation
DALLIM,"[3, 7]","[3, 7]",No Deprotonation
LIKCEN,"[0, 3]","[0, 3]",Double Deprotonation
EVOBAT,"[0, 3]","[0, 3]",No Deprotonation
AVOZIU,"[0, 1]","[0, 1]",Single Deprotonation
AZELIB,"[1, 4]","[1, 4]",Single Deprotonation
ROJNAH,"[1, 4]","[1, 3]",Single Deprotonation
GEQFUD,"[0, 1]","[0, 1]",Single Deprotonation
GAXSUV,"[0, 7]","[0, 7]",No Deprotonation
VEWROE,"[0, 2]","[0, 2]",Single Deprotonation
JAWJEZ,"[20, 30]","[20, 30]",No Deprotonation
FUMXUI,"[2, 4]","[2, 3]",Double Deprotonation
RIYPUN,"[0, 2]","[0, 2]",No Deprotonation
KIFGEL,"[52, 54]","[52, 53]",Double Deprotonation
NAZGUS,"[1, 6]","[1, 6]",Double Deprotonation
CEVSAZ,"[25, 26]","[25, 26]",Single Deprotonation
USUGOF,"[9, 11]","[9, 10]",Double Deprotonation
XAYCAB,"[0, 10]","[0, 9]",Single Deprotonation
EJUTOV,"[0, 2]","[0, 2]",No Deprotonation
MODNOK,"[17, 18]","[17, 18]",No Deprotonation
ISEFAP,"[2, 4]","[2, 4]",No Deprotonation
LUJBOI,"[12, 14]","[12, 13]",Single Deprotonation
WUXKIJ,"[1, 2]","[1, 2]",Single Deprotonation
YUWLUA,"[4, 7]","[4, 7]",No Deprotonation
EPUJUW,"[2, 3]","[2, 3]",No Deprotonation
SUCABT,"[0, 7]","[0, 7]",No Deprotonation
GAPMOA,"[3, 10]","[3, 10]",No Deprotonation
EWITAH,"[2, 4]","[2, 3]",Single Deprotonation
ROGMAC,"[31, 32]","[31, 32]",Single Deprotonation
GUZSEB,"[2, 3]","[2, 3]",Single Deprotonation
XULNEY,"[26, 27]","[26, 27]",Double Deprotonation
YARYUM,"[22, 25]","[22, 25]",No Deprotonation
EPUKOR,"[4, 10]","[4, 10]",Single Deprotonation
ZUWTOA,"[4, 5]","[4, 5]",Single Deprotonation
VUZQUD,"[10, 14]","[10, 14]",No Deprotonation
CAPURP,"[0, 3]","[0, 3]",No Deprotonation
HEWMAY,"[35, 36]","[35, 36]",No Deprotonation
EJEPAK,"[1, 28]","[1, 28]",Single Deprotonation
TULTEC,"[0, 2]","[0, 2]",No Deprotonation
CUWYOL,"[0, 2]","[0, 2]",Single Deprotonation
KIMQEF,"[9, 13]","[9, 13]",No Deprotonation
DOLGUI,"[3, 4]","[3, 4]",No Deprotonation
HAGZAT,"[0, 1]","[0, 1]",Single Deprotonation
AFUFIS,"[19, 21]","[19, 20]",Single Deprotonation
BETWUV,"[7, 8]","[7, 8]",No Deprotonation
KATCUE,"[2, 3]","[2, 3]",No Deprotonation
LIVSEQ,"[19, 20]","[19, 20]",No Deprotonation
YALLEF,"[1, 2]","[1, 2]",Double Deprotonation
GIMSEB,"[0, 1]","[0, 1]",Single Deprotonation
KUGNAE,"[1, 2]","[1, 2]",Single Deprotonation
XUVCOG,"[2, 3]","[2, 3]",Double Deprotonation
OCOCUE,"[3, 4]","[3, 4]",No Deprotonation
WIHFUQ,"[0, 4]","[0, 4]",No Deprotonation
NOCPIH,"[1, 3]","[1, 3]",No Deprotonation
NESZAP,"[34, 35]","[32, 33]",Double Deprotonation
RAVZOE,"[30, 32]","[30, 32]",No Deprotonation
HUDHUK01,"[11, 14]","[11, 14]",No Deprotonation
RIDZIP,"[32, 34]","[32, 33]",Double Deprotonation
JESROM20,"[12, 15]","[12, 15]",Single Deprotonation
NAXLUV,"[1, 3]","[1, 3]",No Deprotonation
MORLEN,"[1, 3]","[1, 2]",Double Deprotonation
SEBPIY,"[21, 23]","[21, 22]",Single Deprotonation
LIJMEX,"[4, 7]","[4, 7]",Single Deprotonation
WIXCAI,"[0, 3]","[0, 2]",Double Deprotonation
MANRIF01,"[0, 4]","[0, 3]",Single Deprotonation
DHBFZO,"[3, 4]","[3, 4]",No Deprotonation
FUFTEG01,"[2, 3]","[2, 3]",Single Deprotonation
QUICNA01,"[14, 15]","[14, 15]",No Deprotonation
BXPROL02,"[2, 3]","[2, 3]",Single Deprotonation
IRUQIX,"[5, 10]","[5, 9]",Single Deprotonation
MIYMUF,"[4, 13]","[4, 13]",No Deprotonation
ZOQWAF,"[2, 3]","[2, 3]",Single Deprotonation
FOMSUY02,"[1, 2]","[1, 2]",Single Deprotonation
HPRTDO,"[22, 23]","[22, 23]",Single Deprotonation
HUJHOL,"[0, 1]","[0, 1]",Double Deprotonation
COROSE10,"[19, 20]","[17, 18]",Double Deprotonation
VASQAH,"[0, 2]","[0, 2]",Single Deprotonation
EGEJAC,"[61, 63]","[61, 62]",Single Deprotonation
UROJIW,"[14, 18]","[14, 18]",No Deprotonation
APHSYD,"[1, 2]","[1, 2]",No Deprotonation
QECBAB,"[1, 3]","[1, 3]",Double Deprotonation
VAXRAP,"[16, 18]","[16, 17]",Single Deprotonation
URICAC,"[11, 14]","[10, 13]",Single Deprotonation
ZISPOJ,"[0, 2]","[0, 2]",Single Deprotonation
ULAVIP,"[0, 1]","[0, 1]",Single Deprotonation
EZOLUB,"[0, 5]","[0, 4]",Double Deprotonation
NESKUT,"[3, 6]","[3, 6]",No Deprotonation
TUWFIB,"[34, 36]","[34, 36]",Single Deprotonation
JUQSUJ01,"[18, 20]","[18, 19]",Double Deprotonation
BAXNET,"[9, 10]","[9, 10]",Double Deprotonation
ANAGUT,"[2, 5]","[2, 5]",No Deprotonation
FACTUB,"[15, 19]","[15, 19]",No Deprotonation
LUVCOU,"[22, 23]","[22, 23]",No Deprotonation
APYNAC,"[6, 7]","[6, 7]",Single Deprotonation
PIFPAX,"[7, 44]","[7, 43]",Single Deprotonation
VULTII,"[4, 6]","[4, 6]",Single Deprotonation
MARKIC,"[2, 3]","[2, 3]",No Deprotonation
UCILUP,"[0, 15]","[0, 14]",Single Deprotonation
BAKGOJ,"[0, 1]","[0, 1]",No Deprotonation
VUYSOZ,"[0, 5]","[0, 4]",Double Deprotonation
QUGLUB,"[0, 4]","[0, 4]",No Deprotonation
WOPJUJ,"[9, 13]","[9, 13]",Single Deprotonation
WICFET,"[30, 31]","[30, 31]",Single Deprotonation
KIDHOU,"[10, 11]","[10, 11]",Single Deprotonation
FADDUJ,"[1, 2]","[1, 2]",Double Deprotonation
