Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_3-5A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,C-I,I-C-Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_C,Bond_Order_C_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_px,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L1_dx2y2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dz2,ImgFre,Ea
QIRNAI,79.17,1.99,211.73,3.41,9.18,9.35,34.6,28.3,21.3,783.16,-4.3812,-1.7023,2.14,2.18,-0.14,-0.06,2.62,2.04,2.26,74.99,-0.4096,-0.2936,0.5077,0.2225,0.1919,2.7522,3.5871,1.3325,2.8218,2.0943,29.1754,5.5191,7.1655,8.3507,0.5898,0.3148,0.5811,0.3086,0.2664,2.7665,1.0218,0.9737,0.9583,3.5882,3.7113,3.6976,3.3193,10.1535,2.0207,2.0493,2.0317,2.0158,2.036,6.3099,12.5909,4.2533,4.1615,4.1761,10.5085,2.0484,2.1242,2.1877,2.0585,2.0896,1.2729,0.281,0.0293,0.069,0.0352,0.0839,1.3691,1.4645,0.0717,0.0119,0.0088,-100.07,13.8
QITSUK,77.55,4.15,222.31,2.9,8.78,9.77,36.4,29.1,21.4,878.39,-4.1045,-1.6169,2.16,2.24,-0.11,-0.16,2.66,2.22,2.19,74.19,-0.4416,-0.3044,0.5873,0.1608,0.1664,2.4861,3.6208,1.3622,2.0743,2.9751,29.1147,5.5402,8.4262,7.1639,0.4255,0.2397,0.7482,0.2951,0.2405,2.7683,0.948,0.9814,1.0235,3.56,3.3133,3.7541,3.6059,10.156,2.0392,2.0439,2.0164,2.038,2.0185,6.3216,12.5517,4.2593,4.1548,4.1376,10.568,2.1789,2.1445,2.0897,2.0917,2.0632,1.4474,0.0735,0.0152,0.0222,0.0088,0.0185,1.1559,1.1551,0.2936,0.031,0.0333,-126.5,13.7
QIVQAQ,80.84,2.17,212.72,1.98,10.32,10.45,33.7,24.7,15.1,785.24,-3.8728,-1.9397,2.06,2.13,-0.06,-0.12,2.61,2.26,2.2,71.77,-0.4554,-0.2939,0.551,0.0626,0.1044,2.5052,3.5439,1.3295,2.832,2.0473,29.0913,5.5229,7.1498,8.4695,0.4618,0.1693,0.6837,0.4204,0.3179,2.7708,0.9434,0.9547,1.0468,3.5581,3.3091,3.7389,3.6558,10.1625,2.0438,2.0406,2.0175,2.0438,2.0168,6.3208,12.584,4.2595,4.1821,4.1423,10.5503,2.1829,2.1224,2.0887,2.0874,2.069,1.2751,0.2678,0.0321,0.092,0.0275,0.0605,1.4392,1.4216,0.0714,0.0151,0.0084,-154.6,21.6
QIWLAM,78.06,2.18,183.1,2.39,9.29,9.48,31.4,24,18,782.53,-4.3919,-2.388,2.16,2.06,-0.16,0,2.56,2.04,2.31,71.77,-0.4031,-0.2649,0.4697,0.15,0.1556,2.8234,3.4871,1.2931,2.0846,3.1411,29.1506,5.44,8.4245,6.9898,0.6225,0.3169,0.4966,0.3116,0.3912,2.7668,0.8874,0.9951,1.0376,3.591,3.2073,3.7765,3.791,10.144,2.0351,2.0328,2.0082,2.0558,2.012,6.3174,12.6114,4.2682,4.1929,4.1503,10.474,2.1767,2.0981,2.0695,2.0586,2.0712,1.4476,0.072,0.0143,0.0235,0.0086,0.019,1.0989,1.1832,0.3091,0.0412,0.0258,-141.89,15.7
QIWLEQ,78.35,2.27,204.25,2.61,11.86,8.97,34.8,26.8,18.1,800.28,-4.5907,-2.3292,2.07,2.2,-0.07,-0.13,2.56,2.01,2.33,71.95,-0.407,-0.2644,0.4828,0.1522,0.1344,2.8404,3.4886,1.2851,2.0703,2.9633,29.1245,5.41,8.4248,7.0939,0.6355,0.3153,0.4672,0.3737,0.3116,2.7631,0.879,0.9471,1.0925,3.5904,3.167,3.7559,3.8419,10.1422,2.054,2.0187,2.0077,2.0536,2.0082,6.3198,12.5923,4.2662,4.2016,4.1245,10.4946,2.1696,2.1255,2.1392,2.0449,2.0155,1.4404,0.074,0.0138,0.0255,0.0084,0.0208,1.1773,1.1817,0.2893,0.0427,0.0288,-125.98,15.6
QIXMIU,72.78,1.64,194.12,2.32,8.92,8.59,33.7,26.5,16.7,708.09,-4.5585,-1.8887,2.01,2.51,0.09,-0.34,2.54,2.02,2.32,71.48,-0.3763,-0.2702,0.4977,0.1646,0.0873,2.7466,3.396,1.318,2.1107,2.8417,29.1105,5.3489,8.4014,7.2635,0.7046,0.3261,0.4282,0.411,0.1276,2.7639,0.9245,0.9411,1.0589,3.5859,3.3276,3.6834,3.7385,10.1461,2.0552,2.0279,2.0164,2.0325,2.0142,6.3353,12.5638,4.2414,4.198,4.1244,10.4769,2.14,2.1115,2.1349,2.0951,1.9954,1.427,0.076,0.0142,0.0244,0.0089,0.0206,1.2094,1.1298,0.2848,0.0386,0.0354,-116.95,15.2
QOGCEU,83.92,2.52,183.4,2.77,7.01,8.89,35.6,28.3,17,622.45,-3.6282,-0.9174,2.29,2.16,0.03,-0.18,2.63,2.42,2.2,69.3,-0.6853,-0.2833,0.5451,0.2818,0.1383,2.4846,3.5848,1.3523,1.8632,2.9535,29.1315,5.5832,16.5517,7.1715,0.4513,0,0.7324,0.653,0.3092,2.7771,0.9306,0.9156,1.094,3.5638,3.2302,3.6779,3.7903,10.1684,2.0606,2.0307,2.0152,2.0484,2.0136,6.3741,12.6671,4.2708,4.2034,4.1929,10.6439,2.1967,2.1344,2.1383,2.1208,2.0537,3.2526,0.174,0.0213,0.0777,0.0267,0.0293,1.137,1.1019,0.2954,0.0545,0.0333,-69.68,30
QOJPEM,84.35,12.23,194.89,1.7,10.6,11.08,31.8,23.1,18.9,865.62,-3.9237,-1.7987,2.02,1.99,-0.12,-0.14,2.59,2.26,2.22,70.72,-0.4326,-0.2824,0.5318,0.0702,0.1577,2.5495,3.3515,1.3035,1.9873,2.0497,29.0564,5.4169,8.4584,8.4029,0.5247,0.1752,0.6017,0.4137,0.3394,2.7706,1.0112,0.935,0.9946,3.5654,3.5501,3.7274,3.4411,10.1598,2.0307,2.0434,2.0345,2.0247,2.0266,6.3166,12.5858,4.2477,4.1781,4.16,10.5298,2.1567,2.1265,2.1032,2.0892,2.0541,1.4161,0.0712,0.0149,0.0236,0.008,0.0207,1.3654,1.4407,0.0767,0.0174,0.0088,-183.02,18.6
QONYIC,87.17,1.48,185.64,1.75,9.21,13.83,33.2,24.7,14.6,831.53,-4.3049,-2.1237,2.28,2,-0.18,0.04,2.58,2.03,2.27,73.52,-0.4006,-0.2888,0.5077,0.2334,0.2427,2.861,3.4445,1.3034,3.019,3.1838,29.2127,5.4142,7.2223,7.1139,0.582,0.2712,0.5481,0.3003,0.5335,2.7617,0.9034,0.9438,1.0892,3.5771,3.1672,3.7521,3.8202,10.1536,2.0459,2.0243,2.0114,2.0612,2.0109,6.305,12.6,4.26,4.1946,4.1453,10.4953,2.1641,2.1284,2.0944,2.0493,2.059,1.2925,0.2359,0.024,0.0755,0.0194,0.0717,1.0533,1.3201,0.253,0.0233,0.0221,-87.89,22
QOQNEQ,83.45,12.09,206.31,2.28,7.29,8.41,41.4,32.9,20.2,660.68,-3.6849,-0.9016,2.1,2.02,-0.1,-0.06,2.66,2.31,2.19,72.32,-0.4312,-0.2948,0.5115,0.0344,0.2358,2.6495,3.3927,1.2935,1.9397,3.0695,29.2155,5.4648,8.5022,6.9748,0.4584,0.1348,0.6481,0.3774,0.4943,2.7753,0.9223,0.9934,1.0303,3.5641,3.2919,3.7751,3.6689,10.1646,2.0421,2.0433,2.0144,2.051,2.0137,6.324,12.5572,4.2209,4.196,4.1403,10.5497,2.1698,2.1082,2.0726,2.1014,2.0978,1.4291,0.069,0.0208,0.0121,0.014,0.0106,1.1206,1.2387,0.2391,0.0336,0.0281,-178.55,29
QOQVAT,81.04,-0.43,183.07,1.79,7.64,7.45,30,22.3,15,638.83,-4.4321,-2.1491,2,2.19,0.13,-0.19,2.55,1.98,2.32,72.31,-0.4058,-0.2778,0.4588,0.2032,0.2253,2.8623,3.4777,1.2815,2.1475,3.0546,29.1343,5.4372,8.3209,7.186,0.6677,0.3203,0.4425,0.405,0.3218,2.7614,0.8961,0.9569,1.0708,3.5879,3.2528,3.763,3.7748,10.1421,2.0441,2.0286,2.0127,2.0478,2.0089,6.3109,12.6048,4.2662,4.198,4.1406,10.4897,2.1738,2.1291,2.1092,2.0524,2.0252,1.4571,0.0767,0.0123,0.0286,0.0089,0.0202,1.123,1.2449,0.2244,0.03,0.0214,-124.86,26.5
QOWGUH,81.15,-0.02,175.64,1.37,5.18,10.34,27.8,16,9.2,583.04,-4.8201,-2.5122,2.21,1.96,-0.14,0.06,2.54,1.96,2.36,71.37,-0.3822,-0.2664,0.4561,0.1501,0.2097,2.8289,3.4245,1.2639,2.1061,2.1909,29.0955,5.3952,8.3727,8.2846,0.7022,0.3277,0.3914,0.2407,0.4485,2.7616,0.8986,0.9559,1.0649,3.598,3.2703,3.7661,3.7573,10.1328,2.042,2.0294,2.0118,2.0409,2.0087,6.3126,12.5823,4.26,4.2002,4.122,10.4869,2.1717,2.1306,2.1077,2.0539,2.023,1.432,0.0709,0.0165,0.0218,0.0084,0.0213,1.379,1.4589,0.0787,0.0134,0.009,-135.98,16.4
QOYGOB,92.16,7.19,229.49,1.66,8.46,8.7,38.4,29,18.1,671.11,-3.8058,-1.5905,2.03,2.06,-0.12,-0.16,2.71,2.19,2.2,76.27,-0.4215,-0.3029,0.4887,0.2103,0.081,2.7434,3.6289,1.2955,3.1436,2.0086,29.1268,5.5489,7.0474,8.4917,0.3899,0.2592,0.7506,0.458,0.3847,2.7712,0.9434,0.9423,1.0622,3.5796,3.2449,3.7549,3.7498,10.1598,2.0451,2.0316,2.0191,2.052,2.0121,6.307,12.5931,4.2572,4.1919,4.1441,10.521,2.1278,2.1572,2.1001,2.0621,2.0739,1.2659,0.2424,0.0525,0.043,0.0524,0.0445,1.4329,1.5252,0.0716,0.0198,0.0158,-126.44,15.5
QUBFEZ,76.28,4.04,214.62,2.07,9.81,8.93,34.4,26.2,17.5,724.12,-4.2709,-2.0537,2.09,2.27,-0.09,-0.19,2.64,2.04,2.25,76.09,-0.4052,-0.3004,0.5014,0.1675,0.1654,2.696,3.5238,1.3232,2.0397,2.9666,29.1511,5.4762,8.4234,7.1009,0.5572,0.3112,0.6048,0.3456,0.224,2.7655,1.0348,0.9696,0.9529,3.5898,3.6947,3.748,3.2908,10.1529,2.015,2.0511,2.0333,2.016,2.0374,6.3107,12.5946,4.2507,4.1747,4.1692,10.4996,2.0118,2.131,2.1821,2.0957,2.079,1.4474,0.074,0.0135,0.021,0.0101,0.0167,1.1073,1.1069,0.2931,0.0432,0.0458,-81.02,12
QUCKEF,74.57,3.94,161.47,1.97,8.9,7.73,29.6,21.5,13,652.81,-4.1864,-2.1995,2.24,2.23,-0.22,-0.09,2.58,2.06,2.27,73,-0.3897,-0.2777,0.5485,0.155,0.0933,2.6724,3.6471,1.372,2.0239,3.1423,29.1158,5.533,8.4167,7.3497,0.6021,0.3418,0.5919,0.1975,0.2459,2.7641,0.9032,0.9384,1.0881,3.5805,3.3434,3.5636,3.7976,10.1449,2.0562,2.0231,2.014,2.0376,2.0141,6.3226,12.5712,4.2669,4.1912,4.1131,10.4956,2.0713,2.1211,2.091,2.1629,2.0492,1.4269,0.0699,0.0233,0.0118,0.0122,0.0132,1.1827,1.4241,0.155,0.0291,0.0296,-122.07,12.5
QUDPOW,86.02,10.97,180.6,1.63,5.08,5.54,32.8,21.8,9.6,517.67,-3.8372,-0.8633,2.11,2.07,-0.1,-0.17,2.57,2.41,2.19,67.64,-0.5044,-0.2782,0.5847,-0.1303,0.0654,2.3539,3.4612,1.3696,1.6298,3.0382,29.0407,5.5367,8.4933,7.0593,0.5014,0,0.7092,0.3473,0.3884,2.775,0.9608,0.9323,1.0461,3.5497,3.3503,3.7145,3.6086,10.1662,2.0424,2.0403,2.0236,2.0405,2.0194,6.3365,12.5916,4.2665,4.1674,4.1578,10.576,2.1715,2.1228,2.1013,2.0958,2.0846,1.2691,0.0956,0.0288,0.0213,0.0137,0.0249,1.1427,1.2285,0.2932,0.0419,0.0331,-116,25.7
QUGTAO,75.73,5.23,236.58,2.51,7.51,7.45,47.9,32.2,17.6,618.06,-5.4046,-1.9641,2.3,2,-0.29,0.04,2.53,2.01,2.44,68.52,-0.4997,-0.2129,0.4088,0.2346,0.175,3.1675,3.5526,1.2808,2.9777,3.0712,29.2232,5.4315,7.1549,6.8214,0.7943,0.3855,0.3319,0.2557,0.4723,2.7684,0.9547,0.9369,0.9997,3.6066,3.5673,3.6649,3.6018,10.133,2.019,2.04,2.0221,2.0255,2.0265,6.3104,12.6666,4.2221,4.2414,4.2031,10.5223,1.9654,2.1978,2.1442,2.0961,2.1189,1.108,0.234,0.0238,0.0559,0.0364,0.052,1.1722,1.1829,0.3434,0.0338,0.062,-149.1,18.4
QUJXUQ,77.7,2.27,173.48,1.7,6.02,5.96,29.8,20.1,10.2,545.04,-4.0155,-1.2306,2.19,2,-0.19,0.02,2.59,2.3,2.2,70.39,-0.4715,-0.2902,0.5776,0.0725,0.0168,2.4958,3.535,1.3652,2.9076,3.1545,29.0965,5.5347,7.0582,7.3783,0.5115,0.1431,0.6977,0.2798,0.4948,2.7712,0.9502,0.9496,1.0431,3.5542,3.3311,3.7241,3.6264,10.1618,2.042,2.0409,2.0199,2.0411,2.0179,6.3296,12.6065,4.2663,4.1884,4.1517,10.5351,2.1894,2.1254,2.0906,2.0674,2.0624,1.1624,0.3539,0.0464,0.1117,0.0365,0.0984,1.2721,1.3492,0.149,0.026,0.0148,-151.59,23.8
QUKPIW,63.1,0.84,156.89,2.64,5.5,9.73,26.5,17.1,10.8,607.81,-4.0795,-3.1053,2.21,1.97,-0.15,0.09,2.54,1.97,2.32,72.14,-0.3413,-0.2891,0.4464,0.0937,0.1205,2.8399,3.519,1.3051,1.9943,2.0651,29.1624,5.46,8.484,8.4318,0.7035,0.366,0.4255,0.2843,0.5204,2.7635,0.9456,0.9575,1.0308,3.5877,3.4696,3.707,3.622,10.1461,2.0416,2.0329,2.0323,2.0267,2.0125,6.3187,12.5764,4.2453,4.2017,4.1294,10.4458,2.1329,2.159,2.0951,2.0619,1.9968,1.4667,0.0674,0.011,0.023,0.0085,0.0173,1.4402,1.5512,0.073,0.0066,0.0092,-125.77,20.6
QUOLSA,86.04,0.79,192.36,2.04,5.76,7.39,33.7,24.9,15,596.06,-3.832,-1.1036,1.99,1.97,-0.04,-0.01,2.56,2.32,2.19,69.21,-0.4837,-0.2841,0.574,0.0851,0.2264,2.6659,3.4137,1.3431,2.042,3.1971,29.1694,5.4668,8.4721,7.0526,0.5335,0.1203,0.6367,0.467,0.4988,2.7698,0.999,0.9384,1.0029,3.5437,3.5003,3.7292,3.4523,10.1738,2.035,2.0456,2.0306,2.0307,2.032,6.3052,12.6378,4.2654,4.1861,4.1863,10.5404,2.1644,2.1303,2.0899,2.071,2.0849,1.3992,0.0746,0.017,0.0218,0.0084,0.0232,1.0677,1.3108,0.2632,0.0246,0.0213,-176.19,26.3
QUQYIM,83.73,13.04,191.99,1.7,10.18,8.39,34.6,26.9,17.4,734.46,-3.8987,-1.4259,2.03,2.05,-0.12,-0.17,2.59,2.3,2.2,70.28,-0.4438,-0.2859,0.5447,0.0656,0.1333,2.4124,3.3731,1.3095,1.9514,2.0375,29.0352,5.437,8.491,8.4224,0.5122,0.1545,0.6232,0.371,0.308,2.7714,1.0121,0.9248,1.0071,3.5599,3.4932,3.7384,3.476,10.1626,2.0311,2.0464,2.0283,2.0259,2.0309,6.3207,12.5725,4.2495,4.1704,4.1525,10.5503,2.1294,2.1267,2.0985,2.1083,2.0874,1.4075,0.072,0.0164,0.0222,0.0082,0.0213,1.3854,1.432,0.0733,0.0156,0.0087,-177.82,15.6
QUSKIA,96.65,6.84,192.02,1.72,8.33,7.12,32.1,23.8,17,650.82,-3.8663,-1.9909,2.04,2.07,-0.1,-0.15,2.59,2.26,2.21,70.86,-0.4333,-0.2849,0.5306,0.063,0.1658,2.4469,3.4134,1.3065,2.0168,2.064,29.0369,5.4366,8.4783,8.4156,0.5278,0.1929,0.6126,0.4191,0.2816,2.7704,0.9447,0.9345,1.0616,3.5633,3.2879,3.7399,3.6924,10.1613,2.0437,2.0395,2.0165,2.0454,2.0162,6.3156,12.5767,4.2593,4.1662,4.1512,10.5406,2.1609,2.1235,2.0857,2.0856,2.0849,1.4113,0.0703,0.0146,0.0233,0.0077,0.0212,1.3722,1.4261,0.0732,0.0159,0.0085,-173.31,17.2
QUYDUK,85.15,14.71,199.23,2.36,8.74,7.14,35.7,24.6,14.2,607.96,-3.8516,-0.9786,2.04,2.08,-0.13,-0.19,2.62,2.29,2.18,71.58,-0.4541,-0.2956,0.5558,0.1305,0.0639,2.5142,3.5464,1.3254,3.1051,1.9877,29.1151,5.5371,7.0437,8.4901,0.4504,0.153,0.7051,0.4399,0.3597,2.7716,0.9379,0.9721,1.0373,3.554,3.3455,3.7279,3.6259,10.1657,2.0466,2.0413,2.0191,2.0425,2.0162,6.321,12.5805,4.2484,4.184,4.1481,10.5523,2.1738,2.1228,2.0698,2.1072,2.0786,1.2755,0.2447,0.0373,0.0658,0.0261,0.076,1.4645,1.4116,0.0706,0.0204,0.0101,-166.56,23.8
QUYGOH,100.06,1.74,194.69,1.75,8.79,4.86,37.3,28,16.7,623.02,-3.9357,-1.8254,2.04,2.21,-0.04,-0.24,2.63,2.12,2.2,75.17,-0.4415,-0.3066,0.5231,0.034,0.0217,2.519,3.4607,1.2745,1.9405,1.8395,29.0351,5.4396,8.5282,8.5719,0.4591,0.249,0.6684,0.4102,0.2236,2.7645,0.9354,0.9372,1.0769,3.5646,3.1837,3.7641,3.78,10.1604,2.0446,2.0317,2.0145,2.056,2.0135,6.3109,12.5584,4.2462,4.175,4.1372,10.5719,2.1754,2.1395,2.08,2.0746,2.1024,1.4384,0.0714,0.0185,0.0178,0.0092,0.0191,1.5075,1.5614,0.069,0.0068,0.0085,-90.39,14.2
QUZFAT,75.97,4.84,212.13,2.03,8.57,8.62,33.9,25.2,15.7,677.85,-4.3948,-2.4104,2.32,2.11,-0.22,-0.11,2.6,2,2.32,73.65,-0.3919,-0.2765,0.4609,0.167,0.1768,2.8046,3.5027,1.3044,2.9579,2.0843,29.1672,5.4661,7.0896,8.3969,0.674,0.3436,0.4536,0.1988,0.3401,2.7696,1.0281,0.9716,0.9428,3.6065,3.7178,3.7147,3.3348,10.1449,2.0164,2.0491,2.029,2.0147,2.0356,6.315,12.6055,4.2538,4.1837,4.1681,10.4709,2.0035,2.119,2.1798,2.0772,2.0914,1.0807,0.2933,0.045,0.0656,0.0517,0.069,1.422,1.4411,0.073,0.0121,0.0103,-135.86,11.7
QUZNOP,76.34,4.28,214.29,2.03,8.66,8.6,33.9,25.1,15.5,643.74,-4.3018,-1.9506,2.32,2.1,-0.21,-0.1,2.63,2.03,2.26,75.55,-0.397,-0.2955,0.4945,0.1589,0.1717,2.7051,3.5269,1.3227,2.9445,2.0724,29.1495,5.4723,7.1049,8.407,0.5906,0.3269,0.5628,0.1965,0.341,2.7668,1.039,0.9707,0.945,3.594,3.7255,3.7332,3.2806,10.1503,2.0157,2.0472,2.0322,2.0155,2.0398,6.3138,12.5915,4.2504,4.176,4.1651,10.4913,2.0154,2.1217,2.1791,2.0947,2.0805,1.0998,0.2924,0.0444,0.0674,0.0531,0.0662,1.4254,1.4402,0.0732,0.0123,0.0103,-97.46,12.2
QUZQIM,81.93,3.7,200.8,3.67,8.92,9.28,37,30.3,20.7,740.16,-3.8651,-1.7858,2.02,1.97,-0.13,0.06,2.61,2.21,2.23,71.91,-0.4354,-0.2839,0.4976,0.1951,0.1694,2.8306,3.5825,1.3323,2.1372,2.9614,29.1996,5.5324,8.3694,7.1308,0.5168,0.2047,0.6053,0.3838,0.5469,2.7721,0.9008,0.9693,1.064,3.5687,3.2126,3.7403,3.7914,10.1659,2.0554,2.0317,2.0112,2.0574,2.0101,6.3106,12.6195,4.2504,4.2021,4.167,10.5048,2.1749,2.0922,2.067,2.1039,2.0668,1.4185,0.0767,0.0152,0.0262,0.0092,0.0227,1.1994,1.3009,0.2309,0.0232,0.0208,-167.99,24.1
QUZTOV,81.95,-0.51,178.3,1.55,10.25,8.29,28.4,20.1,13.5,713.37,-4.4752,-2.509,2.13,1.97,-0.17,0.12,2.56,1.98,2.3,72.99,-0.3958,-0.2871,0.4711,0.0897,0.2015,2.7909,3.4425,1.2759,1.9011,2.145,29.0822,5.4205,8.5363,8.3216,0.6374,0.3094,0.4618,0.2958,0.4289,2.7606,0.9083,0.949,1.0745,3.5865,3.2533,3.7587,3.7658,10.1436,2.0438,2.0288,2.0133,2.048,2.0096,6.305,12.5917,4.2578,4.2011,4.1328,10.4988,2.1627,2.1371,2.1264,2.0502,2.0223,1.4205,0.0708,0.0163,0.021,0.0079,0.0223,1.3806,1.4741,0.0788,0.0121,0.0091,-111.93,20.8
RABDAV,77.55,2.11,204.22,1.76,6.2,9.17,33.4,24.3,14,630.74,-4.1948,-1.5974,2.12,2.14,-0.01,-0.14,2.59,2.12,2.24,72.95,-0.4204,-0.2848,0.5224,0.1606,0.1524,2.6964,3.4538,1.3159,3.0931,2.0809,29.1332,5.4219,7.0637,8.4209,0.5378,0.2759,0.593,0.3772,0.2949,2.7662,0.9355,0.9577,1.0424,3.5759,3.3222,3.748,3.6564,10.1526,2.0424,2.0398,2.0173,2.0381,2.0149,6.3202,12.5853,4.264,4.192,4.1293,10.5146,2.178,2.1198,2.087,2.0729,2.0569,1.2612,0.3016,0.0286,0.1089,0.0268,0.0696,1.3958,1.4292,0.0728,0.0153,0.0085,-94.6,19.4
RABXEA,86.41,-1.35,225.43,2.53,12.95,6.81,46.4,34.7,18.6,773.07,-4.6611,-1.7174,1.97,1.99,0.01,-0.02,2.58,1.97,2.32,73.45,-0.433,-0.2719,0.477,0.24,0.0816,3.1716,3.3617,1.3078,3.2731,2.9296,29.3364,5.3484,7.0387,7.1663,0.68,0.2904,0.4375,0.5385,0.6331,2.7609,0.8883,1.0462,0.9914,3.5951,3.2245,3.7728,3.7633,10.1469,2.0349,2.052,2.0123,2.0405,2.0072,6.2893,12.6613,4.2233,4.2152,4.2228,10.482,2.145,2.1377,2.0322,2.1332,2.0339,1.1174,0.2777,0.0508,0.0571,0.0555,0.0729,1.2811,1.2812,0.2175,0.0218,0.0215,-78.42,13.6
RAKHUH,77.29,2.57,200.77,2.12,8.44,10.92,32,25,17.8,798.68,-4.1462,-1.7565,2.24,2.05,-0.13,-0.05,2.62,2.19,2.2,73.21,-0.41,-0.2976,0.5709,0.1583,0.1484,2.5034,3.5059,1.3184,2.9655,2.0535,29.0629,5.4609,7.0938,8.4284,0.4729,0.245,0.6673,0.269,0.3558,2.7655,0.9403,0.9304,1.078,3.5617,3.2238,3.7188,3.7435,10.1576,2.0522,2.0329,2.015,2.0452,2.0123,6.3222,12.5569,4.2517,4.1749,4.1303,10.5305,2.1783,2.1024,2.1136,2.0893,2.0468,1.175,0.2968,0.0404,0.101,0.0259,0.0743,1.3981,1.4434,0.0752,0.0154,0.0086,-99.82,19.6
RAKRAY,79.16,15.82,184.62,1.75,9.1,7.59,31.5,25.2,20.5,758.68,-4.0731,-2.1206,1.92,2.2,-0.02,-0.29,2.57,2.05,2.25,73.32,-0.3843,-0.3026,0.4833,0.1027,0.0864,2.7469,3.2636,1.2937,2.0332,1.8825,29.1003,5.3633,8.4043,8.5368,0.5957,0.2971,0.5036,0.5198,0.2289,2.7641,0.9561,0.9458,1.0443,3.5732,3.3762,3.7036,3.6876,10.1528,2.0332,2.0388,2.0154,2.0415,2.0239,6.3143,12.5771,4.2524,4.2017,4.123,10.4924,2.1013,2.115,2.0731,2.0974,2.1056,1.4056,0.0777,0.0186,0.024,0.0088,0.0225,1.4396,1.418,0.0704,0.0154,0.0083,-136.67,17.1
RAKXAE,77.32,3.98,208.56,3.56,8.75,12.12,33,26.2,20.2,783.52,-4.4016,-2.7104,2.2,2.2,-0.1,-0.18,2.58,2.01,2.34,72.25,-0.3991,-0.265,0.454,0.194,0.2199,2.8533,3.4975,1.2953,2.0997,2.7794,29.1928,5.4768,8.352,7.1425,0.7143,0.3406,0.4173,0.2742,0.2509,2.77,1.0033,0.9722,0.9606,3.6063,3.7009,3.6709,3.403,10.1447,2.0228,2.0505,2.0277,2.0148,2.0289,6.3163,12.6079,4.2598,4.1684,4.1797,10.4745,2.0398,2.1263,2.1887,2.016,2.1036,1.4642,0.0713,0.0113,0.0231,0.0086,0.0173,1.1513,1.2665,0.2788,0.0294,0.0358,-137.19,13.9
RARMII,87.38,5.31,179.81,2.79,6.91,11.6,29.3,22.7,16.2,710.68,-4.6428,-2.4994,2,2.23,-0.02,-0.22,2.53,1.99,2.38,70.37,-0.3847,-0.2513,0.4365,0.2068,0.1882,2.7858,3.4707,1.2758,2.1301,2.1202,29.0805,5.419,8.3256,8.3392,0.7278,0.3534,0.3717,0.3702,0.2066,2.7644,0.8852,0.9613,1.0637,3.601,3.2615,3.7693,3.783,10.13,2.0384,2.0273,2.0096,2.0458,2.0089,6.3226,12.5843,4.2672,4.197,4.1201,10.4773,2.1628,2.1309,2.0906,2.0437,2.0493,1.4215,0.0762,0.0175,0.0235,0.0087,0.0236,1.3634,1.4458,0.0693,0.0153,0.0086,-154.4,13.4
RAWTIU,78.28,2.62,191.67,1.95,8.88,7.66,33.1,25.8,15.6,669.06,-5.0616,-2.6757,2.21,1.99,-0.2,-0.02,2.54,1.97,2.42,69.76,-0.4218,-0.2326,0.4307,0.1595,0.1423,3.0683,3.4451,1.2595,2.9214,3.1791,29.2619,5.4042,7.2091,6.8637,0.7318,0.3253,0.3491,0.3251,0.5082,2.7651,0.8612,0.9494,1.0915,3.6117,3.1841,3.7769,3.8505,10.1288,2.0462,2.0162,2.008,2.0512,2.0073,6.3169,12.6495,4.2722,4.2322,4.1451,10.455,2.1574,2.1223,2.1238,2.0332,2.0183,1.1227,0.2716,0.0409,0.0831,0.0272,0.0757,1.1253,1.297,0.3102,0.0297,0.0298,-162.33,24
