Ligand,Starting materials (CuLI) / kcal/mol,Ligand Exchange (CuLpip) / kcal/mol,Relative Energy (TSOA) / kcal/mol,Relative Energy (TSSig) / kcal/mol,Products (CuLI) / kcal/mol,Activation Energy (TSOA) / kcal/mol,TSSig Activation Energy (TSSig) / kcal/mol,Starting material (CuLI),Ligand Exchange (CuLpip),Transition State 1 (TSOA)
CAKPUA,0,-8.6,-3.2,-7.4,-63,5.3,1.1,Minimum,Minimum,Correct TS
CAKPUZ,0,-4.2,9.5,10.2,-63,13.7,14.4,Minimum,Minimum,Correct TS
CAMPLO10,0,-17.4,-1.5,5.1,-63,15.9,22.5,Minimum,Minimum,Correct TS
CANHAB,0,-12.9,12.6,9.8,-63,25.4,22.6,Minimum,Minimum,Correct TS
CANLOT,0,-41.4,7.9,6.3,-63,49.3,47.7,Minimum,Minimum,Correct TS
CANMAF,0,-7.6,15,13.4,-63,22.6,21,Minimum,Minimum,Correct TS
CAPHIN,0,-3.3,14.7,14,-63,17.9,17.2,Minimum,Minimum,Correct TS
CAPKAF,0,-6.4,11.1,11.7,-63,17.5,18.1,Minimum,Minimum,Correct TS
CARNEO,0,-3.6,18.2,13.6,-63,21.7,17.2,Minimum,Minimum,Correct TS
CARWUP02,0,-10.8,6.5,6.7,-63,17.3,17.5,Minimum,Minimum,Correct TS
CARZAX,0,-9.4,10.9,11.3,-63,20.3,20.8,Minimum,Minimum,Correct TS
CASLIU,0,-21.3,6.4,15,-63,27.8,36.4,Minimum,Minimum,Correct TS
CATMOB,0,-9.4,4.6,8.2,-63,14,17.6,Minimum,Minimum,Correct TS
CATYAX,0,-12.8,3,6.7,-63,15.8,19.5,Minimum,Minimum,Correct TS
CAVCIN,0,-0.5,21.7,18,-63,22.1,18.4,Minimum,Minimum,Correct TS
CAVXIJ,0,-13.7,-5.3,8.6,-63,8.4,22.3,Minimum,Minimum,Correct TS
CAXDEK,0,-14.6,13.9,11.1,-63,28.5,25.8,Minimum,Minimum,Correct TS
CBOHAZ,0,-7.1,11,11.3,-63,18.2,18.4,Minimum,Minimum,Correct TS
CEBGAT,0,-5.6,13.3,11.7,-63,19,17.4,Minimum,Minimum,Correct TS
CEBJAX,0,-5.1,14.8,11.3,-63,19.8,16.4,Minimum,Minimum,Correct TS
CEBNOM,0,-6.8,14.2,12.1,-63,21,18.9,Minimum,Minimum,Correct TS
CEBSUY,0,-6.5,15.7,17.8,-63,22.1,24.2,Minimum,Minimum,Correct TS
CEBZIU,0,9.1,18.2,24.2,-63,18.2,24.2,Minimum,Minimum,Correct TS
CECBUJ,0,-9.7,8.4,7.8,-63,18,17.4,Minimum,Minimum,Correct TS
CEDKIH,0,-12.4,3.5,6.4,-63,15.9,18.8,Minimum,Minimum,Correct TS
CEFCOU,0,-10.7,3.7,8.5,-63,14.4,19.2,Minimum,Minimum,Correct TS
CEFNAE,0,-12,2.6,8.2,-63,14.6,20.2,Minimum,Minimum,Correct TS
CEFRAI,0,-5.8,8.4,11,-63,14.2,16.9,Minimum,Minimum,Correct TS
CEGKEG,0,-5.3,9.9,10.5,-63,15.2,15.9,Minimum,Minimum,Correct TS
CEGNOT,0,-14.9,5.6,3.4,-63,20.5,18.3,Minimum,Minimum,Correct TS
CEGPIN,0,-14,6.6,7.3,-63,20.6,21.3,Minimum,Minimum,Correct TS
CEGQEM,0,-13.4,3.8,3.7,-63,17.2,17.1,Minimum,Minimum,Correct TS
CEGVIW,0,-10.4,6.4,7.5,-63,16.8,17.9,Minimum,Minimum,Correct TS
CEJPAI,0,-13.9,10.9,10.5,-63,24.8,24.4,Minimum,Minimum,Correct TS
CEJSOA,0,-4.9,11.9,7.9,-63,16.9,12.8,Minimum,Minimum,Correct TS
CEJVOC,0,-7.2,9,6.8,-63,16.2,14,Minimum,Minimum,Correct TS
CEKBAX,0,-10.8,13.6,8.8,-63,24.4,19.6,Minimum,Minimum,Correct TS
CEKBEB,0,-12.7,5.4,4.3,-63,18.1,17,Minimum,Minimum,Correct TS
CEKCUS,0,-5,16.4,5.7,-63,21.4,10.7,Minimum,Minimum,Correct TS
CEKPAJ,0,-6.4,20.1,16.7,-63,26.5,23.1,Minimum,Minimum,Correct TS
CEKQIS,0,-4.6,13.4,18.9,-63,18,23.5,Minimum,Minimum,Correct TS
CEKYOI,0,-9.3,9.8,8.8,-63,19.2,18.1,Minimum,Minimum,Correct TS
CELCAX,0,-7.6,9.7,9.4,-63,17.3,17,Minimum,Minimum,Correct TS
CELRAP,0,-6.5,15.9,12.5,-63,22.4,18.9,Minimum,Minimum,Correct TS
CELRET,0,-6.6,15.8,14.4,-63,22.4,21.1,Minimum,Minimum,Correct TS
CELZAX,0,-7.6,15.5,12.4,-63,23.2,20,Minimum,Minimum,Correct TS
CEPQIY,0,-12.6,6.8,2.6,-63,19.4,15.3,Minimum,Minimum,Correct TS
CEPSOF,0,-13.1,8.5,6.8,-63,21.6,19.8,Minimum,Minimum,Correct TS
CEQQAQ,0,-10.6,4.8,5.6,-63,15.3,16.2,Minimum,Minimum,Correct TS
CEQRAR,0,-11.8,1.8,7.1,-63,13.6,18.9,Minimum,Minimum,Correct TS
CEYTEI,0,-3.8,17.4,14.1,-63,21.2,17.9,Minimum,Minimum,Correct TS
CHXADI10,0,-12.1,-7.5,8,-63,4.5,20.1,Minimum,Minimum,Correct TS
CIBGUP,0,-4.2,14.6,17.8,-63,18.8,22,Minimum,Minimum,Correct TS
CIBVAN,0,-23.1,9.6,0.6,-63,32.7,23.7,Minimum,Minimum,Correct TS
CICMAD,0,-3.6,15.8,11.9,-63,19.5,15.6,Minimum,Minimum,Correct TS
CIDFON,0,-13,7.5,5.5,-63,20.5,18.5,Minimum,Minimum,Correct TS
CIDJUV01,0,1.2,23.6,13.8,-63,23.6,13.8,Minimum,Minimum,Correct TS
CIDKUY,0,-13.6,12.9,9.2,-63,26.5,22.8,Minimum,Minimum,Correct TS
CIFNUA,0,-15.8,5,7.1,-63,20.8,22.9,Minimum,Minimum,Correct TS
CIFPAK,0,-3,5.4,15.3,-63,8.4,18.3,Minimum,Minimum,Correct TS
CIGMUB,0,-9.7,10.3,11,-63,20,20.7,Minimum,Minimum,Correct TS
CIGPOX,0,-13.2,10.2,7.8,-63,23.4,21,Minimum,Minimum,Correct TS
CIHDIJ,0,-8,11.3,10.8,-63,19.3,18.7,Minimum,Minimum,Correct TS
CIHHAD,0,-7.8,14.1,12.4,-63,21.9,20.2,Minimum,Minimum,Correct TS
CILDOQ,0,-24.2,-16,11.1,-63,8.2,35.3,Minimum,Minimum,Correct TS
CINMER02,0,-10.9,7.3,4.9,-63,18.2,15.7,Minimum,Minimum,Correct TS
CINSOH,0,-6.2,16.2,11.6,-63,22.4,17.8,Minimum,Minimum,Correct TS
CIPGOA,0,-8.6,3.7,8.6,-63,12.2,17.1,Minimum,Minimum,Correct TS
CIPMUK,0,-7.2,8,7.8,-63,15.2,15,Minimum,Minimum,Correct TS
CIPRAU,0,-5.5,12.5,11.3,-63,18,16.8,Minimum,Minimum,Correct TS
CIQCEL,0,-8.2,8.5,9.2,-63,16.7,17.4,Minimum,Minimum,Correct TS
CIQKAP,0,-5.8,19,11.6,-63,24.8,17.4,Minimum,Minimum,Correct TS
CIQLUK,0,-8.4,10,12.3,-63,18.4,20.7,Minimum,Minimum,Correct TS
CIRPIC10,0,-13.8,10.2,10.3,-63,24.1,24.1,Minimum,Minimum,Correct TS
CISBUE,0,-11.3,11.5,10.7,-63,22.8,22,Minimum,Minimum,Correct TS
CISRAZ,0,-10.2,10.5,12.1,-63,20.7,22.3,Minimum,Minimum,Correct TS
CITARC01,0,-7.4,18,14.7,-63,25.5,22.1,Minimum,Minimum,Correct TS
CITREC01,0,-10.3,18.3,10.4,-63,28.6,20.7,Minimum,Minimum,Correct TS
CITRIG01,0,-9.3,13.2,11.9,-63,22.5,21.2,Minimum,Minimum,Correct TS
CIVKAW,0,-10.6,14.2,9.8,-63,24.8,20.4,Minimum,Minimum,Correct TS
CIVVEK,0,-29.1,2.2,10.3,-63,31.4,39.5,Minimum,Minimum,Correct TS
CIWWOX,0,-10.7,2.3,9.4,-63,13,20.1,Minimum,Minimum,Correct TS
CIWXAK,0,-11.9,4.4,8.6,-63,16.3,20.5,Minimum,Minimum,Correct TS
CIYDOF,0,-11.6,9.6,10.3,-63,21.1,21.8,Minimum,Minimum,Correct TS
CIYVOX,0,-6.2,7.7,5.7,-63,13.9,11.8,Minimum,Minimum,Correct TS
CIZRAE,0,-8.8,2.1,8.6,-63,10.9,17.4,Minimum,Minimum,Correct TS
CIZYAL,0,-7.4,8.1,8.1,-63,15.6,15.5,Minimum,Minimum,Correct TS
COCMOX,0,-2.9,18.7,12.5,-63,21.6,15.3,Minimum,Minimum,Correct TS
COCVIC,0,-10.7,11.4,7.3,-63,22.1,18,Minimum,Minimum,Correct TS
COFHUD,0,-5.6,13.7,11,-63,19.2,16.6,Minimum,Minimum,Correct TS
COFLIS,0,-3.8,13.9,13.6,-63,17.7,17.3,Minimum,Minimum,Correct TS
COGPOE,0,-4.8,17.8,13.4,-63,22.6,18.2,Minimum,Minimum,Correct TS
COJTUQ,0,-5.7,14.8,13.3,-63,20.5,18.9,Minimum,Minimum,Correct TS
COKBUC,0,-13.5,13.1,8.4,-63,26.6,21.9,Minimum,Minimum,Correct TS
COKFAJ,0,-4.7,28,29.5,-63,32.6,34.1,Minimum,Minimum,Correct TS
COKSUR,0,-7.2,-4.6,13.5,-63,2.6,20.7,Minimum,Minimum,Correct TS
COKTEC,0,-8.5,15.1,23.8,-63,23.6,32.3,Minimum,Minimum,Correct TS
COMHER,0,-5.1,7.5,11.1,-63,12.6,16.2,Minimum,Minimum,Correct TS
COMPEB,0,-5.1,12.2,16.4,-63,17.3,21.5,Minimum,Minimum,Correct TS
COMSUT,0,-1.8,89.4,13.4,-63,91.2,15.2,Minimum,Minimum,Correct TS
CONCYT,0,-17.7,8,8.1,-63,25.8,25.9,Minimum,Minimum,Correct TS
CONYIN10,0,-10.9,6.3,9.3,-63,17.3,20.2,Minimum,Minimum,Correct TS
COPFOE01,0,-12.5,12,7.5,-63,24.4,19.9,Minimum,Minimum,Correct TS
COQCOB,0,-3.3,19.7,15.1,-63,23,18.4,Minimum,Minimum,Correct TS
CORYOZ,0,-8.3,10,8.6,-63,18.4,16.9,Minimum,Minimum,Correct TS
COSFAU,0,-7,10.4,9.4,-63,17.4,16.4,Minimum,Minimum,Correct TS
COSHUP,0,-5.9,16.1,11.9,-63,22,17.8,Minimum,Minimum,Correct TS
COSLIG,0,-4.4,16.3,13.4,-63,20.7,17.8,Minimum,Minimum,Correct TS
COSRIM,0,-5.3,17.7,12.8,-63,22.9,18.1,Minimum,Minimum,Correct TS
COSVOX,0,-3.9,15.6,11.6,-63,19.6,15.5,Minimum,Minimum,Correct TS
COTKEC,0,-8.8,9.9,8.7,-63,18.7,17.5,Minimum,Minimum,Correct TS
COVGUS,0,-0.1,22.7,15.9,-63,22.8,16,Minimum,Minimum,Correct TS
COVPAE,0,-2.7,15.7,27.5,-63,18.4,30.2,Minimum,Minimum,Correct TS
COVVIS,0,-12.1,18.6,8.7,-63,30.8,20.9,Minimum,Minimum,Correct TS
COWSUE,0,-12.7,15.3,9.3,-63,28,22,Minimum,Minimum,Correct TS
COXROW,0,-10.3,13.8,8.9,-63,24.1,19.2,Minimum,Minimum,Correct TS
COYSEO,0,-8.9,6,8.8,-63,14.9,17.6,Minimum,Minimum,Correct TS
COYXEW,0,-10.8,15.8,10.4,-63,26.6,21.2,Minimum,Minimum,Correct TS
COYZEX,0,-23.2,-7,-14.9,-63,16.2,8.3,Minimum,Minimum,Correct TS
CPIBFC,0,-1,16.8,19.6,-63,17.7,20.6,Minimum,Minimum,Correct TS
CPIPCL,0,-15.1,11,11.9,-63,26.1,27,Minimum,Minimum,Correct TS
CPRDCA,0,-4.2,14.3,14.1,-63,18.4,18.2,Minimum,Minimum,Correct TS
CUBJOZ,0,-7.9,12.4,13.2,-63,20.3,21.1,Minimum,Minimum,Correct TS
CUCCEI,0,-9,13,10.4,-63,22,19.4,Minimum,Minimum,Correct TS
CUCKER,0,-9.5,15.9,10.3,-63,25.4,19.9,Minimum,Minimum,Correct TS
CUDDOW,0,-1.9,19.4,10.7,-63,21.3,12.6,Minimum,Minimum,Correct TS
CUDFOW,0,-1.2,20.3,16.7,-63,21.5,18,Minimum,Minimum,Correct TS
CUDSEC,0,-3.5,19.8,13.7,-63,23.3,17.2,Minimum,Minimum,Correct TS
CUDVII,0,-3.7,15.5,17.2,-63,19.2,20.9,Minimum,Minimum,Correct TS
CUDVUS,0,-10.7,8.5,11.2,-63,19.1,21.9,Minimum,Minimum,Correct TS
CUFRIH,0,-8.5,9.3,11.1,-63,17.8,19.6,Minimum,Minimum,Correct TS
CUJREG,0,-4.9,14.5,12.4,-63,19.4,17.4,Minimum,Minimum,Correct TS
CUJZEP,0,-10.3,16.7,12.4,-63,27,22.7,Minimum,Minimum,Correct TS
CUMLUU,0,-18.9,-13,-3.3,-63,5.9,15.6,Minimum,Minimum,Correct TS
CUQPAF,0,-6.6,5.6,9.4,-63,12.3,16,Minimum,Minimum,Correct TS
CUQTEN,0,-15,10.3,8.5,-63,25.3,23.5,Minimum,Minimum,Correct TS
CURJEH,0,-23.5,-6.5,-7.4,-63,17,16.2,Minimum,Minimum,Correct TS
CURKOR,0,-2.5,14.4,13.5,-63,16.9,15.9,Minimum,Minimum,Correct TS
CUSFAX,0,-6.7,12.6,10.9,-63,19.3,17.6,Minimum,Minimum,Correct TS
CUTTOB,0,-6.8,16.9,11.9,-63,23.7,18.7,Minimum,Minimum,Correct TS
CUVMUD,0,-5.1,16.4,11.2,-63,21.6,16.3,Minimum,Minimum,Correct TS
CUVSIY,0,-12.3,4.8,7.8,-63,17.1,20.1,Minimum,Minimum,Correct TS
CUVVAT,0,-7.9,20.9,12.8,-63,28.8,20.7,Minimum,Minimum,Correct TS
CUWFOS,0,-4.8,14.4,11.7,-63,19.2,16.5,Minimum,Minimum,Correct TS
CUXHOU,0,-5.7,17.5,13.7,-63,23.1,19.4,Minimum,Minimum,Correct TS
CUZCIJ,0,-2.8,6.8,11.1,-63,9.7,14,Minimum,Minimum,Correct TS
CYMUDO10,0,-8.8,7.5,12.1,-63,16.3,20.9,Minimum,Minimum,Correct TS
DABKAU,0,-7,9.7,10.7,-63,16.7,17.6,Minimum,Minimum,Correct TS
DABREG,0,-15.6,-2.3,1.3,-63,13.3,16.9,Minimum,Minimum,Correct TS
DABTAB,0,1.2,9.2,6,-63,9.2,6,Minimum,Minimum,Correct TS
DABWAH,0,-11.9,8.4,6.1,-63,20.2,18,Minimum,Minimum,Correct TS
DABYOV,0,-4.9,11.1,13.6,-63,16,18.5,Minimum,Minimum,Correct TS
DACHQO,0,-7.5,13.7,12.7,-63,21.2,20.2,Minimum,Minimum,Correct TS
DACNAP,0,-6.1,7.5,10.1,-63,13.6,16.2,Minimum,Minimum,Correct TS
DAFKIF,0,-7.9,12.4,12.1,-63,20.4,20,Minimum,Minimum,Correct TS
DAFPUY,0,-9.7,9.9,8.3,-63,19.6,18,Minimum,Minimum,Correct TS
DAHKAB,0,-4.6,11.3,10.2,-63,15.9,14.8,Minimum,Minimum,Correct TS
DAHMII,0,-12,20.1,10.4,-63,32,22.3,Minimum,Minimum,Correct TS
DAJBIB,0,-9.9,13.3,12.1,-63,23.2,21.9,Minimum,Minimum,Correct TS
DAJBUO,0,-7.4,-2.4,-7.6,-63,4.9,-0.2,Minimum,Minimum,Correct TS
DAJWIU,0,-12.7,-2.3,6.4,-63,10.4,19.1,Minimum,Minimum,Correct TS
DAKDAU,0,-13.9,5.9,10.5,-63,19.8,24.4,Minimum,Minimum,Correct TS
DALHUU,0,-15.7,3.5,3.5,-63,19.1,19.2,Minimum,Minimum,Correct TS
DALZEW,0,-3.7,15.1,10.8,-63,18.8,14.5,Minimum,Minimum,Correct TS
DALZIA,0,-2.7,14.2,9,-63,17,11.7,Minimum,Minimum,Correct TS
DAMNEM,0,-9.4,8.4,7.7,-63,17.8,17.1,Minimum,Minimum,Correct TS
DANJOS,0,-1.4,16.2,15,-63,17.6,16.4,Minimum,Minimum,Correct TS
DAPLAK,0,-16.7,9.4,10,-63,26,26.7,Minimum,Minimum,Correct TS
DAPTIA,0,-4.9,17.1,14.6,-63,22,19.5,Minimum,Minimum,Correct TS
DAQRAP,0,-11.7,5.7,9.6,-63,17.5,21.3,Minimum,Minimum,Correct TS
DASTIA,0,-5.3,14.7,12.6,-63,20,17.8,Minimum,Minimum,Correct TS
DASVIC,0,-4.8,13.3,12.8,-63,18.1,17.7,Minimum,Minimum,Correct TS
DATGUD,0,-4.9,15,12.2,-63,19.9,17.1,Minimum,Minimum,Correct TS
DAWVAB,0,-5.2,17,11,-63,22.2,16.2,Minimum,Minimum,Correct TS
DAWYAE,0,-3.8,18.1,12.4,-63,21.8,16.1,Minimum,Minimum,Correct TS
DAXCAJ,0,-1.6,18.4,14.4,-63,19.9,15.9,Minimum,Minimum,Correct TS
DAXJOE,0,-20.5,0.5,-3.2,-63,20.9,17.3,Minimum,Minimum,Correct TS
DAYHOB,0,-4.2,11.3,20,-63,15.5,24.2,Minimum,Minimum,Correct TS
DAYNUN,0,-9.7,17.7,13.1,-63,27.5,22.8,Minimum,Minimum,Correct TS
DAYYUA,0,-4.9,21.3,10.6,-63,26.1,15.5,Minimum,Minimum,Correct TS
DAZLAS,0,-15.1,3.9,2.3,-63,19,17.4,Minimum,Minimum,Correct TS
DBZCTD,0,-7.5,5.3,9.7,-63,12.8,17.1,Minimum,Minimum,Correct TS
DEBFAR01,0,-5.6,10.8,11.2,-63,16.3,16.8,Minimum,Minimum,Correct TS
DECYAM,0,-11.3,11.1,6.9,-63,22.4,18.1,Minimum,Minimum,Correct TS
DEDDEV,0,-10.1,10.7,10.5,-63,20.8,20.7,Minimum,Minimum,Correct TS
DEFZEV01,0,-5.3,13.8,11.1,-63,19.1,16.4,Minimum,Minimum,Correct TS
DEGKOQ,0,-13,-39.3,9.9,-63,-26.3,23,Minimum,Minimum,Correct TS
DEHREN,0,-12.8,-0.6,7.8,-63,12.2,20.6,Minimum,Minimum,Correct TS
DEJWUN,0,-8,10.1,12.2,-63,18.1,20.2,Minimum,Minimum,Correct TS
DEJYIB,0,-3.5,19.9,-57.1,-63,23.4,-53.6,Minimum,Minimum,Correct TS
DEKKIO,0,-12.2,6.6,10.1,-63,18.8,22.3,Minimum,Minimum,Correct TS
DEKTET,0,-13,3,5.8,-63,16,18.8,Minimum,Minimum,Correct TS
DEKYIC,0,-5.4,11.8,11.7,-63,17.3,17.1,Minimum,Minimum,Correct TS
DEKYUO,0,-7.3,9.3,9.7,-63,16.6,17,Minimum,Minimum,Correct TS
DEKZAV,0,-9.1,8.4,9.7,-63,17.5,18.8,Minimum,Minimum,Correct TS
DEKZEZ,0,-8.3,10.2,10.6,-63,18.5,18.9,Minimum,Minimum,Correct TS
DELZAW,0,-11.4,15.1,10.8,-63,26.4,22.1,Minimum,Minimum,Correct TS
DEMXEY,0,-10.1,18.6,10.1,-63,28.7,20.2,Minimum,Minimum,Correct TS
DENCEE,0,-6.8,16.2,17.8,-63,23,24.6,Minimum,Minimum,Correct TS
DEPDIL,0,-10,11.5,10.7,-63,21.5,20.7,Minimum,Minimum,Correct TS
DERKOB,0,-12.6,10.6,11.3,-63,23.3,23.9,Minimum,Minimum,Correct TS
DESTER,0,-4.7,13,13.2,-63,17.6,17.8,Minimum,Minimum,Correct TS
DETZEH,0,-5.4,14.3,11.2,-63,19.7,16.6,Minimum,Minimum,Correct TS
DEWCEQ,0,-4.6,13.3,12,-63,17.9,16.6,Minimum,Minimum,Correct TS
DEWHOC,0,-3.5,13.1,13.4,-63,16.6,16.9,Minimum,Minimum,Correct TS
DEWMAW,0,-7.8,11,10.2,-63,18.8,17.9,Minimum,Minimum,Correct TS
DEXGIW,0,0.9,19.2,12.2,-63,19.2,12.2,Minimum,Minimum,Correct TS
DEXVOR,0,-13.7,9.8,8.2,-63,23.5,21.9,Minimum,Minimum,Correct TS
DEYPAA,0,-8.2,13.5,12.6,-63,21.7,20.7,Minimum,Minimum,Correct TS
DEZLEA,0,-5.4,18.6,13.9,-63,24,19.2,Minimum,Minimum,Correct TS
DHNAPH17,0,-14.1,8.8,9.3,-63,22.9,23.5,Minimum,Minimum,Correct TS
DHXANT12,0,-11.5,9.9,10.1,-63,21.5,21.6,Minimum,Minimum,Correct TS
DIBYOF,0,-36.4,18,8.1,-63,54.4,44.5,Minimum,Minimum,Correct TS
DIBZAQ02,0,-9.9,9.3,11.3,-63,19.1,21.2,Minimum,Minimum,Correct TS
DIFMUA,0,-4.8,17.4,12.7,-63,22.3,17.5,Minimum,Minimum,Correct TS
DIGCAY,0,-5,18,10.8,-63,23,15.8,Minimum,Minimum,Correct TS
DIGHEG,0,-14.6,8.4,8.1,-63,23,22.7,Minimum,Minimum,Correct TS
DIHATO10,0,-7.2,10.2,10.6,-63,17.4,17.8,Minimum,Minimum,Correct TS
DILPIA,0,-9.6,9.8,8.2,-63,19.4,17.8,Minimum,Minimum,Correct TS
DIQJEU,0,-7.6,9.9,9.2,-63,17.5,16.8,Minimum,Minimum,Correct TS
DIQPUR,0,-16.1,2.8,5,-63,18.9,21.1,Minimum,Minimum,Correct TS
DISBIS,0,-7.5,14.2,10,-63,21.7,17.5,Minimum,Minimum,Correct TS
DISXUA,0,-2.5,17,13.7,-63,19.5,16.2,Minimum,Minimum,Correct TS
DISXUY,0,-13.1,9.7,7.9,-63,22.7,21,Minimum,Minimum,Correct TS
DISYAH,0,-3.7,14.2,12.1,-63,17.9,15.8,Minimum,Minimum,Correct TS
DIVLOM,0,-8.7,9.3,8.9,-63,18,17.6,Minimum,Minimum,Correct TS
DIWJAV,0,-18.8,18.9,12.6,-63,37.7,31.4,Minimum,Minimum,Correct TS
DIWMAA,0,-1,145.1,16.2,-63,146.1,17.2,Minimum,Minimum,Correct TS
DIWQAB,0,-4.5,18.6,13.2,-63,23.1,17.7,Minimum,Minimum,Correct TS
DIYPUX,0,-6.1,16.4,12.9,-63,22.5,19,Minimum,Minimum,Correct TS
DIYWUF,0,5.3,16.7,20.6,-63,16.7,20.6,Minimum,Minimum,Correct TS
DIYYUH,0,-3.5,14.2,13.9,-63,17.7,17.3,Minimum,Minimum,Correct TS
DMANPQ10,0,-19,-1.1,-5.8,-63,18,13.3,Minimum,Minimum,Correct TS
DMGUAN10,0,-15.4,15.1,5.9,-63,30.4,21.3,Minimum,Minimum,Correct TS
DOBBUS,0,-6.2,10.1,27.6,-63,16.3,33.9,Minimum,Minimum,Correct TS
DODDEF01,0,-12.2,4.7,5.9,-63,16.9,18.2,Minimum,Minimum,Correct TS
DOFCUW,0,-6.2,9.2,10.4,-63,15.5,16.6,Minimum,Minimum,Correct TS
DOHFUB,0,-8.6,14.6,10.9,-63,23.2,19.5,Minimum,Minimum,Correct TS
DOHHOX,0,-14.2,-5.1,5.7,-63,9,19.8,Minimum,Minimum,Correct TS
DOHJAO,0,-8.5,12,18.5,-63,20.5,27,Minimum,Minimum,Correct TS
DOHVED01,0,-7.2,14.6,11.7,-63,21.8,18.9,Minimum,Minimum,Correct TS
DOJHOA,0,-7.7,16.2,15.2,-63,23.8,22.9,Minimum,Minimum,Correct TS
DOJLUL,0,-6.6,10.6,10.7,-63,17.3,17.4,Minimum,Minimum,Correct TS
DOJMEW,0,-7.4,12.6,12,-63,20,19.5,Minimum,Minimum,Correct TS
DOJRAY,0,-3.1,13.9,10.6,-63,17,13.7,Minimum,Minimum,Correct TS
DOKQEA,0,-8.3,11.7,8.6,-63,19.9,16.8,Minimum,Minimum,Correct TS
DOKXUW,0,-7.4,10.1,9.7,-63,17.5,17.1,Minimum,Minimum,Correct TS
DOLBUC,0,-7.3,14.6,9.8,-63,21.9,17.1,Minimum,Minimum,Correct TS
DOLTOQ,0,-6,17.1,13.6,-63,23.1,19.7,Minimum,Minimum,Correct TS
DOMWUA,0,-5.5,14.7,10.9,-63,20.2,16.5,Minimum,Minimum,Correct TS
DONNIF,0,-3.6,18.6,12.6,-63,22.3,16.2,Minimum,Minimum,Correct TS
DONYOV,0,-6.4,10.5,8.4,-63,16.9,14.8,Minimum,Minimum,Correct TS
DOPCAO,0,-9.9,12.5,7.8,-63,22.3,17.7,Minimum,Minimum,Correct TS
DOQWEN,0,-4.1,12.6,10.4,-63,16.7,14.5,Minimum,Minimum,Correct TS
DOQZIU,0,-9.5,9.8,8.6,-63,19.4,18.2,Minimum,Minimum,Correct TS
DORBUJ,0,-8.1,8.5,9.1,-63,16.6,17.2,Minimum,Minimum,Correct TS
DORENE,0,-8,15.3,11.5,-63,23.3,19.5,Minimum,Minimum,Correct TS
DORMAZ,0,-5.6,16.7,10.5,-63,22.4,16.1,Minimum,Minimum,Correct TS
DOTRUZ,0,-2.9,14.8,11.9,-63,17.7,14.9,Minimum,Minimum,Correct TS
DOVWAO,0,-2.3,18.3,15.5,-63,20.6,17.7,Minimum,Minimum,Correct TS
DOWROY,0,-5.7,17.2,11.8,-63,22.9,17.5,Minimum,Minimum,Correct TS
DOWVUJ,0,-10.1,3.9,5.8,-63,14.1,15.9,Minimum,Minimum,Correct TS
DOWWOE,0,-2.3,8.6,8.7,-63,10.9,11,Minimum,Minimum,Correct TS
DOXLEH,0,-9,9.5,8.8,-63,18.4,17.7,Minimum,Minimum,Correct TS
DOZDAZ,0,-8.4,8.6,9.5,-63,17,17.8,Minimum,Minimum,Correct TS
DOZFED,0,-4.7,12.7,10.5,-63,17.4,15.2,Minimum,Minimum,Correct TS
DUBFOX,0,-8.5,10.1,8.7,-63,18.5,17.1,Minimum,Minimum,Correct TS
DUBHOZ,0,-6.7,9.5,9.8,-63,16.2,16.5,Minimum,Minimum,Correct TS
DUBHUF,0,-8.9,3.8,8.5,-63,12.6,17.4,Minimum,Minimum,Correct TS
DUBJAN,0,-5.2,14.2,12.9,-63,19.5,18.2,Minimum,Minimum,Correct TS
DUCSAY,0,-14.2,4.5,6.7,-63,18.7,20.9,Minimum,Minimum,Correct TS
DUDFOY,0,-5.4,10.7,12.4,-63,16.1,17.9,Minimum,Minimum,Correct TS
DUDHOA,0,-6.5,13.6,8,-63,20.1,14.4,Minimum,Minimum,Correct TS
DUDMUN,0,-2.9,15.7,16.4,-63,18.7,19.4,Minimum,Minimum,Correct TS
DUDZIL04,0,-12.3,-6.9,4.5,-63,5.4,16.8,Minimum,Minimum,Correct TS
DUGCOA,0,-3.6,-4.5,14.5,-63,-0.8,18.1,Minimum,Minimum,Correct TS
DUJQOP,0,-4.9,15,13.3,-63,19.9,18.2,Minimum,Minimum,Correct TS
DUJVAG,0,-6.6,10.1,9.7,-63,16.7,16.3,Minimum,Minimum,Correct TS
DUKWAK,0,-19.5,0.1,1.8,-63,19.6,21.3,Minimum,Minimum,Correct TS
DULJEA,0,-7.8,16.7,10.1,-63,24.5,17.9,Minimum,Minimum,Correct TS
DULKUR,0,-4,13.9,10.8,-63,17.9,14.8,Minimum,Minimum,Correct TS
DUMJUQ01,0,-6.9,14.5,14.3,-63,21.4,21.2,Minimum,Minimum,Correct TS
DUNCEW,0,11.5,32.1,27.8,-63,32.1,27.8,Minimum,Minimum,Correct TS
DUNKIJ,0,-1.6,21.2,14.7,-63,22.9,16.4,Minimum,Minimum,Correct TS
DUNQIN,0,-4.1,11.7,13.1,-63,15.8,17.2,Minimum,Minimum,Correct TS
DUPFEA,0,-8.6,15.4,12.5,-63,24,21.1,Minimum,Minimum,Correct TS
DUPKII,0,-9.6,2.6,8.3,-63,12.2,17.9,Minimum,Minimum,Correct TS
DUPWET,0,-5,10.4,9.5,-63,15.4,14.5,Minimum,Minimum,Correct TS
