Ligand,Old Indexes,New Indexes,Deprotonation Type
CAZZEI,"[2, 3]","[2, 3]",Single Deprotonation
CBOHAZ,"[8, 11]","[8, 11]",No Deprotonation
CBPYAZ,"[0, 8]","[0, 8]",No Deprotonation
CBTANP,"[15, 16]","[15, 16]",Double Deprotonation
CBUDCX,"[12, 14]","[11, 13]",Single Deprotonation
CCOLED,"[46, 47]","[46, 47]",No Deprotonation
CEBBOC,"[2, 4]","[2, 3]",Single Deprotonation
CEBGAT,"[0, 2]","[0, 2]",Single Deprotonation
CEBJAX,"[25, 27]","[25, 27]",Single Deprotonation
CEBJEY,"[2, 3]","[2, 3]",Single Deprotonation
CEBNOM,"[3, 6]","[3, 6]",Single Deprotonation
CEBRIL,"[20, 22]","[20, 22]",Single Deprotonation
HILVAA,"[10, 13]","[10, 13]",No Deprotonation
HILWAB,"[18, 20]","[18, 20]",Single Deprotonation
HILZAF,"[0, 1]","[0, 1]",No Deprotonation
HIMBIQ,"[4, 42]","[4, 42]",No Deprotonation
HIMMAL,"[5, 8]","[5, 8]",Single Deprotonation
HIMMOG,"[2, 5]","[2, 5]",Single Deprotonation
HIMMUM,"[2, 3]","[2, 3]",Double Deprotonation
HIMPEO,"[12, 15]","[12, 15]",No Deprotonation
HIMZEK,"[2, 3]","[2, 3]",No Deprotonation
HINBAJ,"[3, 4]","[3, 4]",Single Deprotonation
HINJOG,"[0, 3]","[0, 3]",No Deprotonation
HINQOK,"[1, 4]","[1, 4]",No Deprotonation
HINQUQ,"[0, 3]","[0, 3]",No Deprotonation
HIPADS,"[6, 7]","[6, 7]",No Deprotonation
HIPFUH01,"[2, 3]","[2, 3]",Single Deprotonation
HIPGAO,"[2, 3]","[2, 3]",Single Deprotonation
HIPGES,"[1, 2]","[1, 2]",Single Deprotonation
HIPNEB,"[1, 3]","[1, 2]",Single Deprotonation
HIPPUR,"[1, 12]","[1, 11]",Single Deprotonation
HIPWIN,"[5, 6]","[5, 6]",Single Deprotonation
RAQRUX,"[20, 21]","[20, 21]",No Deprotonation
RAQSAE,"[16, 18]","[16, 18]",No Deprotonation
RARMII,"[2, 3]","[2, 3]",No Deprotonation
RARNAA,"[20, 22]","[20, 21]",Single Deprotonation
RARXUD,"[1, 7]","[1, 7]",Single Deprotonation
RASTEK,"[1, 2]","[1, 2]",Single Deprotonation
RASTIO,"[0, 3]","[0, 3]",Single Deprotonation
RASTUD,"[4, 13]","[4, 13]",No Deprotonation
RASVAI,"[6, 23]","[6, 23]",No Deprotonation
RASXOY01,"[29, 31]","[29, 30]",Single Deprotonation
RATJAY,"[2, 3]","[2, 3]",No Deprotonation
RATMAB,"[1, 2]","[1, 2]",Single Deprotonation
RATWOY,"[11, 13]","[11, 13]",Double Deprotonation
RAVFIE,"[2, 4]","[2, 4]",No Deprotonation
RAVFOK,"[3, 5]","[3, 5]",No Deprotonation
RAVGEB,"[2, 4]","[2, 4]",No Deprotonation
RAVKIJ,"[0, 5]","[0, 5]",Single Deprotonation
RAVMIK,"[1, 2]","[1, 2]",Single Deprotonation
RAVNEI01,"[3, 7]","[3, 7]",No Deprotonation
RAVPIN,"[0, 1]","[0, 1]",Single Deprotonation
RAVSIT,"[2, 8]","[2, 8]",No Deprotonation
RAVVUF,"[2, 3]","[2, 3]",Single Deprotonation
RAVZOD,"[1, 25]","[1, 25]",No Deprotonation
RAWGON,"[27, 28]","[27, 28]",No Deprotonation
RAWTIU,"[1, 3]","[1, 3]",No Deprotonation
RAWTOA,"[4, 7]","[4, 7]",No Deprotonation
RAXGUV,"[0, 8]","[0, 8]",No Deprotonation
RAXHUU,"[21, 23]","[21, 23]",No Deprotonation
RAXJAC,"[6, 8]","[6, 8]",No Deprotonation
DPUREA,"[14, 15]","[14, 15]",Double Deprotonation
DPYRAM01,"[0, 1]","[0, 1]",No Deprotonation
DRIBSE01,"[1, 2]","[1, 2]",Double Deprotonation
DTHDOM,"[2, 3]","[2, 3]",Double Deprotonation
DTSEYL,"[7, 8]","[7, 8]",Single Deprotonation
DUBFOX,"[1, 22]","[1, 22]",No Deprotonation
DUBFZX,"[20, 21]",No Value,No Value
DUBGEM,"[8, 9]","[8, 9]",Double Deprotonation
DUBGOZ,"[46, 48]","[46, 48]",No Deprotonation
DUBHIR,"[2, 3]","[2, 3]",Double Deprotonation
DUBHOZ,"[46, 47]","[46, 47]",No Deprotonation
DUBHUF,"[33, 34]","[33, 34]",No Deprotonation
DUBJAN,"[27, 30]","[27, 29]",Single Deprotonation
DUBJIV,"[2, 8]","[2, 8]",Single Deprotonation
DUBKOD,"[0, 4]","[0, 3]",Single Deprotonation
DUBRAW,"[2, 3]","[2, 3]",Single Deprotonation
DUBROJ,"[1, 3]","[1, 2]",Double Deprotonation
DUBSOJ,"[2, 7]","[2, 7]",Double Deprotonation
DUBSUP,"[0, 9]","[0, 9]",Double Deprotonation
DUBTOK,"[2, 13]","[2, 13]",Double Deprotonation
DUBTUQ,"[2, 5]","[2, 5]",Double Deprotonation
DUCSAY,"[1, 4]","[1, 4]",No Deprotonation
DUCSOK,"[11, 15]","[11, 15]",No Deprotonation
DUDFOY,"[3, 4]","[3, 4]",No Deprotonation
DUDGIT,"[0, 3]","[0, 3]",No Deprotonation
DUDHOA,"[1, 4]","[1, 4]",No Deprotonation
DUDMIY,"[27, 28]","[26, 27]",Single Deprotonation
DUDMUN,"[15, 16]","[15, 16]",No Deprotonation
DUDZIL04,"[0, 2]","[0, 2]",No Deprotonation
WAQBOG,"[2, 3]","[2, 3]",Single Deprotonation
WAQPOU,"[7, 8]","[7, 8]",Double Deprotonation
WAQQOV,"[0, 3]","[0, 3]",No Deprotonation
WAQSAL,"[0, 2]","[0, 1]",Double Deprotonation
WARCID,"[22, 28]","[22, 28]",No Deprotonation
WARKOQ,"[0, 1]","[0, 1]",Single Deprotonation
WARSUD,"[0, 6]","[0, 6]",Single Deprotonation
WARTEO,"[1, 6]","[1, 6]",Single Deprotonation
WARWES,"[3, 6]","[3, 6]",Single Deprotonation
WARWIV,"[2, 18]","[2, 17]",Double Deprotonation
WARXES,"[2, 5]","[2, 5]",Single Deprotonation
WASBUO,"[3, 4]","[3, 4]",Double Deprotonation
WASDUP,"[11, 12]","[11, 12]",Double Deprotonation
WASHOP,"[11, 12]","[9, 10]",Double Deprotonation
WASJEI,"[1, 3]","[1, 3]",Single Deprotonation
WASKAE,"[2, 4]","[2, 3]",Single Deprotonation
WATDEA,"[4, 5]","[4, 5]",Double Deprotonation
WATDED,"[4, 11]","[4, 11]",No Deprotonation
WATFAZ,"[5, 8]","[5, 8]",No Deprotonation
WATFED,"[4, 11]","[4, 11]",No Deprotonation
WAWLOV,"[6, 15]","[6, 14]",Single Deprotonation
WAWLOY,"[1, 8]","[1, 7]",Single Deprotonation
FAYTOP,"[16, 18]","[16, 17]",Single Deprotonation
FAYWOR,"[1, 3]","[1, 3]",Single Deprotonation
FAZGOC,"[1, 17]","[1, 17]",Single Deprotonation
FAZMEB,"[14, 16]","[14, 16]",No Deprotonation
FAZMIF,"[14, 16]","[14, 16]",No Deprotonation
FAZMOL,"[13, 15]","[13, 15]",No Deprotonation
FAZMUR,"[14, 16]","[14, 16]",No Deprotonation
FAZWEK,"[1, 6]","[1, 5]",Single Deprotonation
FAZZEO,"[0, 4]","[0, 3]",Double Deprotonation
FBPACR,"[19, 20]","[18, 19]",Single Deprotonation
FEBDOH,"[0, 2]","[0, 1]",Single Deprotonation
FECFOL,"[0, 1]","[0, 1]",Single Deprotonation
FECHOK,"[2, 6]","[2, 6]",Single Deprotonation
FECROX,"[0, 27]","[0, 27]",No Deprotonation
FECWAM,"[1, 3]","[1, 3]",No Deprotonation
FEDMEH,"[2, 4]","[2, 4]",Single Deprotonation
FEDQOX,"[0, 7]","[0, 7]",No Deprotonation
FEDVAM,"[0, 4]","[0, 4]",No Deprotonation
FEDXAO,"[0, 1]","[0, 1]",No Deprotonation
FEFHAC,"[2, 12]","[2, 11]",Single Deprotonation
FEFJIL,"[1, 2]","[1, 2]",Single Deprotonation
FEFJUX,"[42, 44]","[42, 43]",Single Deprotonation
FEFLEI,"[26, 27]","[26, 27]",No Deprotonation
FEFWOE,"[0, 1]","[0, 1]",Single Deprotonation
FEFXUM,"[9, 12]","[9, 12]",No Deprotonation
FEFYOE,"[0, 1]","[0, 1]",No Deprotonation
FEFZAT,"[8, 14]","[8, 14]",No Deprotonation
FEFZEX,"[1, 3]","[1, 2]",Double Deprotonation
FEGKAD,"[10, 19]","[10, 19]",No Deprotonation
FEGVET,"[1, 27]","[1, 27]",No Deprotonation
FEGYUO,"[1, 5]","[1, 5]",Single Deprotonation
FEHBIG,"[0, 2]","[0, 2]",Single Deprotonation
FEHBUS,"[0, 4]","[0, 3]",Double Deprotonation
FEHCAZ,"[0, 5]","[0, 4]",Double Deprotonation
FEHDUU,"[25, 26]","[25, 26]",No Deprotonation
FEHQAM,"[10, 13]","[10, 13]",No Deprotonation
WIVXOR,"[36, 37]","[36, 37]",Single Deprotonation
WIVYUV,"[17, 18]","[17, 18]",Double Deprotonation
WIWBOV,"[0, 7]","[0, 7]",No Deprotonation
WIWGOB,"[0, 32]","[0, 32]",No Deprotonation
WIWPAU,"[14, 46]","[14, 46]",No Deprotonation
WIWVIH,"[0, 1]","[0, 1]",Single Deprotonation
WIXCAI,"[0, 3]","[0, 2]",Double Deprotonation
WIXFAM,"[1, 4]","[1, 3]",Single Deprotonation
WIXFUH,"[5, 10]","[5, 9]",Single Deprotonation
WIXHUG,"[16, 17]","[16, 17]",Double Deprotonation
WIXLAS,"[3, 4]","[3, 4]",No Deprotonation
WIXLEW,"[5, 7]","[5, 7]",Single Deprotonation
WIXLIA,"[5, 6]","[5, 6]",No Deprotonation
WIXXOR,"[1, 2]","[1, 2]",Single Deprotonation
WIYFIV,"[1, 35]","[1, 34]",Single Deprotonation
WIYWIM,"[32, 34]","[32, 33]",Single Deprotonation
WIZJUN,"[2, 5]","[2, 4]",Double Deprotonation
WIZWAE,"[1, 3]","[1, 2]",Double Deprotonation
WOBKAZ,"[1, 3]","[1, 2]",Double Deprotonation
WOBMEG,"[4, 7]","[4, 6]",Double Deprotonation
WOBNAD,"[14, 20]","[14, 20]",Single Deprotonation
WOBNIK,"[3, 4]","[3, 4]",No Deprotonation
WOBNOQ,"[2, 5]","[2, 5]",No Deprotonation
WOBPAE,"[1, 6]","[1, 6]",No Deprotonation
WOBPOS,"[0, 3]","[0, 2]",Single Deprotonation
WOBQAG,"[6, 7]","[6, 7]",No Deprotonation
WOBRIP,"[54, 56]","[54, 55]",Single Deprotonation
WOBXAM,"[6, 10]","[6, 10]",No Deprotonation
WUCBUU,"[0, 3]","[0, 3]",No Deprotonation
WUJWAB,"[3, 12]","[3, 11]",Single Deprotonation
WULXOS,"[0, 5]","[0, 4]",Double Deprotonation
WUQKEA,"[0, 28]","[0, 28]",No Deprotonation
WUVWIT,"[52, 53]","[52, 53]",No Deprotonation
XABNIA,"[0, 3]","[0, 3]",Single Deprotonation
XAGWEL,"[3, 5]","[3, 4]",Double Deprotonation
XAMSAI,"[2, 3]","[2, 3]",Double Deprotonation
XAPQUD,"[0, 14]","[0, 13]",Single Deprotonation
XATKAF,"[0, 1]","[0, 1]",Single Deprotonation
XAZVEB,"[4, 6]","[4, 5]",Single Deprotonation
XECMIE,"[4, 7]","[4, 7]",Single Deprotonation
XEJLEE,"[1, 4]","[1, 4]",Single Deprotonation
XEMWOB,"[36, 37]","[36, 37]",No Deprotonation
XETSOG,"[2, 3]","[2, 3]",Single Deprotonation
XEYXUV,"[3, 4]","[3, 4]",Single Deprotonation
XIDRAD,"[0, 1]","[0, 1]",No Deprotonation
XIHJUV,"[2, 4]","[2, 3]",Double Deprotonation
XIKNUA,"[7, 11]","[7, 11]",Single Deprotonation
PILKOK,"[3, 5]","[3, 5]",Double Deprotonation
PILKON,"[5, 6]","[5, 6]",Single Deprotonation
PILLUS,"[1, 2]","[1, 2]",Single Deprotonation
PILPIK,"[1, 3]","[1, 2]",Single Deprotonation
PILQUW,"[2, 7]","[2, 7]",Single Deprotonation
PILRAE,"[0, 2]","[0, 1]",Double Deprotonation
PILSOT,"[0, 2]","[0, 1]",Single Deprotonation
PILSOU,"[43, 45]","[43, 45]",Single Deprotonation
PILVIS,"[32, 38]","[32, 38]",Single Deprotonation
PILWEO,"[44, 46]","[44, 45]",Double Deprotonation
PILWIQ,"[5, 8]","[5, 8]",Single Deprotonation
PILXAK,"[0, 1]","[0, 1]",No Deprotonation
PILXOZ,"[3, 4]","[3, 4]",No Deprotonation
PILYAM,"[3, 4]","[3, 4]",No Deprotonation
PILYEQ,"[3, 4]","[3, 4]",No Deprotonation
PILZOB,"[0, 7]","[0, 6]",Single Deprotonation
PIMBAP01,"[2, 5]","[2, 4]",Single Deprotonation
PIMBAP07,"[11, 14]","[11, 13]",Single Deprotonation
PIMBEU,"[4, 8]","[4, 7]",Single Deprotonation
PIMCAR,"[4, 6]","[4, 5]",Single Deprotonation
PIMCIA,"[0, 1]","[0, 1]",No Deprotonation
MANGAK,"[2, 29]","[2, 28]",Double Deprotonation
MANRAX,"[1, 2]","[1, 2]",Single Deprotonation
MANRIF,"[1, 2]","[1, 2]",Single Deprotonation
MANTAZ,"[41, 42]","[41, 42]",Single Deprotonation
MANWIK,"[1, 2]","[1, 2]",Single Deprotonation
MAPCIQ03,"[1, 2]","[1, 2]",No Deprotonation
MAPKEU,"[2, 3]","[2, 3]",Single Deprotonation
MAPKOE,"[3, 9]","[3, 9]",Single Deprotonation
MAPMEW,"[0, 1]","[0, 1]",No Deprotonation
MAPMIA,"[5, 6]","[5, 6]",Single Deprotonation
MAPNAU,"[23, 26]","[22, 25]",Single Deprotonation
MAPSAZ,"[0, 1]","[0, 1]",Single Deprotonation
MAPSIU,"[6, 7]","[6, 7]",Single Deprotonation
MAPXIM,"[1, 2]","[1, 2]",No Deprotonation
MAPXIN,"[3, 5]","[3, 4]",Single Deprotonation
MAQBIQ,"[8, 9]","[8, 9]",No Deprotonation
MAQVIJ,"[50, 52]","[50, 51]",Single Deprotonation
MAQWIM18,"[0, 5]","[0, 5]",No Deprotonation
MAQXEJ,"[23, 26]","[23, 26]",No Deprotonation
MAQYEJ,"[1, 2]","[1, 2]",Double Deprotonation
MARBEM,"[7, 11]","[7, 11]",No Deprotonation
MARBUF,"[3, 5]","[3, 4]",Single Deprotonation
VELLOP,"[4, 6]","[4, 6]",No Deprotonation
VELREK,"[15, 19]","[15, 19]",Single Deprotonation
VELTIQ,"[2, 17]","[2, 17]",No Deprotonation
VELTIS,"[0, 2]","[0, 1]",Single Deprotonation
VELTOX,"[2, 7]","[2, 7]",No Deprotonation
VELVUE01,"[2, 4]","[2, 3]",Double Deprotonation
VELWIT,"[0, 1]","[0, 1]",Single Deprotonation
VELZES,"[1, 4]","[1, 4]",No Deprotonation
VELZOB,"[12, 15]","[12, 15]",Single Deprotonation
VEMDAS,"[1, 4]","[1, 4]",Single Deprotonation
VENBEY,"[5, 18]","[5, 18]",Single Deprotonation
VENJIH,"[0, 1]","[0, 1]",No Deprotonation
VENJON,"[1, 2]","[1, 2]",No Deprotonation
VENLOP01,"[1, 4]","[1, 4]",Single Deprotonation
VENSUF,"[0, 1]","[0, 1]",Single Deprotonation
VENTEN,"[15, 18]","[15, 18]",Single Deprotonation
VENTLG,"[9, 13]","[9, 12]",Single Deprotonation
VENVIW,"[31, 32]","[31, 32]",No Deprotonation
VENXIV,"[4, 7]","[4, 7]",Single Deprotonation
VEPDEA,"[1, 2]","[1, 2]",Single Deprotonation
VEPGEF,"[1, 3]","[1, 2]",Single Deprotonation
SASZUI,"[2, 4]","[2, 4]",No Deprotonation
SATBIB,"[2, 4]","[2, 3]",Single Deprotonation
SATCOG,"[21, 24]","[21, 24]",No Deprotonation
SATCUL,"[0, 1]","[0, 1]",No Deprotonation
SATFID,"[7, 17]","[7, 17]",Single Deprotonation
SATMEG,"[13, 26]","[13, 25]",Single Deprotonation
SATYIY,"[0, 2]","[0, 1]",Single Deprotonation
SATYOE,"[1, 3]","[1, 2]",Single Deprotonation
SATZAR,"[0, 2]","[0, 1]",Double Deprotonation
SAVBEZ,"[1, 3]","[1, 3]",No Deprotonation
SAVCUQ,"[3, 5]","[3, 5]",Double Deprotonation
SAVGAX,"[2, 3]","[2, 3]",No Deprotonation
SAVGUS,"[4, 6]","[4, 6]",No Deprotonation
SAVRIT,"[2, 9]","[2, 9]",No Deprotonation
SAVVOC,"[0, 6]","[0, 6]",Single Deprotonation
SAVZEV,"[0, 1]","[0, 1]",Single Deprotonation
SAWDAW,"[26, 27]","[26, 27]",Single Deprotonation
SAWHON,"[18, 19]","[18, 19]",Double Deprotonation
SAWJEG,"[0, 1]","[0, 1]",No Deprotonation
SAWMIO,"[1, 9]","[1, 9]",No Deprotonation
SAWMUA,"[1, 9]","[1, 9]",No Deprotonation
SAWNEL,"[1, 10]","[1, 10]",No Deprotonation
SAWQIS,"[26, 27]","[26, 27]",No Deprotonation
SAXCUR,"[4, 7]","[4, 7]",No Deprotonation
SAXFAZ11,"[9, 10]","[8, 9]",Single Deprotonation
SAXFED,"[4, 8]","[4, 8]",No Deprotonation
SAXITB,"[13, 14]","[13, 14]",Double Deprotonation
SAXNUD,"[22, 35]","[22, 35]",No Deprotonation
SAYNUC,"[3, 14]","[3, 14]",Single Deprotonation
SAYNUD,"[10, 36]","[10, 36]",No Deprotonation
SAYPUF,"[29, 30]","[29, 30]",No Deprotonation
SAYQEQ,"[29, 30]","[29, 30]",No Deprotonation
SAZBIE,"[3, 5]","[3, 5]",Single Deprotonation
SAZFOQ,"[32, 33]","[32, 33]",Single Deprotonation
SAZNEM,"[0, 21]","[0, 20]",Double Deprotonation
SAZQAL,"[0, 1]","[0, 1]",Single Deprotonation
SAZTUI,"[4, 8]","[4, 8]",No Deprotonation
SAZYAW,"[5, 7]","[5, 7]",No Deprotonation
SCYADN10,"[6, 7]","[6, 7]",No Deprotonation
SDGUNP01,"[22, 30]","[22, 30]",No Deprotonation
