Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,HOMO_Energy,LUMO_Energy,Lowdin_Charge_Cu,Lowdin_Charge_C,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_C,Atomic_Population_L2,Bond_Order_Cu_L2,Orbital_Charge_C_pz,Orbital_Charge_I_d,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_d,Orbital_Charge_L2_px,Orbital_Charge_L2_dz2,Ea
MEKWOR,94.93,5.81,186.58,1.7,-3.2625,-2.8402,0.3683,-0.1857,1.3184,2.0043,5.8686,8.4161,0.4188,1.0033,10.1487,6.2989,12.5845,9.7482,1.4651,0.048,15
AJIYEX,81.47,12.47,177.32,1.7,-2.7,-1.7506,0.3455,-0.2185,1.3609,1.9312,5.9307,8.4021,0.4188,1.0721,10.1819,6.2956,12.5653,9.7937,1.4486,0.0598,18.4
IFEREQ,84.62,9.27,207.84,3.25,-3.273,-2.5224,0.2891,-0.1798,1.3074,1.9967,5.8937,6.9923,0.4189,1.0087,10.1501,6.3277,12.6416,9.7416,1.2981,0.012,14.7
MOSLOW,83.35,12.29,178.59,1.7,-2.5973,-1.5926,0.3395,-0.2159,1.3675,2.0724,5.9131,8.4799,0.419,1.0589,10.1848,6.2981,12.5615,9.8009,1.4553,0.0567,19.5
AFUVEE,78.6,1.17,201.98,2.32,-3.1607,-2.4067,0.2714,-0.1972,1.3554,1.9864,5.9146,7.0202,0.4193,1.0184,10.1638,6.331,12.619,9.7786,1.2733,0.0125,16
PADYEY,87.06,6.73,180.12,3.76,-3.5295,-2.9623,0.3684,-0.1655,1.309,2.0679,5.8617,8.3693,0.4194,0.9867,10.1382,6.2986,12.5995,9.7335,1.4338,0.0576,14.4
REZJEO,82.67,13.55,178.66,1.52,-2.6121,-1.662,0.347,-0.2151,1.3511,1.9995,5.9195,8.4751,0.4194,1.0533,10.1809,6.294,12.5662,9.7928,1.4588,0.0583,21.2
POXTUS,82.45,12.29,178.69,1.7,-2.6269,-1.6866,0.3479,-0.2172,1.3523,2.0906,5.9179,8.4747,0.4197,1.0592,10.1818,6.2942,12.5639,9.794,1.4598,0.0595,19.6
DULJEA,79.56,1.8,184.17,1.73,-2.8029,-1.8162,0.2879,-0.2209,1.3762,2.8726,5.8466,8.4598,0.4203,1.0267,10.1783,6.3251,12.5659,9.821,1.5038,0.0516,24.5
MEINAN10,77.39,3.66,173.68,1.7,-3.5363,-2.6255,0.3062,-0.1895,1.3271,3.0945,5.7673,8.4574,0.4204,0.9878,10.1536,6.3248,12.6097,9.7593,1.484,0.0601,20.5
UQAFEZ,80.78,3.06,199.93,1.84,-2.7538,-1.7402,0.2686,-0.2189,1.367,2.9047,5.7848,8.4449,0.4207,1.0468,10.182,6.3343,12.587,9.8101,1.5103,0.0549,32.2
XIMCON,83.17,13.02,178.77,1.7,-2.6106,-1.5565,0.3422,-0.2183,1.3603,1.9198,5.9225,8.4196,0.4207,1.0696,10.1867,6.2975,12.5635,9.7969,1.4412,0.0583,18.6
BEKLIP,83.28,5.38,175.39,1.68,-3.607,-3.2617,0.3682,-0.1594,1.3048,1.9728,5.8326,8.373,0.4208,0.987,10.1288,6.3065,12.6003,9.725,1.4435,0.0526,15.8
VORJOB,85.73,-2.26,191.29,1.7,-3.4708,-2.6723,0.2716,-0.1744,1.3056,3.1145,5.6543,8.355,0.4208,1.1091,10.1447,6.3033,12.6883,9.7368,1.5186,0.0606,29
HIHCAF,94.32,3,193.47,2.42,-2.8921,-2.1268,0.3824,-0.2101,1.2954,1.8158,5.8234,8.3449,0.4214,1.028,10.1768,6.286,12.6054,9.7262,1.4612,0.0639,21.3
YIWBUB,82.13,3.81,179.7,3.85,-2.8147,-2.4795,0.3957,-0.2139,1.2927,1.7936,5.9081,8.4334,0.4214,1.009,10.181,6.2871,12.5811,9.7362,1.4376,0.0651,18.4
YORBOW,79.74,7.67,186.32,1.71,-3.0355,-2.3404,0.2131,-0.2134,1.3087,2.9887,5.7997,7.4706,0.4218,1.0315,10.1692,6.3686,12.6348,9.7835,1.3562,0.0077,19.5
WERHUX01,81.61,2.14,186.88,2.24,-2.78,-1.6729,0.1678,-0.218,1.3373,3.1599,5.9515,7.0699,0.422,1.0257,10.1883,6.3479,12.6735,9.8108,1.2661,0.0123,25.8
ZESZUS,62.48,0.29,153.48,2.57,-2.5377,-1.8911,0.3154,-0.2031,1.4392,1.9101,5.9227,8.4425,0.4221,1.0326,10.1845,6.328,12.5424,9.8142,1.6664,0.0515,30.6
TUPBEN,81.76,5.34,172.81,1.7,-3.5179,-2.5603,0.3639,-0.1761,1.3315,1.9871,5.8821,8.3612,0.4223,0.9964,10.1407,6.307,12.5854,9.7437,1.457,0.0578,14.1
OGEROI,81.97,12.84,197.12,1.96,-3.3482,-3.1082,0.3873,-0.1992,1.3222,1.9398,5.824,8.5361,0.4225,1.0443,10.1555,6.2834,12.5968,9.7326,1.4481,0.0682,20.9
YIZTOT,93.45,4.69,186.07,2.29,-3.538,-3.1816,0.3722,-0.1729,1.3196,2.0055,5.8691,8.3896,0.4227,0.9925,10.1407,6.2954,12.5942,9.7382,1.4354,0.0549,14.9
EQIZUZ01,83.51,16.2,233.46,2.23,-2.5385,-1.888,0.2804,-0.2191,1.3179,1.906,5.8911,6.9805,0.4228,1.0937,10.1909,6.3314,12.5962,9.792,1.4593,0.0117,24.2
YIRFAH,76.79,3.59,216.84,1.87,-3.2146,-2.7328,0.2965,-0.2206,1.3564,3.0694,5.9663,8.4345,0.4232,1.1033,10.1662,6.3073,12.6244,9.7719,1.535,0.0695,12.2
WUKQIC,77.09,3.3,218.15,2.09,-3.1078,-2.6038,0.2959,-0.231,1.3676,3.0799,6.0147,8.4433,0.4232,1.1074,10.1719,6.3075,12.6089,9.7877,1.5212,0.0755,12
FUDGUG,86.52,-16.3,177.06,1.7,-3.3075,-2.7664,0.3182,-0.2007,1.359,2.9317,5.867,8.4157,0.4236,1.014,10.1541,6.3166,12.5813,9.7838,1.5469,0.0583,32.5
CUVVAT,86.46,-2.36,183.39,3.68,-2.8473,-2.7817,0.3532,-0.2057,1.3461,1.7579,5.9084,8.3999,0.4239,1.0131,10.1764,6.2725,12.602,9.7723,1.5225,0.0587,28.8
GOCJUG,82.78,13.05,178.69,1.7,-2.6109,-1.6553,0.349,-0.2181,1.3503,1.917,5.9353,8.4089,0.424,1.0618,10.184,6.2949,12.5626,9.7934,1.444,0.0561,19.8
KUSLIU,82.36,0.73,195.6,1.68,-3.4673,-2.8663,0.164,-0.1807,1.3272,3.2029,5.7166,7.01,0.424,1.1231,10.1513,6.3361,12.7532,9.7466,1.3108,0.0091,19
JUJPIQ,77.42,1.45,197.37,2.47,-3.1458,-2.5077,0.1992,-0.1893,1.3517,3.055,5.7891,7.1289,0.4241,0.9885,10.161,6.3635,12.6426,9.7947,1.2609,0.012,65.7
NOGMIF,82.13,8.72,192.19,3.07,-3.4723,-2.8911,0.3387,-0.1737,1.3327,2.817,5.8048,8.3911,0.4241,0.9782,10.1493,6.3236,12.6034,9.7342,1.4313,0.1215,18.3
UFECAL,82.1,2.08,211.98,2.02,-2.8635,-1.9409,0.2656,-0.2175,1.3748,3.1864,5.9445,8.635,0.4241,1.0604,10.1829,6.3177,12.6176,9.7991,1.4461,0.0639,23.1
EZUKEQ,83.07,13.72,189.59,1.7,-2.6953,-1.8547,0.3545,-0.2159,1.3415,1.9514,5.8891,8.4094,0.4245,1.0884,10.1815,6.2938,12.5744,9.7772,1.4727,0.063,16.9
SEMHAU,84.3,12.75,181.34,1.7,-2.7557,-2.0724,0.3574,-0.215,1.3461,1.9667,5.8692,8.4136,0.4246,1.0678,10.1794,6.292,12.5768,9.7739,1.4684,0.0589,17.7
ARANOW,79.69,13.05,180.48,1.87,-3.1066,-2.7109,0.3281,-0.2047,1.3139,2.9797,5.838,8.4566,0.4247,1.0042,10.1646,6.3151,12.6101,9.7467,1.5077,0.1171,19
MAMSAW,81.13,13.32,193.52,3.24,-2.8504,-2.4221,0.3681,-0.2072,1.3317,1.8324,5.9971,8.404,0.4249,1.0349,10.1665,6.2857,12.5795,9.7667,1.4515,0.0677,19.1
POJTIT,82.29,6.89,175.5,1.65,-3.5934,-3.1483,0.3714,-0.1702,1.3221,2.0176,5.8847,8.385,0.4251,1.0242,10.138,6.2974,12.5947,9.7365,1.4384,0.0563,14.8
DUSWOE,83.12,-1.93,190.11,1.39,-3.0244,-2.2564,0.2917,-0.2237,1.3651,3.1283,5.8376,8.4013,0.4252,1.0299,10.1738,6.3023,12.5883,9.8177,1.4839,0.0544,28.7
QIMDEV,83.51,12.53,179.1,1.7,-2.6585,-1.9554,0.3509,-0.2112,1.3564,1.9291,5.9817,8.3933,0.4252,1.0561,10.1776,6.2945,12.5622,9.7924,1.441,0.0557,20.3
IKAWOH,96.35,6.61,190.06,1.66,-2.5559,-2.168,0.3546,-0.2084,1.3637,1.9896,5.9165,8.4259,0.4258,1.04,10.1812,6.2967,12.5585,9.7902,1.456,0.0505,21.5
DUYYAY,84.86,12.5,181.99,1.7,-2.747,-2.0252,0.3578,-0.2149,1.3443,1.95,5.8722,8.3993,0.4258,1.0727,10.1796,6.2916,12.5785,9.7722,1.4696,0.06,17.2
ZEZJUJ,64.33,-15.35,195.73,2.58,-2.6933,-2.0223,0.2007,-0.2231,1.368,2.9371,5.8807,7.0545,0.426,1.0396,10.1924,6.3615,12.6104,9.8274,1.4353,0.0102,21.2
VAXXOJ,83.73,12.51,179.15,1.63,-2.6156,-1.6999,0.3455,-0.2164,1.3493,2.0224,5.9237,8.4798,0.426,1.064,10.1818,6.2962,12.5641,9.7941,1.4546,0.0583,19.3
MISCAT,72.62,1.52,193.48,2.33,-3.5561,-2.59,0.336,-0.1837,1.3515,2.8998,5.7215,8.4428,0.4264,1.0219,10.1507,6.3345,12.5837,9.7459,1.4704,0.0636,12.2
NIKBAN,85.18,11.77,187.81,1.35,-2.5913,-1.5644,0.26,-0.2243,1.3446,3.0461,5.9447,8.4993,0.4264,1.0675,10.1867,6.3299,12.6029,9.8073,1.4598,0.0585,25.6
FICPIR,88.47,4.05,181.2,3.03,-3.5871,-2.9137,0.3688,-0.1707,1.3263,2.0578,5.8583,8.3756,0.4267,0.9955,10.1393,6.2979,12.5932,9.7401,1.4295,0.0539,12.4
LAPDAJ,75.13,3.94,198.03,2.25,-3.5292,-3.4032,0.3201,-0.1694,1.3395,3.0166,5.6972,8.4457,0.4268,0.9848,10.1391,6.3304,12.6119,9.7376,1.4578,0.0619,13.7
JOMCOF,76.53,1.79,194.51,1.54,-3.223,-2.3257,0.293,-0.2229,1.3992,2.8992,5.7777,8.4741,0.4268,1.0738,10.1661,6.3249,12.5826,9.7996,1.5026,0.0631,47
XABCUZ,86.85,11.55,199.87,2.54,-2.9417,-2.4002,0.2789,-0.2081,1.3365,1.9376,5.86,6.9386,0.4271,1.0168,10.1771,6.3164,12.6396,9.7652,1.3833,0.0118,20.1
CUCKER,83.79,-0.48,212.78,1.78,-3.1227,-2.9447,0.3089,-0.1682,1.2873,3.2159,5.6401,8.3677,0.4273,1.1276,10.1507,6.3007,12.6931,9.6974,1.5373,0.0626,25.4
VISJOY,72.62,1.32,194.51,2.55,-3.4728,-2.499,0.3367,-0.1865,1.3475,2.9119,5.7187,8.4532,0.4275,1.0278,10.1532,6.3331,12.5822,9.748,1.4785,0.0618,13.2
CASLIU,95.53,23,192.65,3.52,-2.8251,-1.9629,0.3925,-0.1882,1.3042,1.5977,5.7989,8.4756,0.4276,0.9928,10.176,6.2769,12.5778,9.7529,1.4272,0.0858,27.8
KIDVEA,80.1,14.42,176.29,1.7,-2.6563,-1.889,0.3505,-0.2203,1.3491,1.915,5.9605,8.3946,0.4277,1.0554,10.1816,6.2929,12.5659,9.7907,1.4444,0.0582,23.8
DUJVAG,77.65,2.04,204.22,1.91,-3.0239,-2.514,0.2703,-0.1998,1.3425,2.0046,5.8895,7.0675,0.4281,1.022,10.1657,6.3324,12.619,9.7784,1.3194,0.0122,16.7
MXZTCE10,96.57,2.58,186.5,1.42,-3.3233,-2.7227,0.3662,-0.1786,1.3211,1.9796,5.8557,8.3931,0.4282,0.9891,10.1421,6.3108,12.5839,9.7391,1.4618,0.045,13.7
FAQSEV,81.37,-0.39,175.76,1.7,-3.0284,-1.9849,0.2925,-0.2217,1.3784,2.9879,5.8655,8.4057,0.4285,1.0271,10.1743,6.3098,12.5781,9.8195,1.4783,0.0538,26.4
YIRLER,80.15,1.64,180.81,1.82,-3.4282,-2.7418,0.3022,-0.1969,1.3169,3.1436,5.7931,8.4078,0.429,0.9938,10.1565,6.3153,12.6217,9.7609,1.475,0.0551,22.5
BAZZUZ,78.54,6.57,210.31,1.99,-3.0176,-2.2861,0.318,-0.1987,1.2745,1.9713,5.7827,7.1771,0.429,1.1027,10.1605,6.3285,12.6083,9.7452,1.373,0.0219,18
MOHVOV,81.13,13.06,178.08,1.7,-2.8281,-2.2923,0.3621,-0.2006,1.3145,1.8903,5.9396,8.404,0.4291,1.0468,10.1642,6.2882,12.5856,9.7642,1.4342,0.0519,22.9
SUHNUH,93.68,-3.04,191.64,2.69,-4.6472,-2.8144,0.396,-0.1733,1.3193,1.998,5.8062,8.4786,0.4293,1.0487,10.134,6.262,12.5928,9.7492,1.4963,0.0746,-15.4
COMSUT,83.37,3.15,194.12,2.51,-4.1343,-2.6354,0.3003,-0.1832,1.3343,1.7132,5.7945,6.9758,0.4297,1.1245,10.1501,6.2965,12.6583,9.7449,1.2486,0.0101,91.2
HUBCUF,86.92,-1.61,189.42,1.81,-2.8948,-1.8443,0.158,-0.2206,1.3573,3.1957,5.931,7.4439,0.4299,1.0643,10.1854,6.3359,12.6893,9.8168,1.324,0.0077,31
VANCIY,79.68,1.59,175.52,1.84,-2.8463,-1.7296,0.203,-0.227,1.3103,3.1459,5.8531,7.4893,0.4303,1.0608,10.1835,6.3601,12.6333,9.8035,1.4245,0.0096,21.2
JUYVIL,78.67,14.64,174.46,1.7,-2.6828,-1.8428,0.3492,-0.2201,1.3533,2.0389,5.9508,8.4639,0.4304,1.0756,10.1818,6.2977,12.5597,9.7934,1.4666,0.0622,20.3
ZUMXIQ02,90.98,5.12,184.87,2.2,-3.2976,-2.4274,0.3791,-0.211,1.3331,2.0175,5.9121,8.3664,0.4305,1.0353,10.1612,6.2897,12.5749,9.7562,1.4476,0.0546,13.6
DACHQO,84.53,12.5,182.18,1.33,-2.8413,-2.6441,0.3712,-0.2132,1.325,1.9363,5.8833,8.3329,0.4309,1.0427,10.1744,6.2889,12.5864,9.7535,1.4759,0.0556,21.2
BAPHUV,84.25,12.19,180.86,1.1,-2.6654,-2.1554,0.3411,-0.216,1.3514,2.0526,5.9315,8.4835,0.431,1.0721,10.1807,6.2904,12.5787,9.7897,1.4533,0.0587,19.7
CAVCIN,84.7,12.41,224.24,3.83,-2.7502,-2.0451,0.3056,-0.2205,1.2956,1.8938,5.9942,7.0145,0.4312,1.0246,10.1706,6.317,12.6052,9.7722,1.2577,0.0169,22.1
VUHMAM,77.68,0.91,197.77,1.86,-3.1111,-2.0891,0.2594,-0.2011,1.3693,1.9991,5.9578,7.0537,0.4314,1.0306,10.1652,6.3389,12.6118,9.79,1.4075,0.0145,19.3
YEBSEG,83.55,16.19,222.98,1.98,-2.5263,-1.5679,0.2834,-0.2184,1.3223,1.9176,5.8883,7.0007,0.4315,1.0447,10.1933,6.3294,12.5946,9.7926,1.3791,0.0094,21.3
KENPIE,75.74,0.66,195.57,2.94,-3.5266,-2.5169,0.3239,-0.1949,1.3797,2.8367,5.7188,8.463,0.4321,1.0287,10.1616,6.3287,12.5832,9.7641,1.4829,0.069,14.7
JOLFUO,79.43,0.37,172.15,1.7,-3.2311,-2.3517,0.2003,-0.1906,1.3343,2.9533,5.8826,6.9738,0.4323,1.0135,10.1564,6.3594,12.6571,9.7832,1.3473,0.0144,24.1
BACJOG,78.41,1.62,174.5,2,-2.6632,-1.6506,0.1696,-0.2182,1.3716,2.9047,5.8668,7.4933,0.4323,1.0358,10.1902,6.3669,12.6363,9.8272,1.4091,0.0071,26.3
SUMHUG,83.06,12.37,178.96,1.4,-2.5841,-1.6528,0.3558,-0.2134,1.3431,2.0498,5.984,8.491,0.4323,1.0595,10.1798,6.2942,12.5618,9.7882,1.448,0.0586,20.5
KIMCER,83.74,12.34,179.46,1.4,-2.5666,-1.6202,0.3519,-0.2118,1.3495,2.0455,5.9713,8.4791,0.4325,1.056,10.1811,6.2957,12.5612,9.7912,1.4492,0.057,21.2
JEZMUZ,71.58,2.9,202.01,2.45,-3.3401,-2.3739,0.3415,-0.1891,1.3453,2.9377,5.7569,8.4591,0.4326,1.0411,10.1537,6.3323,12.5738,9.7524,1.4719,0.0628,14.7
BONKAS,84.62,8.93,198.46,4.96,-2.9443,-2.4347,0.3058,-0.2122,1.3008,2.067,5.8154,7.2021,0.4326,1.058,10.1732,6.3094,12.6126,9.7722,1.2273,0.0095,19
IZARAC,87.77,-0.46,176.73,1.5,-3.4902,-3.1256,0.3699,-0.1838,1.3364,2.0488,5.8455,8.4765,0.4327,0.9961,10.145,6.3053,12.5782,9.7465,1.5523,0.049,23.3
YAWYUS,74.22,0.64,204.97,2.35,-3.2428,-2.2807,0.3295,-0.2012,1.3674,2.9031,5.7667,8.4541,0.4328,1.0405,10.1666,6.3296,12.5717,9.7691,1.4848,0.0604,16.3
CABWUA,72.9,1.54,194.31,2.33,-3.44,-2.4694,0.3349,-0.1884,1.3531,2.9156,5.7284,8.4514,0.433,1.0224,10.1547,6.3323,12.5811,9.7517,1.4868,0.0615,14.3
CITREC01,82.27,-1.15,176.99,2.14,-2.9444,-2.1028,0.2957,-0.224,1.3777,3.1303,5.9012,8.4006,0.4333,1.0291,10.1742,6.3049,12.58,9.8194,1.4859,0.0535,28.6
PEKTAC,83.73,12.97,179.23,1.4,-2.6213,-1.7434,0.3465,-0.2165,1.3478,2.0217,5.9263,8.4804,0.4333,1.059,10.1818,6.2964,12.5642,9.7929,1.4499,0.0579,20.3
USUHEW,92.31,4.01,186.4,3.8,-2.4518,-1.9384,0.367,-0.2046,1.3142,1.9355,5.882,8.4756,0.4334,1.0128,10.1808,6.2919,12.5681,9.773,1.4024,0.0624,27.8
RIRMAH,61.16,0.4,153.36,1.7,-3.4561,-3.1262,0.3543,-0.188,1.3578,1.7837,5.8928,8.2863,0.4336,1.0124,10.1474,6.3149,12.5834,9.7473,1.6747,0.0594,18.6
JODKET,78.28,2.39,183.03,2.48,-2.947,-1.9575,0.188,-0.2191,1.3443,2.8563,5.8676,7.0324,0.4342,1.0631,10.1788,6.3628,12.6553,9.7939,1.169,0.017,23.5
PUFLAE,81.3,2.89,223.91,2.4,-2.8969,-2.4514,0.1903,-0.2061,1.2687,3.2391,5.8149,7.0689,0.4342,1.1198,10.1673,6.3401,12.7299,9.7397,1.4049,0.013,20.1
XASLOS,60.48,1.31,149.71,1.67,-2.7772,-2.7099,0.3574,-0.2149,1.3645,1.9135,5.9233,8.5155,0.4345,1.0417,10.1746,6.3274,12.5332,9.782,1.6869,0.0475,17.2
MPYDCX01,87.25,13.72,184.57,1.7,-2.768,-2.2689,0.2203,-0.2196,1.3182,2.0273,5.8886,8.3896,0.4349,1.0562,10.1786,6.3445,12.6377,9.7975,1.4216,0.0602,20.9
OBITUO,83.68,0.87,184.06,1.25,-3.5108,-2.6611,0.2796,-0.216,1.3689,2.9232,5.9101,8.4159,0.4351,1.0721,10.1663,6.3189,12.6263,9.7752,1.5045,0.0643,14
OLUTAS,65.85,-0.5,170.99,2.39,-2.7897,-2.617,0.2606,-0.212,1.3891,3.0835,5.9707,8.5098,0.4351,1.0593,10.1874,6.3186,12.6313,9.7895,1.5026,0.0572,20.1
FEZXOA,80.92,2.42,219.07,2.14,-3.1404,-2.6772,0.2972,-0.2296,1.3668,3.1088,5.9805,8.4414,0.4352,1.1115,10.1689,6.3057,12.6106,9.7865,1.4994,0.0776,14.8
MXNSAC20,76.55,4.16,172.03,1.74,-3.5384,-2.6415,0.3187,-0.1885,1.3297,3.0521,5.7662,8.4665,0.4352,0.99,10.152,6.3254,12.6006,9.7553,1.4799,0.0611,18.9
UXAMOX02,78.47,1.38,193.44,1.98,-3.6269,-2.7258,0.2622,-0.1652,1.3308,1.9841,5.9106,6.9097,0.4352,1.0571,10.1405,6.3339,12.6576,9.7463,1.4258,0.0198,21.5
WOQCUC,84.21,2.83,181.81,2.76,-2.7759,-2.4538,0.3778,-0.2102,1.3075,1.637,5.897,8.44,0.4352,1.0425,10.1796,6.2839,12.5962,9.7421,1.4563,0.0601,19.9
GUQLIN,80.28,0,173.89,1.8,-4.0854,-3.1181,0.3664,-0.163,1.3281,1.9524,5.8324,8.3426,0.4354,0.9914,10.1306,6.2941,12.6048,9.7347,1.4746,0.0578,12.9
DUSCAY,88.66,4.2,181.36,2.17,-3.613,-2.9683,0.3695,-0.1677,1.3193,2.0466,5.8617,8.3824,0.4355,0.9831,10.1379,6.2986,12.5966,9.7353,1.4217,0.0579,12.8
DISYAH,88.76,5.26,212.71,2.28,-2.9522,-2.2898,0.3045,-0.2004,1.2921,1.9768,5.7604,7.1703,0.4356,1.13,10.1632,6.3138,12.6302,9.7516,1.3827,0.0167,17.9
QAZXEU,62.63,1.94,184.14,3.21,-2.5099,-1.5174,0.2552,-0.2211,1.3825,1.9152,5.9074,7.2932,0.4358,1.0412,10.1979,6.3584,12.5638,9.8225,1.3883,0.0106,28.5
RUTTAD,82.98,9.5,202.05,2.14,-3.0831,-2.5843,0.306,-0.1876,1.2415,2.0087,5.8096,7.1076,0.4358,1.0692,10.1502,6.3227,12.6286,9.7427,1.3196,0.0191,17.9
TUWCUK,86.71,7.47,182.05,1.7,-2.7187,-1.8538,0.3476,-0.2108,1.3594,2.022,5.8856,8.4197,0.436,1.0459,10.1812,6.2997,12.5724,9.7803,1.4271,0.0549,16.8
TOHHOQ,81.67,5.98,212.25,1.82,-2.6831,-2.2621,0.3454,-0.2236,1.3056,2.0483,5.926,7.1013,0.4361,1.0276,10.1841,6.3142,12.5576,9.7828,1.2167,0.0107,22.2
MIRNIN,83.66,0.39,179.19,3.38,-2.4697,-1.5893,0.3361,-0.205,1.3708,2.0203,5.9166,8.58,0.4361,1.0183,10.1908,6.2943,12.572,9.7975,1.3638,0.0754,24.7
CIDKUY,78.15,1.93,170.47,1.52,-3.475,-2.7387,0.3172,-0.1917,1.3358,2.9238,5.8232,8.3745,0.4363,1.0033,10.1497,6.3173,12.5994,9.7661,1.4816,0.0586,26.5
LUVNIZ,80.44,2.96,185.22,3.29,-2.7977,-1.7836,0.1679,-0.2262,1.3435,2.8551,5.8861,6.9859,0.4363,1.0328,10.1918,6.3456,12.6724,9.8141,1.3893,0.0101,24.9
PEBBII,88.69,7.43,185.95,2.33,-3.4065,-3.317,0.3782,-0.1854,1.318,1.9,5.9408,8.3928,0.4365,1.03,10.1525,6.2722,12.6133,9.7363,1.4373,0.0577,10.4
FESYIM,84.51,-0.88,213.49,1.94,-3.1374,-2.929,0.3084,-0.1655,1.2856,3.2481,5.6382,8.3643,0.4365,1.1168,10.1503,6.2996,12.7019,9.6901,1.526,0.0587,26
OMIGIA,80.49,0.65,174.31,2.8,-2.9422,-2.5787,0.3626,-0.2016,1.3224,1.9917,5.8924,8.4252,0.4367,1.0165,10.1632,6.2931,12.5747,9.7696,1.5431,0.0545,16.6
MUFLAA,86.13,8.25,184.24,1.7,-3.0216,-2.3517,0.3582,-0.207,1.3536,1.9539,5.9031,8.3453,0.4371,1.0602,10.1741,6.2859,12.5939,9.762,1.475,0.0603,15.8
QUJXUQ,77.7,2.27,173.48,1.7,-2.845,-1.8919,0.171,-0.2176,1.3776,2.8626,5.9141,7.4858,0.4372,1.0402,10.1838,6.3676,12.6413,9.8201,1.4115,0.0071,25.1
UCAJEQ,82.74,3.18,214.08,2,-2.7274,-1.8728,0.2665,-0.2096,1.3194,1.9339,5.8307,6.9982,0.4373,1.0692,10.185,6.3212,12.6339,9.7784,1.4136,0.0108,24.3
JABCUN,84.76,-0.62,179.18,3.96,-3.6116,-3.1266,0.3643,-0.1807,1.3317,1.996,5.868,8.4101,0.4375,1.0047,10.1472,6.2854,12.6063,9.744,1.5234,0.0544,18.5
ISUMUG,81.45,0.65,177.08,1.85,-2.539,-1.5979,0.3377,-0.2073,1.3649,2.0848,5.9567,8.5048,0.4375,1.0374,10.1856,6.2966,12.5699,9.7959,1.3981,0.0521,23.8
LEQNIH,85.24,14.49,223.53,1.94,-2.5511,-1.5511,0.2761,-0.22,1.3252,1.9111,5.8656,7.0028,0.4375,1.0278,10.1942,6.3303,12.5997,9.7939,1.3922,0.0105,23.2
ZEQSAS,82.69,1,194.73,2.28,-3.1949,-2.2275,0.1747,-0.2143,1.3445,3.1933,5.8086,6.9704,0.4377,1.1167,10.1718,6.333,12.7146,9.7778,1.4251,0.0091,19.7
MIRHED,80.13,11.81,193.93,3.69,-3.2759,-2.5189,0.3751,-0.1797,1.3013,1.9687,5.867,8.3292,0.4378,1.0103,10.1471,6.2916,12.597,9.7364,1.4527,0.0534,20.1
HEKTUM,80.16,0.36,174.81,2.01,-4.0667,-3.143,0.3675,-0.168,1.335,1.9915,5.8429,8.382,0.4379,0.9941,10.1342,6.288,12.604,9.7406,1.4781,0.0628,13.4
GIHCOQ01,63.02,1.5,156.36,1.75,-2.6407,-1.641,0.2434,-0.2147,1.3803,1.911,5.8865,7.0933,0.4381,1.0408,10.1889,6.3573,12.5887,9.8106,1.4145,0.0102,27.7
CIDFON,81.27,0.59,198.23,1.78,-3.8129,-3.0758,0.169,-0.1668,1.3182,3.2285,5.6877,7.0096,0.4388,1.1196,10.1384,6.3364,12.7675,9.7271,1.3046,0.009,20.5
SOHXAO01,83.42,12.45,184.74,1.7,-3.2776,-3.0258,0.3901,-0.2031,1.3229,1.9376,5.8222,8.5415,0.4388,1.0323,10.1586,6.2826,12.5927,9.7346,1.4496,0.0666,21.2
EVOXOE,75.84,4.44,199.02,1.8,-3.8169,-2.8501,0.3118,-0.1659,1.3534,2.9735,5.7791,8.451,0.439,0.9957,10.1377,6.3326,12.6186,9.7369,1.4791,0.0653,40.5
UXEYIG,81.79,2.43,195.56,2.92,-2.8093,-1.7248,0.1824,-0.2175,1.337,2.8179,5.8522,6.9989,0.4391,1.0218,10.1878,6.3426,12.6675,9.8075,1.3451,0.0099,25
FODLER,81.45,1.24,170.44,1.74,-3.9809,-3.2135,0.2298,-0.188,1.3626,3.0002,5.8251,7.1032,0.4392,1.0041,10.144,6.3688,12.6228,9.7786,1.4474,0.0106,22.5
CUVMUD,79.12,14.99,174.78,1.82,-2.6333,-1.5808,0.3432,-0.2217,1.3627,2.0081,5.9651,8.4851,0.4392,1.0816,10.1873,6.2986,12.5569,9.8013,1.4676,0.0621,21.6
EINACN10,76.44,4.29,172.18,1.74,-3.5389,-2.6368,0.3188,-0.1893,1.3306,3.0578,5.7652,8.465,0.4397,0.9873,10.1531,6.3247,12.6007,9.7558,1.4971,0.0593,19.4
TOVJAS,87.97,9.86,186.09,1.52,-3.051,-2.4701,0.3789,-0.2087,1.314,1.9674,5.8932,8.3623,0.44,1.0729,10.1663,6.285,12.5958,9.7403,1.4807,0.0614,18.3
AYUZID,82.63,1.26,209.37,2.1,-3.3326,-3.0741,0.2665,-0.1998,1.3473,2.03,5.8614,6.9591,0.4402,1.094,10.1578,6.3226,12.6678,9.7431,1.2603,0.0163,19.4
CIZYAL,82.09,5.02,175.77,3.01,-3.4292,-3.1284,0.3759,-0.1825,1.3264,1.9535,5.8458,8.4006,0.4403,0.9905,10.1465,6.2947,12.5843,9.7451,1.4229,0.0608,15.6
