Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-N,Cu-C,C-I,Cu-I-C,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Cu-L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
DMCYBA,59.34,3.15,153.75,3.37,6.46,9.75,24.8,20.5,15.5,669,-3.3224,-1.5856,2.49,1.89,-0.46,0.32,1.94,3.14,2.24,80.62,88.19,98.2,0.2744,-0.3181,-0.1447,0.1284,-0.1476,-0.6441,1.9666,2.659,3.4528,1.369,2.8427,2.0755,28.7907,7.2683,5.7583,25.213,7.245,8.5123,0.4672,0.7445,0.6212,0.1023,0.5606,2.9402,0.9824,1.1346,0.9935,3.2396,1.3232,1.2584,1.4207,3.7192,3.5272,3.8994,3.53,10.1958,2.0241,2.0808,2.0187,2.0453,2.0269,6.3866,12.5014,4.1871,4.1248,4.1896,9.8376,1.9632,1.9605,1.955,1.9844,1.9746,1.3262,1.1867,1.3908,0.08,0.011,0.0082,0.0244,0.0113,1.5387,1.6821,1.5016,0.4191,0.0498,0.0715,0.0604,-150.18,32.5
ECESAJ,63.77,0.1,158.76,1.84,7.02,9.16,24.8,17.3,12.4,613.06,-2.9935,-1.4882,2.07,2.06,-0.02,0.01,1.94,3.1,2.26,79.72,87.05,95.67,0.2796,-0.3086,-0.1426,0.0973,-0.5988,-0.6353,2.1972,2.6491,3.4101,1.3706,1.9926,1.9021,28.9603,7.2551,5.7518,25.2479,8.5536,8.6228,0.5309,0.6959,0.6059,0.4681,0.4841,2.9429,1.0142,1.0869,1.0057,3.2407,1.2712,1.2887,1.4308,3.7195,3.4231,3.9049,3.6482,10.2071,2.0272,2.0891,2.0225,2.0452,2.0232,6.3466,12.5301,4.1635,4.1487,4.2178,9.8437,1.962,1.9836,1.9718,1.962,1.9643,1.5629,1.6427,1.5108,0.352,0.0495,0.0605,0.0981,0.0497,1.5715,1.4843,1.6706,0.3778,0.0657,0.0551,0.0539,-140.64,32.4
WACFEN,88.76,5.23,195.7,1.4,7.23,7.55,31.6,24,15.2,614.92,-3.1408,-1.6183,2.04,1.96,-0.09,-0.03,1.95,3.23,2.2,80.83,88.72,101.24,0.3501,-0.3196,-0.1575,0.136,-0.6272,-0.6955,2.1826,2.6301,3.4614,1.2961,1.9877,1.972,28.8343,7.2777,5.7392,25.2357,8.4818,8.5313,0.354,0.8188,0.6249,0.3636,0.535,2.9372,1.0036,1.09,1.0311,3.2395,1.3051,1.2529,1.4456,3.7188,3.5965,3.9009,3.4521,10.1958,2.0236,2.0738,2.0187,2.0458,2.0337,6.3282,12.5083,4.1388,4.1368,4.2327,9.8134,1.9776,1.9362,1.9858,1.9785,1.9353,1.5271,1.6453,1.5292,0.4008,0.0649,0.0832,0.082,0.074,1.6069,1.7008,1.4697,0.4053,0.036,0.0895,0.0525,-115.68,32.4
AZELIB,92.78,-1.14,219.04,3.21,8.88,6.89,45.5,35.6,21.5,718.78,-3.3844,-1.8515,2.11,1.81,-0.17,0.14,1.95,3.02,2.24,78.37,87.73,92.85,0.3381,-0.2967,-0.1331,0.2496,-0.8215,-0.5989,2.9287,2.6382,3.3928,1.4827,1.6377,1.9391,29.0915,7.2176,5.7554,25.133,8.5549,8.4271,0.5688,0.7304,0.5811,0.3863,0.6719,2.9355,0.9944,1.0957,1.0124,3.2343,1.3029,1.2404,1.444,3.6984,3.5507,3.9102,3.4083,10.1828,2.0268,2.0635,2.0185,2.0441,2.0299,6.2658,12.6291,4.2206,4.1743,4.2343,9.767,1.9809,1.8452,1.9546,2.0003,1.986,1.7407,1.6522,1.4327,0.4419,0.0614,0.0968,0.1005,0.0582,1.4975,1.7014,1.4427,0.4694,0.1029,0.1121,0.1023,-179.18,32.4
CUYXAW,65.14,1.06,162.31,2.57,7.8,12.91,26.4,17.7,11.4,783.41,-2.8524,-1.5041,2.06,1.99,-0.06,0.02,1.94,3.08,2.29,79.64,85.73,93.12,0.259,-0.3048,-0.1378,0.0856,-0.5732,-0.5638,2.3223,2.6729,3.4016,1.3916,1.9608,1.9505,29.0167,7.2423,5.7665,25.2624,8.5342,8.5188,0.5953,0.6466,0.5957,0.4777,0.5565,2.9455,0.9823,1.1138,1.0055,3.2434,1.3237,1.2295,1.432,3.719,3.4722,3.9139,3.5983,10.2111,2.0248,2.0946,2.0214,2.0446,2.0258,6.3343,12.5629,4.1971,4.1424,4.2234,9.8439,1.9684,1.9698,1.9727,1.959,1.9739,1.5519,1.6591,1.5004,0.3302,0.0474,0.0513,0.0901,0.0456,1.541,1.4721,1.6699,0.3623,0.0601,0.0514,0.0577,-141.66,32.2
AWAZUV,79.69,18.3,212.42,4.07,7.42,5.66,44.7,36.8,21.8,662.73,-3.2891,-1.691,1.95,2.16,-0.06,-0.19,1.99,3.19,2.21,80.44,89.19,100.29,0.2879,-0.317,-0.1515,0.1454,-0.8004,-0.107,2.1695,2.6238,3.4028,1.3374,1.9299,2.9597,28.8359,7.2649,5.7186,25.2084,8.5555,7.0266,0.3861,0.805,0.5678,0.5353,0.3025,2.9371,0.9773,1.129,1.0117,3.2447,1.3551,1.1979,1.4437,3.7181,3.5635,3.8607,3.5199,10.1923,2.0256,2.0751,2.0241,2.0411,2.0265,6.3571,12.5115,4.1584,4.1201,4.2329,9.8435,1.9767,1.9629,1.9754,1.979,1.9496,1.5168,1.7791,1.5027,0.4857,0.0871,0.1168,0.0823,0.1096,1.4515,1.1601,1.191,0.1146,0.0162,0.0167,0.0257,-135.87,32.1
WOSDAM,78.64,3.28,172.3,2.05,5.19,8.74,28.1,19.2,10.5,577.87,-2.965,-1.3784,2.46,1.9,-0.26,0.03,1.96,3.19,2.2,79.05,89.71,100.9,0.1806,-0.3259,-0.1568,0.0813,0.1331,-0.4794,1.8998,2.6327,3.4758,1.2508,2.8163,3.0824,28.8132,7.2652,5.7648,25.2386,7.0523,7.6259,0.3132,0.8137,0.6036,0.1429,0.6211,2.938,0.9815,1.1012,1.0397,3.2407,1.3484,1.2076,1.4536,3.7274,3.5126,3.8477,3.6404,10.1906,2.0279,2.0766,2.023,2.0423,2.0207,6.4618,12.524,4.168,4.0863,4.2696,9.8337,1.9821,1.9561,1.9773,1.9799,1.9382,1.1643,1.056,1.3109,0.1252,0.0214,0.0175,0.0234,0.0145,1.5569,1.197,1.4362,0.0622,0.0068,0.0077,0.0067,-133.52,32
PECVAU,90.43,9.37,208.89,2.65,6.68,6.98,41.7,28.2,14.2,591.68,-3.0793,-2.0449,2.11,2.04,-0.16,-0.12,1.97,3.45,2.2,76.66,91.83,114.65,0.2763,-0.3168,-0.1625,0.033,-0.1339,-0.4691,1.9379,2.6787,3.3891,1.0961,3.1737,2.6971,28.8092,7.2781,5.6925,25.2847,7.1215,7.6559,0.1061,0.863,0.6277,0.3567,0.4786,2.938,1.0464,1.0789,1.0013,3.2518,1.2367,1.3309,1.4209,3.7454,3.5857,3.8029,3.6739,10.1592,2.0332,2.06,2.0232,2.024,2.0188,6.4054,12.4712,4.0578,4.1699,4.2436,9.847,1.9612,1.9714,1.9626,1.9564,1.9954,1.2969,1.3409,1.2414,0.0936,0.0157,0.0174,0.0187,0.0142,1.2937,1.4389,1.3723,0.0613,0.0116,0.0129,0.0204,-119.68,31.4
TYRTHM,63.99,0.11,166.99,2.42,6.46,7.9,27.5,18.9,11.9,613.7,-2.932,-1.4418,2.01,2.16,0.01,-0.02,1.96,3.13,2.24,80.68,86.82,95.02,0.1959,-0.3264,-0.1511,0.1193,-0.1199,-0.6695,2.1843,2.6377,3.4087,1.3928,3.0031,1.9492,28.931,7.2567,5.7556,25.233,7.2481,8.5252,0.5365,0.7078,0.5908,0.4874,0.3495,2.9431,0.9909,1.1036,1.0213,3.2426,1.3231,1.2352,1.4497,3.7156,3.4337,3.9128,3.613,10.2055,2.0232,2.0932,2.0199,2.0465,2.0227,6.3831,12.5687,4.1927,4.1276,4.2483,9.8523,1.9718,1.9632,1.9805,1.9654,1.9715,1.3495,1.1924,1.3614,0.0818,0.0107,0.0099,0.0241,0.0108,1.5663,1.6907,1.5058,0.355,0.0471,0.062,0.045,-119.89,31
AXOPIN,37.51,-15.28,195.05,2.6,8.89,10.02,44.9,33,18.6,734.14,-3.812,-2.2508,2.03,1.82,0.78,0.14,1.97,2.99,2.27,76.09,89.54,94.56,0.3961,-0.2793,-0.1197,0.214,0.3308,-0.5694,2.6245,2.704,3.332,1.3984,3.6004,2.0184,28.9998,7.2331,5.7324,25.1649,5.3166,8.4907,0.5137,0.7202,0.6409,0.3633,0.6898,2.9343,0.9778,1.1137,0.9971,3.2377,1.3425,1.2015,1.4229,3.7165,3.7053,3.7369,3.459,10.1684,2.0339,2.0382,2.038,2.0303,2.028,6.2979,12.5428,4.1892,4.1182,4.2354,9.7633,1.9793,1.9317,1.9501,1.9672,1.935,0.8882,0.9835,0.8049,0.2562,0.0674,0.0434,0.0214,0.0935,1.5684,1.6202,1.462,0.4296,0.0829,0.0865,0.0992,-228.62,30.8
SICQUS,63.92,0.4,168.64,1.7,6.15,11.71,27.9,18.8,12.2,683.67,-2.9578,-1.6453,1.97,2.2,0.02,-0.05,1.95,3.12,2.24,80.06,86.79,94.39,0.1979,-0.3292,-0.1508,0.1289,-0.1175,-0.676,2.2226,2.6416,3.4095,1.3867,3.0117,1.9651,28.9721,7.2588,5.7488,25.2245,7.1905,8.5449,0.5223,0.7206,0.598,0.5498,0.3297,2.9421,0.989,1.1009,1.0263,3.241,1.3401,1.2215,1.4507,3.7156,3.4324,3.8848,3.6364,10.2019,2.0265,2.0844,2.0226,2.0469,2.0216,6.3898,12.5685,4.198,4.1178,4.2526,9.8438,1.9762,1.9617,1.9788,1.961,1.9661,1.3407,1.1935,1.3634,0.0822,0.0105,0.0101,0.0234,0.0107,1.5734,1.6914,1.4995,0.3509,0.0441,0.0634,0.0445,-117.77,30.5
HULKUU,84.75,0,215.55,2.76,7.83,5.77,47.3,42.6,26.4,714.68,-3.3923,-2.0064,1.98,1.97,0.05,-0.04,2,3.21,2.25,82,88.55,101.63,0.1396,-0.3017,-0.1369,0.1691,-0.1314,-0.2196,2.3694,2.6455,3.4953,1.3854,3.1237,2.8387,28.7593,7.2469,5.7334,25.2273,7.1009,7.1702,0.3852,0.7775,0.5165,0.4171,0.4944,2.936,0.9789,1.1294,0.9964,3.2485,1.343,1.2073,1.4271,3.7154,3.509,3.881,3.5305,10.195,2.0234,2.0769,2.0211,2.0436,2.0301,6.3727,12.6627,4.2019,4.1918,4.2689,9.825,1.9574,1.9495,1.988,1.9775,1.9526,1.4473,1.2085,1.2181,0.0954,0.0209,0.0163,0.0228,0.0126,1.3083,1.2657,1.4006,0.0799,0.0152,0.0165,0.0103,-190.07,30.4
IFOYIM,90.51,-2.35,193.04,3.43,8.48,8.94,40.5,35.7,24.3,790.52,-3.7097,-2.2407,2.01,2.15,-0.01,-0.11,1.95,3.05,2.25,76.93,90.69,97.03,0.3102,-0.2947,-0.1318,0.1613,-0.5374,-0.4921,2.111,2.6642,3.3615,1.3539,2.0163,1.9702,28.8269,7.2336,5.716,25.1886,8.4561,8.4476,0.4455,0.7543,0.6459,0.3884,0.2883,2.9368,1.0006,1.1056,0.9922,3.237,1.2773,1.2798,1.4237,3.7235,3.4925,3.9111,3.5401,10.1716,2.0218,2.0728,2.0141,2.0399,2.0229,6.3279,12.514,4.1879,4.139,4.1872,9.8479,1.9584,1.9561,1.9781,1.9799,1.9755,1.5697,1.5978,1.4531,0.4346,0.0571,0.0996,0.103,0.0671,1.5418,1.6141,1.4516,0.3881,0.0426,0.091,0.0505,-199.76,30.3
DAFTAF,84.22,1.63,218.23,2,9.07,7.53,35.6,25.8,16.6,661.42,-3.2322,-1.7535,2.04,1.98,-0.07,0,1.97,3.25,2.21,81.14,89.59,103.04,0.2248,-0.3173,-0.1533,0.1151,-0.7387,-0.1186,2.2579,2.6229,3.4742,1.3116,1.9356,3.2369,28.845,7.2701,5.7523,25.2097,8.5412,7.1727,0.3577,0.8332,0.5811,0.4791,0.4646,2.939,1.0083,1.1121,0.9983,3.2433,1.2854,1.2753,1.4365,3.7261,3.4441,3.9012,3.6276,10.1858,2.0262,2.0776,2.0191,2.0409,2.022,6.3544,12.5933,4.1766,4.1905,4.2261,9.8275,1.9571,1.9648,1.9661,1.9667,1.9729,1.6469,1.6446,1.5065,0.3996,0.051,0.0848,0.1082,0.0434,1.2559,1.2936,1.344,0.0922,0.0162,0.0139,0.0122,-125.7,30.3
LADNOT,61.91,0.39,162.7,2.84,9.59,9.51,26.4,21.8,18.1,775.48,-3.0874,-1.4784,2.05,2.2,0.1,-0.13,1.94,3.12,2.22,80.24,88.09,95.9,0.2907,-0.3227,-0.1537,0.156,-0.5546,-0.5653,2.043,2.6255,3.4324,1.3948,1.9555,1.858,28.9288,7.2627,5.7445,25.2084,8.5332,8.5649,0.5094,0.7426,0.6198,0.474,0.3255,2.9409,1.0123,1.0599,1.0471,3.2385,1.2738,1.2856,1.4482,3.7102,3.5382,3.8929,3.4982,10.2045,2.0305,2.0806,2.0204,2.042,2.0309,6.3623,12.4969,4.1611,4.1105,4.2254,9.8501,1.9804,1.9408,1.9844,1.9838,1.9608,1.542,1.5203,1.6271,0.3449,0.0581,0.0467,0.0943,0.0484,1.5336,1.5803,1.5792,0.3359,0.0667,0.0413,0.049,-119.35,30.2
TIDBAM,100.6,1.2,195.51,2.49,6.43,8.74,33.4,22.5,14.2,645.77,-2.4898,-1.2082,2.21,1.94,-0.18,-0.02,1.95,3.15,2.16,78.01,87.52,92.93,0.3278,-0.3483,-0.1842,0.1362,-0.6578,-0.9041,2.0797,2.6504,3.3999,1.2472,1.9387,1.8223,28.844,7.2719,5.7458,25.2424,8.4607,8.4942,0.2848,0.8535,0.6337,0.225,0.6255,2.9378,1.0038,1.0967,1.0521,3.2339,1.3119,1.247,1.4793,3.7077,3.4809,3.8952,3.5705,10.2096,2.0258,2.0956,2.0208,2.0443,2.0231,6.3573,12.4995,4.1386,4.1737,4.1872,9.8154,1.9635,1.94,1.9597,1.9738,1.9785,1.5541,1.7126,1.456,0.4101,0.0463,0.0917,0.1147,0.0547,1.758,1.7324,1.4365,0.4178,0.0415,0.0938,0.0525,-72.07,30.1
FIXGAU,63.06,0.14,165.1,2.12,9.56,10.13,27.1,18.6,12.2,721.74,-2.9589,-1.4455,2.02,2.2,0.01,-0.02,1.94,3.17,2.2,80.41,88.07,96.96,0.2293,-0.3404,-0.165,0.145,-0.1214,-0.6553,2.0701,2.6261,3.4402,1.3367,3.0242,1.9504,28.8959,7.2784,5.7597,25.2127,7.2702,8.5227,0.4194,0.7975,0.6298,0.4724,0.324,2.9398,1.0111,1.092,1.0283,3.2369,1.2829,1.2734,1.4709,3.7132,3.441,3.9193,3.5832,10.1983,2.0244,2.0893,2.0177,2.0431,2.0238,6.3964,12.523,4.1568,4.1284,4.2379,9.8513,1.9717,1.954,1.975,1.9741,1.9764,1.345,1.1801,1.3782,0.0808,0.0102,0.0089,0.0265,0.0108,1.554,1.6817,1.5179,0.3491,0.0457,0.0579,0.0434,-94.32,30
SUNPEX,63.03,-1.22,156.12,1.7,6.5,8,25.9,16.9,10.1,557.47,-3.2955,-1.3847,2.1,2.09,0.02,0.04,1.91,3.13,2.18,73.39,91.91,102.69,0.36,-0.3052,-0.1606,0.1006,-0.5897,-0.5999,1.857,2.631,3.3839,1.1595,1.8887,1.8624,28.9039,7.2794,5.6944,25.2641,8.4767,8.471,0.1752,0.8692,0.6723,0.3892,0.4145,2.9338,0.9565,1.1434,1.0259,3.2342,1.3662,1.2804,1.3444,3.7228,3.8235,3.8952,3.2779,10.18,2.0196,2.0352,2.0211,2.0476,2.0565,6.4003,12.4064,4.094,4.1358,4.1766,9.8333,1.9751,1.9829,1.92,1.9584,1.9969,1.5258,1.5044,1.6811,0.3445,0.0772,0.0703,0.0694,0.0554,1.628,1.5847,1.4933,0.3608,0.0606,0.0675,0.0543,-137.38,30
WIFZIW,63.19,0.4,156.72,2.2,4.74,9.89,25.5,19.1,12.6,638.79,-3.0047,-1.5025,2.04,2.14,0.04,-0.07,1.95,3.1,2.26,80.38,87.3,94.64,0.2664,-0.3124,-0.1446,0.1141,-0.5763,-0.5706,2.1818,2.6393,3.4066,1.408,1.9468,1.9421,28.9737,7.2515,5.75,25.2384,8.5389,8.5312,0.5786,0.6813,0.5935,0.5041,0.4028,2.944,0.9754,1.1171,1.0162,3.2424,1.343,1.2077,1.4431,3.7141,3.5081,3.8975,3.5575,10.2087,2.0256,2.0907,2.0229,2.0432,2.0263,6.3487,12.5351,4.1963,4.1155,4.2233,9.8499,1.9752,1.9484,1.9783,1.9744,1.9736,1.5589,1.4811,1.6543,0.3623,0.0605,0.0463,0.0977,0.0513,1.5364,1.6474,1.5191,0.3331,0.0497,0.0619,0.0488,-136.49,29.6
HOZSUL,89.22,0.6,184.41,1.7,5.38,7.59,31.1,20.8,10.6,560.72,-2.6574,-1.3523,1.99,2.19,-0.02,-0.04,1.96,3.15,2.24,80.9,86.38,93.61,0.1753,-0.3317,-0.1558,0.1126,-0.1891,-0.6991,2.2461,2.6335,3.4423,1.3724,3.0035,1.9254,28.9508,7.2464,5.7667,25.2547,7.1499,8.4967,0.5154,0.7167,0.5758,0.5462,0.336,2.9434,0.9842,1.0965,1.0404,3.2418,1.3342,1.2227,1.4572,3.7137,3.4847,3.8818,3.5955,10.2118,2.0273,2.0923,2.025,2.0439,2.0233,6.3654,12.6014,4.1942,4.1555,4.2517,9.8578,1.971,1.956,1.9816,1.9737,1.9757,1.4052,1.1573,1.3836,0.0877,0.0151,0.0107,0.0339,0.0096,1.6,1.7239,1.4577,0.3611,0.0355,0.0775,0.0455,-103.68,29.5
GLYPHE10,63.77,-2.55,162.55,2.81,8,8.54,26.8,22.3,16.2,673.43,-3.3646,-1.6621,2.07,2.09,-0.04,0.18,1.9,3.09,2.21,77.4,88.51,99.73,0.3168,-0.3066,-0.1495,0.1418,-0.5445,-0.5993,2.075,2.6383,3.4019,1.3098,1.9465,1.8807,28.954,7.2797,5.7137,25.2538,8.4704,8.4937,0.3544,0.7805,0.6695,0.4483,0.4057,2.935,0.9703,1.1303,1.0157,3.2302,1.3439,1.2515,1.4005,3.7078,3.7166,3.9033,3.3237,10.2069,2.0212,2.0467,2.0194,2.0683,2.0512,6.3697,12.4669,4.1357,4.1343,4.1969,9.8466,1.974,1.9571,1.9482,1.9723,1.9951,1.5482,1.648,1.494,0.3235,0.0462,0.0505,0.0901,0.0436,1.5583,1.4728,1.6783,0.3597,0.0638,0.0514,0.0543,-150.35,29.4
SUPHOA,63.12,0.01,165.24,2.9,9.35,9.84,24.5,20.3,18,718.21,-2.9645,-1.409,2.12,2.05,-0.05,0.05,1.93,3.06,2.21,77.46,88.2,94.22,0.3075,-0.3222,-0.1569,0.1287,-0.5786,-0.597,2.0668,2.6122,3.4125,1.3325,1.8802,1.934,28.9345,7.2598,5.7557,25.2269,8.5307,8.5535,0.4485,0.7726,0.6245,0.382,0.5028,2.9402,1.0193,1.0546,1.048,3.2356,1.258,1.3001,1.4511,3.7142,3.383,3.9104,3.6604,10.2033,2.0295,2.0854,2.0194,2.0477,2.0212,6.3616,12.4911,4.1384,4.1375,4.2152,9.8398,1.9707,1.9589,1.9663,1.9687,1.9752,1.5337,1.6371,1.5108,0.3631,0.0569,0.0616,0.0986,0.0489,1.5618,1.4828,1.6747,0.3472,0.0608,0.0478,0.0453,-124.92,29.4
GALFAD,78.73,9.82,202.63,1.84,9.94,6.8,33.5,24.7,18.1,750.24,-3.653,-2.5206,1.89,2.29,0.07,-0.27,1.94,3.1,2.23,75.15,88.28,100.26,0.4213,-0.3029,-0.1426,0.1183,-0.6327,-0.4966,2.0017,2.6353,3.3572,1.2581,2.0588,1.9909,28.8038,7.281,5.7018,25.2617,8.4696,8.4495,0.2777,0.7763,0.6616,0.5519,0.1859,2.9326,1.1362,0.9567,1.0176,3.2385,1.2392,1.3483,1.3994,3.7254,3.8684,3.7483,3.3433,10.1963,2.0266,2.0248,2.0427,2.0277,2.0746,6.3509,12.4186,4.1166,4.1351,4.1669,9.8092,1.9732,1.897,1.9803,1.9749,1.9839,1.5329,1.7494,1.4351,0.4167,0.0682,0.1104,0.0833,0.0649,1.506,1.6688,1.4476,0.3506,0.0365,0.0713,0.0488,-205.57,29.3
QUICNA02,90.35,-3.29,191.84,1.96,4.39,8.94,33.2,21.8,11.4,565.28,-3.9043,-3.624,1.98,1.94,-0.03,-0.03,1.98,3.12,2.31,77.68,88.72,101.48,0.3982,-0.2406,-0.1034,0.0903,-0.4989,-0.5881,2.4657,2.6577,3.5421,1.3588,2.0438,1.8558,28.8186,7.2271,5.8098,25.2079,8.4176,8.5097,0.4772,0.7584,0.5828,0.4261,0.5085,2.9354,0.98,1.1069,0.985,3.247,1.3532,1.21,1.3525,3.7466,3.5466,3.8422,3.6125,10.1618,2.0284,2.0608,2.023,2.0326,2.017,6.3018,12.5268,4.1668,4.1406,4.2194,9.7732,1.9788,1.9629,1.9856,1.9529,1.893,1.549,1.4273,1.6129,0.4182,0.0821,0.0666,0.0992,0.0722,1.6118,1.6159,1.4948,0.3578,0.0574,0.0756,0.0813,-329.55,29.2
KDGLUM,94.49,13.54,190.12,2.64,7.41,6.1,33.6,24.3,13.4,614.08,-2.3767,-1.2956,2.17,1.95,-0.27,-0.01,1.96,3.17,2.25,81.7,85.45,92.9,0.2966,-0.3259,-0.1616,0.0875,-0.6157,-0.8607,2.249,2.6523,3.4783,1.3482,1.8667,1.805,28.8737,7.2456,5.7967,25.296,8.48,8.5489,0.5296,0.6843,0.5847,0.3023,0.5713,2.9463,1.0051,1.0848,1.0354,3.2421,1.3392,1.2359,1.433,3.7132,3.3835,3.8909,3.7002,10.2247,2.0287,2.0908,2.0249,2.0566,2.0236,6.3315,12.5605,4.1828,4.1448,4.2328,9.8114,1.9741,1.9856,1.969,1.9338,1.949,1.683,1.5454,1.4952,0.3646,0.0465,0.0765,0.0821,0.0622,1.6581,1.6391,1.5745,0.4423,0.0845,0.0897,0.0788,-86.85,29.2
AQEYUQ,95.87,-1.91,193.22,2.72,8.33,6.88,36.7,31.5,21.6,645.38,-2.4544,-1.1499,1.95,2.11,-0.03,-0.08,1.97,3.27,2.16,78.88,88.54,98.68,0.3531,-0.3419,-0.183,0.1192,-0.8506,-0.6547,2.0055,2.6204,3.4612,1.2064,1.7578,1.9707,28.8299,7.2627,5.7888,25.2478,8.5448,8.4832,0.2516,0.8799,0.6071,0.5852,0.3079,2.9378,1.011,1.0796,1.0601,3.2396,1.2931,1.2677,1.4659,3.7164,3.4083,3.8928,3.6728,10.1905,2.0274,2.0809,2.0174,2.0469,2.018,6.3516,12.4791,4.1185,4.1403,4.2203,9.8162,1.9698,1.9428,1.9731,1.9654,1.9651,1.7681,1.6534,1.4542,0.4332,0.0521,0.089,0.1085,0.0612,1.6015,1.6383,1.4756,0.4184,0.0464,0.0823,0.0478,-69.17,29.1
CROTFA,99.92,-11.59,209.58,2.98,10.63,6.32,41.9,32.8,20.9,732.67,-3.0354,-1.7185,1.85,1.98,0.14,-0.03,1.93,3.21,2.18,81.9,85.95,97.92,0.367,-0.3236,-0.1636,0.2194,-0.6166,-0.8364,3.1129,2.6597,3.4153,1.3863,2.0072,1.822,29.1591,7.2561,5.7331,25.1767,8.3882,8.5164,0.4256,0.786,0.6207,0.726,0.6553,2.9351,1.0486,1.0483,1.0372,3.2334,1.2759,1.3187,1.4193,3.6987,3.676,3.8801,3.3204,10.2054,2.0325,2.0544,2.0268,2.0473,2.0444,6.2547,12.6324,4.1854,4.2011,4.246,9.7458,1.9675,1.9739,1.9139,1.9816,1.9089,1.5731,1.67,1.4421,0.4127,0.0621,0.0945,0.092,0.0733,1.7107,1.5658,1.5647,0.4099,0.0547,0.0672,0.0763,-90.36,29
VARFUR,62.63,0.05,155.37,2.24,7.67,14.52,24.4,17.2,12.9,806.29,-2.9264,-1.397,2.08,2.12,0.01,-0.03,1.93,3.12,2.21,79.24,88.35,96.71,0.2991,-0.3255,-0.161,0.1235,-0.5915,-0.5863,2.0598,2.6201,3.4195,1.3245,1.9038,1.9079,28.9309,7.266,5.7467,25.235,8.541,8.5268,0.4269,0.784,0.6341,0.4486,0.4178,2.9406,0.991,1.0889,1.046,3.2356,1.3217,1.2466,1.4439,3.7143,3.6433,3.8999,3.4142,10.2049,2.0244,2.0646,2.022,2.0572,2.0366,6.3735,12.4869,4.1533,4.1114,4.2221,9.8405,1.9767,1.9341,1.9829,1.9871,1.9597,1.5721,1.5113,1.6436,0.3317,0.0595,0.0398,0.0977,0.0471,1.5429,1.6186,1.558,0.3286,0.0549,0.0479,0.0464,-104.1,28.8
MEXSIT,63.38,0.37,157.65,2.26,3.85,8.38,24.2,13.8,7.6,558.17,-2.9446,-1.4925,2.11,2.04,-0.05,0.02,1.95,3.09,2.26,79.85,87.11,93.88,0.2589,-0.3144,-0.1454,0.1086,-0.5903,-0.6054,2.1921,2.632,3.3979,1.4022,1.9411,1.8762,28.9594,7.2498,5.7511,25.243,8.5281,8.5318,0.5704,0.6812,0.5933,0.4176,0.4799,2.9441,0.9773,1.1171,1.0151,3.2422,1.3401,1.2102,1.4456,3.715,3.4983,3.897,3.5703,10.2107,2.0261,2.0923,2.0234,2.0429,2.026,6.3509,12.5414,4.1941,4.1254,4.2219,9.8488,1.9742,1.9517,1.9747,1.9709,1.9773,1.5492,1.6643,1.5136,0.3257,0.0475,0.051,0.0877,0.0447,1.5723,1.4791,1.6719,0.3573,0.0601,0.041,0.0495,-134.39,28.8
