Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
DELXEY,79.8,227.87,1.74,10.34,8.78,36.9,26.9,17,651.81,-3.7582,-2.8442,2.1,2.04,1.91,0.36,-0.2551,-0.0415,-0.6249,1.8249,2.9089,3.0803,2.091,28.7771,7.2966,6.9811,8.5522,0.6773,0.4359,0.4259,3.1669,1.2746,1.3344,1.399,6.3874,12.425,4.1109,4.1901,4.1241,9.8276,1.9323,1.9767,1.9626,1.9676,1.9883,1.228,1.4061,1.1324,0.1158,0.0136,0.0292,0.0252,0.0201,0.0277,1.5348,1.5052,1.6659,0.4038,0.0882,0.0683,0.0945,0.0586,0.0941,34.3
IPIJUO,83.41,180.27,1.52,8.84,9.37,29.7,20.6,14.2,577.06,-3.9563,-2.4706,2.02,2.04,1.92,0.4804,-0.1972,-0.5448,-0.5489,1.8143,3.1138,2.0909,2.0895,28.7896,7.1363,8.4298,8.4637,0.6564,0.439,0.4259,3.1558,1.2832,1.2942,1.3811,6.2654,12.406,4.038,4.2104,4.1576,9.8483,1.9789,1.991,1.9253,1.9739,1.9792,1.4977,1.5055,1.639,0.3933,0.0881,0.0977,0.055,0.0907,0.0618,1.4913,1.5081,1.6654,0.3688,0.0794,0.0929,0.0601,0.0835,0.0529,21.2
SAGWOO,62.96,156.26,1.68,6.15,9.69,24,14.5,9.3,502.39,-3.1212,-1.3142,2.08,2.1,1.87,0.38,-0.2578,-0.5844,-0.5883,1.6753,2.9131,1.9015,1.9423,28.8503,7.3217,8.5685,8.5441,0.6742,0.4476,0.4259,3.1602,1.345,1.4203,1.2481,6.4407,12.3628,4.1165,4.1703,4.0759,9.8164,1.9243,1.9643,1.955,1.9918,1.9811,1.6506,1.4556,1.6147,0.3276,0.0792,0.0467,0.0672,0.0572,0.0772,1.4959,1.7,1.5315,0.3218,0.0721,0.0684,0.055,0.0686,0.0577,39.2
VUXXET,62.95,156.35,1.78,3.82,13.76,24,14.1,8.3,556.88,-3.1294,-1.2934,2.09,2.09,1.86,0.3824,-0.2579,-0.5892,-0.5905,1.6663,2.916,1.9292,1.9311,28.835,7.3244,8.5384,8.5389,0.6754,0.4223,0.426,3.1602,1.3677,1.4208,1.2248,6.4385,12.363,4.1169,4.175,4.0711,9.8161,1.9182,1.9694,1.9602,1.9914,1.9769,1.4955,1.7038,1.523,0.331,0.0728,0.0693,0.0565,0.0678,0.0647,1.6493,1.4601,1.6135,0.3322,0.0802,0.0471,0.0692,0.0569,0.0788,38.3
QOPXOI,62.83,156.26,1.77,9.07,12.42,24,14,9.1,664.55,-3.113,-1.4406,2.08,2.1,1.87,0.3803,-0.2582,-0.587,-0.6072,1.6726,2.9173,1.9406,1.9187,28.8461,7.3252,8.5405,8.5564,0.6746,0.442,0.4261,3.1603,1.2956,1.3886,1.3294,6.4409,12.3651,4.0886,4.1733,4.1031,9.8138,1.9156,1.9754,1.9632,1.9745,1.985,1.5307,1.6988,1.4948,0.3229,0.0534,0.0715,0.0763,0.0467,0.075,1.6103,1.4736,1.6445,0.3411,0.062,0.0628,0.0806,0.044,0.0916,38.3
TORKOB,91.98,231.31,1.68,11.13,9.75,38.1,27.2,17.2,772.97,-4.2382,-3.5692,1.94,2.05,1.92,0.3786,-0.2368,-0.5959,-0.16,1.8787,3.0045,2.1251,3.1761,28.7301,7.2754,8.5089,7.2852,0.6657,0.4635,0.4262,3.1664,1.3968,1.3063,1.2867,6.3591,12.4559,4.0859,4.2067,4.1633,9.8064,1.9315,1.9258,1.9786,1.973,1.9975,1.4812,1.6063,1.5921,0.4215,0.0821,0.0914,0.0854,0.0861,0.0763,1.3064,1.3962,1.2183,0.082,0.0146,0.0148,0.0237,0.0153,0.0137,53.1
NEQNEE,83.95,193.48,3.36,8,8.61,32.2,24.4,18,680.03,-3.1841,-1.878,2.01,2,1.89,0.3002,-0.2599,-0.7479,-0.0989,1.8284,2.941,2.0063,3.1951,28.8197,7.3022,8.6051,7.0747,0.6618,0.5141,0.4262,3.1657,1.4192,1.2905,1.3012,6.4068,12.4788,4.1655,4.1786,4.1347,9.8141,1.9336,1.958,1.9754,1.9577,1.9894,1.561,1.5424,1.6915,0.418,0.0939,0.0801,0.0835,0.0795,0.0811,1.2786,1.3751,1.2037,0.0951,0.014,0.0206,0.0234,0.0182,0.0188,37.9
KECKEL,82.9,223.45,1.88,7.81,8.52,37.2,26.8,16,554.54,-3.9155,-2.8175,1.92,2.13,1.96,0.421,-0.2237,-0.6015,-0.0433,2.3837,2.9633,2.159,3.1145,28.8484,7.2112,8.5597,7.0163,0.5334,0.5761,0.4263,3.1718,1.2449,1.3859,1.3393,6.2747,12.5049,4.1766,4.1528,4.1755,9.7995,1.9406,1.9863,1.9559,1.9635,1.9532,1.5068,1.4936,1.6921,0.41,0.0852,0.0655,0.0921,0.0739,0.0933,1.3118,1.3122,1.1371,0.119,0.0106,0.0356,0.0257,0.0185,0.0286,22.7
HXOXAM10,81.38,193.56,1.7,4.25,6.11,31.3,18.6,7.7,384.68,-3.1907,-1.0113,2.03,2.02,1.88,0.2941,-0.2484,-0.6369,0.1113,1.7588,2.9829,2.1282,3.0061,28.8246,7.2975,8.5008,7.0895,0.6685,0.4293,0.4265,3.162,1.3966,1.3495,1.2561,6.4155,12.4609,4.1351,4.1548,4.171,9.8295,1.9368,1.9527,1.9681,1.9732,1.9986,1.524,1.6829,1.5311,0.3807,0.068,0.0803,0.0844,0.0639,0.0841,1.3158,1.0545,1.2645,0.1154,0.0269,0.0114,0.0359,0.0166,0.0245,40
BOVTOW,62.69,155.9,2.18,8.47,11.45,25.5,19.7,15.7,718.48,-3.0468,-0.5961,2.1,2.09,1.87,0.376,-0.258,-0.5862,-0.5886,1.6597,2.92,1.9673,1.8973,28.8618,7.3224,8.5253,8.5323,0.6734,0.4403,0.4266,3.1604,1.3304,1.4113,1.2715,6.4438,12.365,4.1167,4.1841,4.0641,9.8152,1.9228,1.9751,1.9599,1.9892,1.9682,1.4937,1.7012,1.5245,0.3298,0.0775,0.0709,0.0553,0.0646,0.0616,1.6534,1.4687,1.5847,0.3496,0.0825,0.0476,0.0692,0.0666,0.0836,38.2
HIGCIK,80.17,224.02,1.82,7.83,8.73,37,26.8,15.9,569.32,-4.0743,-3.0388,2.08,2.03,1.9,0.3771,-0.2523,-0.0357,-0.5978,1.8741,2.9702,3.172,2.095,28.7651,7.2844,7.0209,8.5215,0.6969,0.4649,0.4266,3.1687,1.2642,1.3086,1.431,6.3846,12.4292,4.1236,4.1964,4.1092,9.8091,1.9277,1.9738,1.962,1.9786,1.967,1.22,1.3974,1.1399,0.1156,0.0135,0.0285,0.0228,0.0219,0.0289,1.5249,1.5204,1.644,0.3926,0.0847,0.0628,0.093,0.0589,0.0931,35.5
AZASUP,63.76,158.85,1.82,5.1,9.76,24.3,14.2,9.2,540.13,-2.9497,-1.1307,2.04,2.08,1.86,0.3778,-0.258,-0.5867,-0.5851,1.7081,2.9157,1.9383,1.9358,28.8526,7.3247,8.5363,8.5344,0.6737,0.4666,0.4266,3.1614,1.341,1.409,1.2622,6.4333,12.3735,4.1185,4.1686,4.0864,9.8154,1.9134,1.9658,1.9676,1.9807,1.9879,1.6258,1.4622,1.6328,0.336,0.0734,0.0496,0.076,0.054,0.0829,1.5119,1.7018,1.506,0.3309,0.0622,0.0712,0.0667,0.0561,0.0746,44.8
EINACN10,79.55,191.73,1.67,11.12,8.17,31.1,20,10.7,568.43,-3.989,-2.6217,2.08,2,1.88,0.3598,-0.2393,0.2056,-0.6513,1.7555,3.0387,3.2224,2.1299,28.7431,7.2771,6.9412,8.5754,0.6892,0.3828,0.4267,3.161,1.4117,1.2171,1.3665,6.4008,12.4287,4.1342,4.1786,4.1159,9.8107,1.9427,1.9412,1.9647,1.9619,2.0003,1.1059,1.3406,1.0802,0.1443,0.0256,0.0271,0.0343,0.0296,0.0277,1.5967,1.5009,1.6294,0.4153,0.0961,0.0685,0.0923,0.0605,0.0978,46.3
AFEQUZ,62.78,155.87,1.68,3.79,9.27,24,14.1,8.4,459.39,-3.2098,-1.7243,2.1,2.09,1.86,0.389,-0.2583,-0.5766,-0.5779,1.6595,2.9209,1.9349,1.9392,28.828,7.3302,8.5335,8.5328,0.6803,0.4085,0.4267,3.1604,1.3991,1.4227,1.1921,6.4355,12.3589,4.1309,4.1658,4.0623,9.8165,1.9213,1.9654,1.9564,1.998,1.9753,1.6636,1.4615,1.5884,0.3276,0.0847,0.0447,0.0627,0.0632,0.0724,1.4786,1.6984,1.5362,0.3308,0.0814,0.066,0.0493,0.0787,0.0553,37.9
TPRACA,62.64,155.95,3.15,5.9,9.01,26,20.2,15.5,580.43,-3.0716,0.2397,2.08,2.1,1.87,0.3789,-0.2577,-0.6029,-0.5875,1.6599,2.9152,1.9203,1.8945,28.8492,7.3235,8.514,8.5203,0.6737,0.4354,0.4267,3.1601,1.3078,1.371,1.3344,6.4416,12.3634,4.1069,4.1518,4.1047,9.8162,1.9155,1.968,1.9661,1.9729,1.9937,1.5421,1.6815,1.4958,0.3536,0.0611,0.0769,0.0798,0.0531,0.0828,1.5927,1.4752,1.6417,0.3451,0.0695,0.0591,0.0835,0.0473,0.0856,38
LICWOM,92.77,193.69,1.52,11.91,9.11,32.2,21.7,13.4,696.31,-2.962,-1.8254,1.97,1.98,1.91,0.4166,-0.2456,-0.6419,-0.5758,1.835,2.9277,2.0525,2.0166,28.7478,7.2948,8.5104,8.4819,0.6455,0.4791,0.4267,3.1663,1.3856,1.2877,1.3237,6.3536,12.4367,4.2049,4.1195,4.1122,9.7932,1.9799,1.9705,1.9601,1.9143,1.9683,1.5389,1.6044,1.5766,0.4081,0.0782,0.0608,0.1085,0.0575,0.1032,1.5288,1.6205,1.5706,0.3517,0.0664,0.0769,0.058,0.0807,0.0698,36.5
LEGVOJ,81.73,190.81,1.89,12.01,9.98,28.9,23.1,18.2,844.49,-3.8003,-3.2941,1.97,2.01,1.86,0.4294,-0.2528,-0.6822,-0.6718,1.8491,2.9876,2.0627,2.002,28.7483,7.2867,8.6356,8.6044,0.6963,0.4858,0.4267,3.1626,1.3991,1.3693,1.2381,6.3701,12.4259,4.1343,4.1751,4.1165,9.7746,1.9103,1.9781,1.972,1.9365,1.9777,1.514,1.6466,1.5634,0.4438,0.0875,0.0733,0.1072,0.0794,0.0964,1.5656,1.4849,1.6613,0.4392,0.0936,0.0682,0.1021,0.0666,0.1087,36
PICSAL,80.29,222.63,1.73,7.82,8.79,37,26.8,16.5,582.45,-3.9765,-2.9822,2.07,2.03,1.9,0.3715,-0.252,-0.0325,-0.6218,1.8676,2.9674,3.104,2.0901,28.7676,7.2855,6.9932,8.5463,0.6927,0.4721,0.4268,3.1679,1.2579,1.3167,1.4295,6.3853,12.4309,4.1099,4.197,4.124,9.8122,1.9284,1.9753,1.9567,1.9723,1.9795,1.2408,1.3791,1.1363,0.117,0.0132,0.0299,0.0245,0.0208,0.0286,1.5279,1.5091,1.6652,0.4035,0.086,0.068,0.0966,0.0583,0.0945,35.6
DUBJAN,90.85,224.9,1.95,9.22,8.77,37.7,27.6,17.7,649.06,-3.395,-2.7801,2,1.98,1.91,0.3836,-0.2474,-0.1741,-0.51,1.9395,2.9506,3.0356,2.1061,28.7776,7.2641,7.2565,8.483,0.6637,0.4874,0.4268,3.1695,1.2438,1.3324,1.4218,6.3723,12.4447,4.0695,4.2164,4.1589,9.7993,1.9439,1.9667,1.9914,1.9668,1.9306,1.312,1.4021,1.2223,0.0836,0.015,0.0157,0.0251,0.0107,0.0171,1.4771,1.578,1.5852,0.3747,0.0761,0.0816,0.0648,0.0826,0.0696,35.8
EBUCEM,78.86,227.04,1.85,7.38,8.72,38.1,29.5,18.5,603.06,-3.6384,-2.4726,2.12,2.03,1.9,0.3706,-0.2481,-0.0517,-0.6081,1.7631,2.9365,3.1327,2.0968,28.7445,7.2817,7.1071,8.5275,0.6742,0.399,0.4269,3.1645,1.317,1.3477,1.3378,6.3881,12.4145,4.1269,4.1817,4.1059,9.8268,1.9376,1.9692,1.9658,1.9737,1.9805,1.2271,1.4167,1.134,0.1145,0.0125,0.0293,0.024,0.0196,0.029,1.5253,1.5172,1.6552,0.3943,0.0825,0.0609,0.0979,0.0564,0.0966,33.7
ALOXAN,84.09,186.27,1.52,4.56,7.92,28.9,17.2,9.2,430.72,-4.991,-4.5572,1.88,2.04,1.84,0.6197,-0.1926,-0.4818,-0.517,2.2533,3.0629,2.1524,2.1119,28.5842,7.2642,8.4268,8.4512,0.7774,0.6237,0.4269,3.1763,1.4088,1.334,1.192,6.2931,12.4263,4.1488,4.1744,4.1031,9.6608,1.949,1.9668,1.9865,1.8301,1.9284,1.4841,1.6229,1.4775,0.3888,0.0614,0.0705,0.0922,0.0495,0.1152,1.592,1.4927,1.564,0.3424,0.0753,0.0485,0.0799,0.0459,0.0929,34
CANLOT,92.41,199.5,2.59,6.84,6.41,44.3,38,23.1,565.48,-3.73,-2.0151,2.16,1.98,1.97,0.4551,-0.2304,-0.6678,-0.6089,2.0853,2.926,2.0051,2.0859,28.8231,7.2024,8.5728,8.5225,0.5133,0.2997,0.427,3.1764,1.2441,1.3935,1.3351,6.245,12.4505,4.1848,4.1098,4.1559,9.8494,1.9975,1.965,1.9815,1.9446,1.9607,1.4605,1.7124,1.5434,0.435,0.1156,0.0924,0.0638,0.1059,0.0575,1.4887,1.5106,1.6895,0.4272,0.0902,0.1084,0.0617,0.0995,0.0674,29.7
DEKZAV,89.17,191.15,1.77,6.21,9.32,30.7,22.3,13.4,544.49,-3.6609,-3.0315,1.95,1.96,1.89,0.4809,-0.2503,-0.5669,-0.5843,1.9125,2.9349,2.1341,2.1116,28.656,7.304,8.4339,8.4952,0.6763,0.4595,0.427,3.1679,1.2095,1.3613,1.4309,6.3346,12.4221,4.1018,4.1674,4.1529,9.7623,1.9462,1.9431,1.9227,1.9654,1.9848,1.4756,1.4615,1.7301,0.396,0.0963,0.0886,0.0565,0.1026,0.052,1.4744,1.5631,1.6291,0.4277,0.0846,0.0921,0.0794,0.0897,0.0818,36.1
NUCKUR,82.23,180.61,2.65,10.23,9.84,31.6,26.1,21.3,764.84,-4.1567,-3.5422,1.95,2.07,1.87,0.5317,-0.2364,-0.5529,-0.4771,2.0171,3.0375,2.1756,2.1306,28.7058,7.2754,8.4979,8.4388,0.7234,0.5434,0.427,3.1622,1.1852,1.3957,1.4116,6.3107,12.4063,4.0704,4.184,4.1518,9.7512,1.9682,1.9861,1.8395,1.9698,1.9877,1.4837,1.5459,1.579,0.4382,0.0925,0.0987,0.0664,0.1041,0.0766,1.4822,1.4791,1.6358,0.3551,0.0851,0.074,0.072,0.068,0.0561,30.9
BUYSET10,90.8,186.49,3.31,6.65,7.1,39.2,28.6,17,557.82,-2.3345,0.0009,1.97,2.17,1.88,0.378,-0.2467,-0.7679,-0.7124,1.8955,2.893,1.9454,1.9328,28.9528,7.3042,8.5877,8.5497,0.6586,0.6736,0.4272,3.1632,1.2472,1.4076,1.343,6.3877,12.435,4.1118,4.1863,4.1369,9.7993,1.9354,1.9524,1.9613,1.9712,1.979,1.703,1.6896,1.4327,0.3864,0.0638,0.0892,0.082,0.0522,0.0992,1.5593,1.5572,1.67,0.3743,0.0853,0.0817,0.0645,0.0644,0.0783,45.2
VOFDOL,66.91,220.65,1.63,8.8,5.96,37.6,28.2,16.8,606.74,-3.0634,-2.085,1.95,2,1.88,0.2209,-0.2689,-0.2286,-0.199,2.0121,2.9476,2.9928,2.9839,28.8621,7.3174,7.2597,7.1895,0.6631,0.5132,0.4273,3.1661,1.4053,1.4234,1.1913,6.4502,12.524,4.1284,4.2259,4.1697,9.8049,1.9289,1.9476,1.9809,1.9762,1.9712,1.4065,1.3623,1.2341,0.081,0.0096,0.0193,0.0209,0.0109,0.0204,1.4539,1.2208,1.2788,0.0817,0.0174,0.0164,0.0168,0.0124,0.0186,42.8
SANXAH,93.74,203.72,3,7.79,8.08,44.5,39,25.9,667.53,-4.061,-2.535,1.95,2.06,1.95,0.4002,-0.2196,-0.0037,-0.6419,2.4605,2.9716,3.205,2.029,28.8972,7.1761,7.0657,8.382,0.5612,0.6425,0.4277,3.1708,1.2858,1.3578,1.324,6.2837,12.5194,4.1376,4.1783,4.2036,9.7967,1.9768,1.9847,1.9064,1.9549,1.9739,1.1219,1.2651,1.2698,0.1555,0.039,0.0336,0.0207,0.0306,0.0316,1.4943,1.5581,1.6115,0.4696,0.1192,0.0953,0.0709,0.1113,0.0729,30
MATBIV01,63.55,158.27,1.68,4.95,10.29,24.3,14.2,8.8,508.68,-3.2171,-3.1583,2.06,2.07,1.85,0.4004,-0.258,-0.5739,-0.5724,1.7352,2.9271,1.9477,1.9427,28.8261,7.3338,8.5334,8.5342,0.6886,0.4434,0.4279,3.1608,1.3716,1.4214,1.2202,6.4234,12.3692,4.1183,4.1728,4.0781,9.807,1.9217,1.9648,1.9588,1.9874,1.9743,1.4914,1.702,1.5164,0.3321,0.0733,0.0694,0.0573,0.0666,0.0655,1.6432,1.4584,1.6082,0.3301,0.0789,0.0471,0.0687,0.056,0.0794,37.5
HOTTOA,94.94,196.87,1.59,12.23,9.63,31.7,21.3,13.4,726.07,-3.0379,-2.1312,1.95,1.97,1.91,0.4287,-0.2464,-0.6442,-0.575,1.8854,2.9152,2.0444,2.0026,28.7158,7.2985,8.5265,8.4919,0.6228,0.4957,0.4279,3.1676,1.3594,1.4023,1.235,6.3435,12.4408,4.112,4.1836,4.1453,9.7869,1.9678,1.9408,1.9496,1.9622,1.9665,1.4974,1.571,1.6497,0.415,0.1058,0.0703,0.0714,0.0993,0.0682,1.5237,1.5892,1.6051,0.3528,0.0691,0.0744,0.0688,0.0589,0.0816,101.4
OLENEZ,83.66,184.38,3.94,7.6,7.5,40,32.4,21.5,616.02,-4.1426,-2.1173,1.94,2.44,1.89,0.2107,-0.2378,-0.0643,1.0291,2.0234,3.0962,3.1642,3.2387,28.9056,7.2301,7.1313,14.5655,0.7084,0.6045,0.4279,3.1612,1.3876,1.2289,1.3778,6.438,12.5162,4.2506,4.149,4.1166,9.8351,1.97,1.9512,1.9899,1.9468,1.9772,1.3299,1.0423,1.3707,0.1522,0.0289,0.0156,0.0468,0.0224,0.0385,2.8789,3.0531,2.8251,0.2182,0.0209,0.049,0.0175,0.0675,0.0632,19.3
ZAPNOV,79.14,225.26,2.24,8.72,11.1,40.7,31.1,21,743.67,-3.7889,-2.5096,2.03,2.07,1.9,0.3536,-0.2563,-0.636,-0.0476,1.8903,2.9625,2.0793,3.2387,28.7521,7.2786,8.5396,7.094,0.6741,0.424,0.4281,3.1658,1.355,1.2108,1.4438,6.3874,12.4474,4.1662,4.1637,4.1175,9.8117,1.9284,1.9747,1.9795,1.9529,1.9762,1.5181,1.5033,1.6902,0.405,0.0848,0.0665,0.0979,0.0629,0.0929,1.2591,1.3868,1.1325,0.1145,0.0114,0.0308,0.0272,0.0184,0.0266,36.5
WOTZUD,82.25,203.18,1.7,5.77,8.81,35.3,25.2,15.7,558.32,-3.9524,-3.3958,2.01,2.03,1.88,0.2662,-0.2665,-0.1308,-0.1221,1.9405,2.9739,3.0989,3.0721,28.7499,7.3173,7.171,7.1346,0.7014,0.4837,0.4282,3.1696,1.4099,1.3472,1.2584,6.4205,12.5112,4.1443,4.1976,4.1694,9.8021,1.9401,1.9757,1.9617,1.9225,2.002,1.2598,1.4151,1.2081,0.0919,0.0128,0.0193,0.0261,0.014,0.0198,1.3034,1.2063,1.3647,0.092,0.0221,0.0101,0.0247,0.0118,0.0232,33.5
AWUJUY,78.08,240.91,3.02,8.4,7.2,44.7,36.1,24.2,709.66,-3.7633,-2.3022,2.09,2.09,1.93,0.4672,-0.2248,-0.605,-0.0751,1.9246,3.005,2.0299,3.0081,28.7181,7.2279,8.4895,7.1352,0.6552,0.3705,0.4283,3.1639,1.3379,1.3559,1.2873,6.3256,12.4107,4.2118,4.1278,4.0712,9.7965,1.9713,1.9321,1.968,1.9524,1.9727,1.4699,1.5895,1.6321,0.3899,0.1106,0.0701,0.0589,0.1017,0.0487,1.2748,1.2587,1.2494,0.1085,0.0145,0.0309,0.0161,0.0245,0.0224,31.2
XUBXOI,62.52,155.46,2.03,5.74,8.13,26.2,18.5,12.6,502.57,-3.1017,0.2103,2.09,2.1,1.87,0.3807,-0.258,-0.6079,-0.5865,1.6728,2.9201,1.9316,1.9078,28.869,7.3258,8.5342,8.5292,0.6735,0.4548,0.4284,3.1604,1.2334,1.3718,1.408,6.4413,12.3607,4.1083,4.134,4.1183,9.8174,1.9192,1.966,1.961,1.9741,1.9971,1.5697,1.4952,1.6578,0.3515,0.0709,0.0629,0.0905,0.0398,0.0874,1.5715,1.6625,1.485,0.3336,0.0476,0.0742,0.0803,0.0435,0.088,38.5
YEKHII,66.16,219.75,1.98,9.05,6.07,36.7,27.5,16.7,657.65,-2.7727,-1.6353,2.01,2,1.88,0.2098,-0.2616,-0.2183,-0.2163,1.8915,2.9257,2.9789,2.9956,28.8393,7.2941,7.2527,7.2456,0.6447,0.4236,0.4285,3.1643,1.2977,1.3683,1.3475,6.449,12.5108,4.132,4.1998,4.1789,9.8304,1.9241,1.97,1.9836,1.9778,1.975,1.353,1.3952,1.2356,0.0805,0.0107,0.0162,0.0206,0.01,0.0231,1.4179,1.2771,1.2899,0.0805,0.0117,0.0163,0.0186,0.0105,0.0234,46.6
IQATUR,84.23,192.87,1.54,7.17,7.96,32.7,21,11.1,499.89,-3.0618,-1.6876,1.99,1.99,1.9,0.3314,-0.258,-0.6066,-0.1131,1.85,2.9342,1.9971,3.1612,28.7446,7.3118,8.4888,7.0854,0.6566,0.4394,0.4285,3.1661,1.1785,1.4155,1.4156,6.3871,12.47,4.0971,4.205,4.1679,9.8115,1.9654,1.9441,1.9413,1.9546,2.0061,1.4996,1.6696,1.5625,0.3594,0.0827,0.0731,0.0631,0.0764,0.0642,1.4505,1.1996,1.2091,0.0946,0.0306,0.0121,0.0189,0.0134,0.0195,39.7
SATFID,89.32,212.01,2.49,6.4,7.78,37.3,27.1,16.3,533.33,-3.5168,-1.7273,2.11,1.95,1.9,0.3529,-0.2517,-0.0878,-0.5184,1.7241,2.9573,2.9486,2.1813,28.7217,7.2923,7.1292,8.5093,0.6763,0.3385,0.4287,3.1629,1.3962,1.4091,1.2016,6.3844,12.435,4.1578,4.144,4.1332,9.8277,1.926,1.9912,1.9815,1.9699,1.9591,1.2889,1.0974,1.42,0.1121,0.0226,0.0116,0.0421,0.0132,0.0226,1.51,1.5535,1.6053,0.3728,0.0789,0.0524,0.0897,0.0559,0.0959,35
RUFHEG,79.74,227.02,1.71,9.45,8.8,36.7,26.8,17.3,657.61,-3.6985,-2.6393,2.1,2.04,1.91,0.3538,-0.2552,-0.0516,-0.635,1.8139,2.9107,3.0472,2.0884,28.7819,7.2978,6.9912,8.5558,0.6726,0.4351,0.4287,3.1669,1.2613,1.3341,1.4125,6.3902,12.4261,4.0986,4.1948,4.1327,9.8299,1.9333,1.9773,1.9626,1.9669,1.9898,1.2405,1.4108,1.1263,0.115,0.0126,0.0293,0.0275,0.018,0.0275,1.5345,1.496,1.6814,0.4083,0.0852,0.0651,0.0998,0.0563,0.1019,36.5
TIWDAE,94.08,194.68,1.67,10.75,9.98,31.1,20.9,13.3,701.91,-2.8968,-2.1164,1.97,1.98,1.91,0.4037,-0.2467,-0.5801,-0.6769,1.7688,2.9119,1.994,2.053,28.713,7.2948,8.4971,8.5829,0.623,0.4234,0.4289,3.1671,1.2771,1.2873,1.4326,6.3509,12.4352,4.1492,4.1069,4.1791,9.8102,1.9363,1.9556,1.9567,1.9784,1.9832,1.4983,1.6193,1.6026,0.3565,0.0695,0.0843,0.0565,0.0714,0.0748,1.5413,1.5784,1.6204,0.4255,0.0778,0.0709,0.1177,0.0688,0.0903,48.8
ATUWAN,84.01,180.92,1.9,4.77,8.9,29.6,17.4,10.8,454.56,-3.633,-1.5053,2.02,2.05,1.95,0.4657,-0.1406,-0.5404,-0.4246,1.7089,3.1834,2.021,2.1809,28.8166,7.0587,8.503,8.4389,0.5939,0.5002,0.429,3.158,1.3731,1.2543,1.2693,6.2346,12.4047,4.176,4.1527,4.0759,9.895,1.9723,1.9846,1.9718,1.9579,2.0085,1.633,1.6205,1.422,0.3617,0.0478,0.074,0.0894,0.0472,0.1033,1.5469,1.4832,1.5669,0.3343,0.0663,0.057,0.0819,0.045,0.0841,13.5
QIPGUT,85.76,223.88,2.72,11.77,6.16,53.1,44.3,28.3,802.5,-2.2351,-0.9199,1.99,2.05,1.92,0.2807,-0.2506,-0.9961,-0.2129,2.0529,2.9104,1.7249,2.7308,28.9428,7.2712,8.5901,7.22,0.6524,0.5419,0.429,3.1672,1.3304,1.4304,1.2387,6.3802,12.5203,4.1578,4.2128,4.1497,9.8187,1.9852,1.8989,1.9732,1.98,1.9814,1.7403,1.7005,1.5022,0.4757,0.0705,0.1227,0.1126,0.0602,0.1098,1.2897,1.3315,1.3402,0.0778,0.0178,0.0163,0.0117,0.0109,0.0212,50.7
UPENEJ,93.7,197.41,2.05,7.85,10.09,31.9,24.1,16.6,656.54,-3.1829,-2.0542,1.92,1.94,1.91,0.44,-0.2465,-0.6699,-0.6459,1.9132,2.9089,2.0841,2.0995,28.671,7.2795,8.5461,8.5048,0.6145,0.5186,0.4291,3.1677,1.3538,1.4226,1.2209,6.34,12.4498,4.1428,4.1864,4.1206,9.7702,1.9505,1.9379,1.9594,1.9322,1.9902,1.5896,1.5883,1.5795,0.402,0.0927,0.0821,0.0727,0.0799,0.0746,1.4814,1.4768,1.7347,0.4447,0.119,0.0783,0.07,0.0923,0.0851,39
COCMEN,66.96,196.2,1.77,8.73,7.02,34.3,26.4,15.6,606.56,-2.364,-0.2292,1.98,1.99,1.88,0.1318,-0.26,-0.3124,-0.2595,1.9158,2.9027,2.7451,2.9674,28.9276,7.2937,7.2233,7.2257,0.621,0.4692,0.4292,3.1634,1.3044,1.3831,1.3234,6.472,12.5572,4.1501,4.2227,4.1845,9.839,1.9144,1.9752,1.9846,1.9873,1.9776,1.4336,1.3641,1.2573,0.0767,0.0081,0.0173,0.0193,0.0107,0.0213,1.4333,1.2928,1.3024,0.0788,0.0095,0.016,0.018,0.0107,0.0246,47.8
